Date,Object,Price,Location,Category,Object Type,Material,Link
2018-12-08 00:00:00,"Sold  Dec 8, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (4)",26.49,United Kingdom,Egyptian,jewellery ,,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-BLUE-AMULET-300-BC-4/312352872731?hash=item48b9ae991b%3Ag%3A2xgAAOSwp3dcBW1Z&LH_Auction=1
2019-02-04 00:00:00,"Sold  Feb 4, 2019 AUTHENTIC MEDIEVAL VIKING BRONZE PENANNULAR OMEGA BROOCH - J196",16.65,United Kingdom,Viking,clothing ,metal ,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-BRONZE-PENANNULAR-OMEGA-BROOCH-J196/254099263077?hash=item3b297f0e65%3Ag%3AV-wAAOSwlSdcTwxg&LH_Auction=1
2019-02-02 00:00:00,"Sold  Feb 2, 2019 Set of 27 bronze roman and medieval rings and signets . Artifacts.",15.5,,Roman,jewellery ,metal ,
2019-02-16 00:00:00,"Sold  Feb 16, 2019 VERY RARE LARGE PHOENICIAN GLASS FISH 300BC SUPER QUALITY (2)",12.42,United States,Near east,jewellery ,glass ,https://www.ebay.com/itm/VERY-RARE-LARGE-PHOENICIAN-GLASS-FISH-300BC-SUPER-QUALITY-2/312471180034?hash=item48c0bbd302%3Ag%3Agg4AAOSwcGtcYX53&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Beautiful Roman ""Openwork"" Bronze Fibula (ca.1st-3rd Cent.) 'as found' condition",34.43,United Kingdom,Roman,clothing ,metal ,https://www.ebay.com/itm/Beautiful-Roman-Openwork-Bronze-Fibula-ca-1st-3rd-Cent-as-found-condition/233029207299?hash=item36419f8503%3Ag%3AvXEAAOSwWI5cAvV0&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 INTACT-NEAR EAST BRONZE ANTILOPE ANIMAL STATUE POSSIBLY MEDIEVAL",15.23,,Near east,statue,metal ,
2019-01-18 00:00:00,"Sold  Jan 18, 2019 rare ANTIQUE EGYPTIAN WOOD PANEL With hieroglyphics Part of mummy sarcophagus",110.5,United States,Egyptian,text ,,https://www.ebay.com/itm/rare-ANTIQUE-EGYPTIAN-WOOD-PANEL-With-hieroglyphics-Part-of-mummy-sarcophagus/132913191374?hash=item1ef23e59ce%3Ag%3An9wAAOSwXHxcFfly&LH_Auction=1
2018-12-04 00:00:00,"Sold  Dec 4, 2018 METAL DETECTOR FINDS ANCIENT ROMAN BRONZE RING",5.56,United Kingdom,Roman,jewellery ,metal ,https://www.ebay.com/itm/METAL-DETECTOR-FINDS-ANCIENT-ROMAN-BRONZE-RING/153279825782?hash=item23b0308776%3Ag%3AV6UAAOSwhu9b%7EUxA&LH_Auction=1
2018-12-17 00:00:00,"Sold  Dec 17, 2018 Saharian NEOLITHIC - Flint ARROWHEAD - 71 mm LONG",47.0,Mauritania,Pre-historic,weapon tool ,,https://www.ebay.com/itm/Saharian-NEOLITHIC-Flint-ARROWHEAD-71-mm-LONG/123537447671?hash=item1cc367daf7%3Ag%3AT-AAAOSwBqZcDqk4&LH_Auction=1
2019-03-02 00:00:00,"Sold  Mar 2, 2019 ""  SNAKES "" Ancient Bronze Roman Ring 7,47g",11.5,United Kingdom,Roman,jewellery ,metal ,https://www.ebay.com/itm/SNAKES-Ancient-Bronze-Roman-Ring-7-47g/153392368730?hash=item23b6e5cc5a%3Ag%3AUxAAAOSwZjpccbsh&LH_Auction=1
2019-01-20 00:00:00,"Sold  Jan 20, 2019 BRONZE BYZANTINE KEY",0.99,United States,Byzantine,household ,metal ,https://www.ebay.com/itm/BRONZE-BYZANTINE-KEY/323647924782?hash=item4b5aeb6a2e%3Ag%3AG%7EAAAOSwukZcO4fk&LH_Auction=1
2018-12-25 00:00:00,"Sold  Dec 25, 2018 Saharian NEOLITHIC - Flint ARROWHEAD - 43.2 mm LONG",9.5,Mauritania,Pre-historic,weapon tool ,,https://www.ebay.com/itm/Saharian-NEOLITHIC-Flint-ARROWHEAD-43-2-mm-LONG/123551623940?hash=item1cc4402b04%3Ag%3AgoIAAOSwzwVcGOT1&LH_Auction=1
2019-02-03 00:00:00,"Sold  Feb 3, 2019 AUTHENTIC ROMAN MILITARY ARTEFACT. IMPERIAL BOW TYPE BROOCH",15.36,United Kingdom,Roman,weapon clothing ,,https://www.ebay.com/itm/AUTHENTIC-ROMAN-MILITARY-ARTEFACT-IMPERIAL-BOW-TYPE-BROOCH/153350164360?hash=item23b461cf88%3Ag%3Aa78AAOSwLKhcSG-e&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019 HUGE ancient Greek bronze battlefield arrow head 1st millennium bc",30.45,,Greek,weapon ,metal ,
2019-02-21 00:00:00,"Sold  Feb 21, 2019 ANCIENT VIKING BRONZE NECKLACE TORC  MUSEUM ARTIFACT VERY STUNNING",24.99,Morocco,Viking,jewellery ,metal ,https://www.ebay.com/itm/ANCIENT-VIKING-BRONZE-NECKLACE-TORC-MUSEUM-ARTIFACT-VERY-STUNNING/254120601973?hash=item3b2ac4a975%3Ag%3AVL4AAOSwhr9cSk1C&LH_Auction=1
2019-01-03 00:00:00,"Sold  Jan 3, 2019 Rare Ancient Egyptian Faience Horus (650-530 BC)",50.33,United Kingdom,Egyptian,?,glass ,https://www.ebay.com/itm/Rare-Ancient-Egyptian-Faience-Horus-650-530-BC/173710109474?hash=item2871edeb22%3Ag%3Aeg8AAOSwNqRb5AK6&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE ANCIENT NEAR EASTERN CYLINDER SEAL 300 BC (4)",11.92,United Kingdom,Near east,jewellery ,,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-CYLINDER-SEAL-300-BC-4/312366535995?hash=item48ba7f153b%3Ag%3AJCsAAOSwNUlcDnhi&LH_Auction=1
2019-02-10 00:00:00,"Sold  Feb 10, 2019 "" AQUILA - EAGLE ""  ANCIENT SILVER ROMAN  RING!!!!LEGIONARY!!!!",26.0,,Roman,jewellery ,metal ,
2019-02-02 00:00:00,"Sold  Feb 2, 2019 RARE BEAUTIFUL PHOENICIAN DECORATIVE FINGER RING 300BC (2)",15.76,United Kingdom,Near east,jewellery ,,https://www.ebay.com/itm/RARE-BEAUTIFUL-PHOENICIAN-DECORATIVE-FINGER-RING-300BC-2/312448622632?hash=item48bf63a028%3Ag%3AYiEAAOSw1llcTxpR&LH_Auction=1
2019-03-02 00:00:00,"Sold  Mar 2, 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED BES AMULET 300 BC (8)",52.97,United Kingdom,Egyptian,jewellery ,glass ,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-GLAZED-BES-AMULET-300-BC-8/312502022862?hash=item48c29272ce%3Ag%3AxhUAAOSwvcBcdDNL&LH_Auction=1
2019-01-27 00:00:00,"Sold  Jan 27, 2019 UNUSUAL ANCIENT EGYPTIAN PRIESTESS OFFERING OF A GIFT AMULET CIRCA 715-332BCE",6.75,United Kingdom,Egyptian,jewellery ,,https://www.ebay.com/itm/UNUSUAL-ANCIENT-EGYPTIAN-PRIESTESS-OFFERING-OF-A-GIFT-AMULET-CIRCA-715-332BCE/223335623886?hash=item33ffd72cce%3Ag%3ALBcAAOSwmfhcROE%7E&LH_Auction=1
2018-12-08 00:00:00,"Sold  Dec 8, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (10)",1.31,United Kingdom,Egyptian,jewellery ,,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-AMULET-300-BC-10/312352758401?hash=item48b9acda81%3Ag%3AWaQAAOSwBPRcBVIS&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019 MASSIVE & RARE VIKING BRACELET SHAPED AS COILED SNAKE- WEARABLE 8th-11th C AD",38.0,Austria,Viking,jewellery ,,https://www.ebay.com/itm/MASSIVE-RARE-VIKING-BRACELET-SHAPED-AS-COILED-SNAKE-WEARABLE-8th-11th-C-AD/323643708525?hash=item4b5aab146d%3Ag%3Azt8AAOSwiT1cN4Zo&LH_Auction=1
2019-02-04 00:00:00,"Sold  Feb 4, 2019 Ancient Viking IRON spearhead",59.97,Estonia,Viking,weapon ,metal ,https://www.ebay.com/itm/Ancient-Viking-IRON-spearhead/192807433703?hash=item2ce437f5e7%3Ag%3AxB4AAOSwmaJcT1qQ&LH_Auction=1
2018-12-24 00:00:00,"Sold  Dec 24, 2018  Iznik Persian Turkish Ceramic Pottery Painted Glazed Vase/ Bottle",37.0,United States,Near east,vessel painting ,glass ,https://www.ebay.com/itm/Iznik-Persian-Turkish-Ceramic-Pottery-Painted-Glazed-Vase-Bottle/233052335173?hash=item3643006c45%3Ag%3A3igAAOSwjoFcDoDw&LH_Auction=1
2019-02-28 00:00:00,"Sold  Feb 28, 2019 Rare Old Ancient Lapis lazuli Roman Wonderful rare unique old Silver Ring",11.5,Bulgaria,Roman,jewellery ,stone metal ,https://www.ebay.com/itm/Rare-Old-Ancient-Lapis-lazuli-Roman-Wonderful-rare-unique-old-Silver-Ring/123660965277?hash=item1ccac4959d%3Ag%3AyqYAAOSwpUVccYy8&LH_Auction=1
2018-12-27 00:00:00,"Sold  Dec 27, 2018 Fat Priest Egyptian Antiques Amazing Amulet Faience Old Kingdom Antiquity",15.5,Egypt,Egyptian,jewellery ,glass ,https://www.ebay.com/itm/Fat-Priest-Egyptian-Antiques-Amazing-Amulet-Faience-Old-Kingdom-Antiquity/192761562293?hash=item2ce17c04b5%3Ag%3AG94AAOSw19dcGBWJ&LH_Auction=1
2019-02-20 00:00:00,"Sold  Feb 20, 2019 AUTHENTIC ANCIENT GREEK ERA BRONZE ARROW / SPEAR - J277",82.11,United Kingdom,Greek,weapon ,metal ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-GREEK-ERA-BRONZE-ARROW-SPEAR-J277/254114482130?hash=item3b2a6747d2%3Ag%3AsGQAAOSwmvtcXY0F&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 ANCIENT ROMAN ARCHAIC  CA.100 AD BRONZE PHALLIC FERTILITY PENDANT -WEARABLE GIFT",67.56,United Kingdom,Roman,jewellery ,metal ,https://www.ebay.com/itm/ANCIENT-ROMAN-ARCHAIC-CA-100-AD-BRONZE-PHALLIC-FERTILITY-PENDANT-WEARABLE-GIFT/153288878324?hash=item23b0baa8f4%3Ag%3Aq60AAOSwXHxcBY1a&LH_Auction=1
2019-01-15 00:00:00,"Sold  Jan 15, 2019 BEAUTIFUL UNDATED EGYPTIAN GLAZED SEAL RING WITH EYE OF HORUS",31.78,United Kingdom,Egyptian,jewellery ,glass ,https://www.ebay.com/itm/BEAUTIFUL-UNDATED-EGYPTIAN-GLAZED-SEAL-RING-WITH-EYE-OF-HORUS/153332699146?hash=item23b357500a%3Ag%3AjBYAAOSwqjhcNJQk&LH_Auction=1
2018-12-19 00:00:00,"Sold  Dec 19, 2018 Ancient Egyptian Glazed Faience Canopic Jar With Hieroglyphs",47.68,United Kingdom,Egyptian,text vessel ,glass ,https://www.ebay.com/itm/Ancient-Egyptian-Glazed-Faience-Canopic-Jar-With-Hieroglyphs/392192335066?hash=item5b507c1cda%3Ag%3AV0MAAOSwWH1cEVy9&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 Old Phoenician  Mosaic glass  face beads wonderful  rare 2  lucky beads",15.0,Thailand,Near east,jewellery household ,glass ,https://www.ebay.com/itm/Old-Phoenician-Mosaic-glass-face-beads-wonderful-rare-2-lucky-beads/123548053814?hash=item1cc409b136%3Ag%3AQLEAAOSwJd1b9D-s&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 VIKING ANCIENT ARTIFACT BRONZE KEY WITH EAGLE HEAD",58.27,United Kingdom,Viking,household ,metal ,https://www.ebay.com/itm/VIKING-ANCIENT-ARTIFACT-BRONZE-KEY-WITH-EAGLE-HEAD/173672125306?hash=item286faa537a%3Ag%3AkSkAAOSwQ9lcBD-A&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (10)",15.24,United Kingdom,Egyptian,jewellery ,,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-BLUE-AMULET-300-BC-10/312383891963?hash=item48bb87e9fb%3Ag%3AwfAAAOSw-FRcF89r&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 CIRCA 300-400AD ANCIENT ROMAN IMPERIAL BRONZE KNEE TYPE BROOCH MILITARY ARTEFACT",9.93,United Kingdom,Roman,clothing ,metal ,https://www.ebay.com/itm/CIRCA-300-400AD-ANCIENT-ROMAN-IMPERIAL-BRONZE-KNEE-TYPE-BROOCH-MILITARY-ARTEFACT/153313901928?hash=item23b2387d68%3Ag%3AguMAAOSwc6ZcHp3e&LH_Auction=1
2018-12-24 00:00:00,"Sold  Dec 24, 2018 AUTHENTIC ANCIENT INDUS VALLEY TERRACOTTA CUP W/ DEER MOTIF - L909",70.19,United Kingdom,Indus,vessel ,terracotta ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-INDUS-VALLEY-TERRACOTTA-CUP-W-DEER-MOTIF-L909/254025671161?hash=item3b251c21f9%3Ag%3AeeUAAOSwsRVcE5jg&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 EXTREMELY RARE Ancient RING VIKING BRONZE RING artifact VERY Stunning RARE TYPE",9.99,Morocco,Viking,jewellery ,metal ,https://www.ebay.com/itm/EXTREMELY-RARE-Ancient-RING-VIKING-BRONZE-RING-artifact-VERY-Stunning-RARE-TYPE/254056262278?hash=item3b26eeea86%3Ag%3AO9gAAOSwEONcMo7k&LH_Auction=1
2019-02-24 00:00:00,"Sold  Feb 24, 2019 ANCIENT ROMAN BRONZE LION WEIGHT",45.0,United Kingdom,Roman,tool ,metal ,https://www.ebay.com/itm/ANCIENT-ROMAN-BRONZE-LION-WEIGHT/273712117328?hash=item3fba837650%3Ag%3Ak3QAAOSwlglcbFyN&LH_Auction=1
2019-01-20 00:00:00,"Sold  Jan 20, 2019 2554	Ancient Roman bronze item, stylized snakes' heads",1.31,United Kingdom,Roman,?,metal ,https://www.ebay.com/itm/2554-Ancient-Roman-bronze-item-stylized-snakes-heads/173733362516?hash=item287350bb54%3Ag%3Ak%7EoAAOSwqoxcN3Ja&LH_Auction=1
2019-02-19 00:00:00,"Sold  Feb 19, 2019 Rare Ancient ROMAN Bronze RING 10-12 AD century ARTIFACT Magnificent Snake RING",13.5,Morocco,Roman,jewellery ,metal ,https://www.ebay.com/itm/Rare-Ancient-ROMAN-Bronze-RING-10-12-AD-century-ARTIFACT-Magnificent-Snake-RING/173786376977?hash=item287679ab11%3Ag%3A8skAAOSwpZNcX1jF&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 Ancient viking bronze cross",4.99,Ukraine,Viking,religious ,metal ,https://www.ebay.com/itm/Ancient-viking-bronze-cross/264084645898?hash=item3d7cabe80a%3Ag%3ADcYAAOSwsD1bzFWO&LH_Auction=1
2019-02-09 00:00:00,"Sold  Feb 9, 2019 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC LARGE 13.5 CM TALL !! (4)",16.57,United Kingdom,Egyptian,statue ,,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-LARGE-13-5-CM-TALL-4/312459793713?hash=item48c00e1531%3Ag%3AV7oAAOSwOHpcWExx&LH_Auction=1
2019-02-20 00:00:00,"Sold  Feb 20, 2019 STUNNING ROMAN BRONZE ARROWHEAD CIRCA 100-400 AD",7.28,United Kingdom,Roman,weapon ,metal ,https://www.ebay.com/itm/STUNNING-ROMAN-BRONZE-ARROWHEAD-CIRCA-100-400-AD/202596195503?hash=item2f2bac9caf%3Ag%3AmgIAAOSwJVBcZDCn&LH_Auction=1
2019-02-10 00:00:00,"Sold  Feb 10, 2019 A409.Roman style bronze small bust of Mars",12.99,Bulgaria,Roman,statue ,metal ,https://www.ebay.com/itm/A409-Roman-style-bronze-small-bust-of-Mars/333056611753?hash=item4d8bb895a9%3Ag%3ADEAAAOSwg1JcR1-0&LH_Auction=1
2019-02-02 00:00:00,"Sold  Feb 2, 2019 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (8)",13.6,Cyprus,Near east,jewellery ,glass ,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-8/312448834420?hash=item48bf66db74%3Ag%3AohEAAOSwKXhcTzKC&LH_Auction=1
2019-02-24 00:00:00,"Sold  Feb 24, 2019 Rare amazing Ancient bazalt Egyptian Scarab Amulet  Beetle Necklace Bead Stone",21.02,,Egyptian,jewellery ,stone ,
2018-12-08 00:00:00,"Sold  Dec 8, 2018 37 common Sahara Neolithic (and 1 older Aterian) projectile points & tools",41.53,United States,Pre-historic,tool,,https://www.ebay.com/itm/37-common-Sahara-Neolithic-and-1-older-Aterian-projectile-points-tools/302944717006?hash=item4688e988ce%3Ag%3Aj98AAOSwJHRb3b4F&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 SUPERB POST BYZANTINE GILT MOUNT DECORATION APPLIQUE+++RED STONE+++",24.99,Norway,Byzantine,clothing ,stone metal ,https://www.ebay.com/itm/SUPERB-POST-BYZANTINE-GILT-MOUNT-DECORATION-APPLIQUE-RED-STONE/223310274667?hash=item33fe54606b%3Ag%3AEB8AAOSw4sNcLpPm&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 Islamic Pin",4.99,Bulgaria,Islamic,clothing ,,https://www.ebay.com/itm/Islamic-Pin/352552711745?hash=item5215c77641%3Ag%3AMXcAAOSwi1pbntAk&LH_Auction=1
2019-02-19 00:00:00,"Sold  Feb 19, 2019 ANCIENT ROMAN Iron FIRE STARTER FIRE STRIKER - LOT OF 2",11.9,Austria,Roman,tool household ,metal ,https://www.ebay.com/itm/ANCIENT-ROMAN-Iron-FIRE-STARTER-FIRE-STRIKER-LOT-OF-2/223386812321?hash=item3402e43fa1%3Ag%3A7-oAAOSw%7E7JcYwTF&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 VERY RARE LARGE PHOENICIAN GLASS FISH 300BC SUPER QUALITY (5)",37.08,Cyprus,Near east,jewellery ,glass ,https://www.ebay.com/itm/VERY-RARE-LARGE-PHOENICIAN-GLASS-FISH-300BC-SUPER-QUALITY-5/312418632821?hash=item48bd9a0475%3Ag%3AP5AAAOSwH1pcM2%7EZ&LH_Auction=1
2019-02-28 00:00:00,"Sold  Feb 28, 2019 DETECTOR FIND & POLISHED, 200-400 A.D ROMAN AE BRACELET WITH 100% REAL RUBIES.",46.26,United Kingdom,Roman,jewellery ,,https://www.ebay.com/itm/DETECTOR-FIND-POLISHED-200-400-A-D-ROMAN-AE-BRACELET-WITH-100-REAL-RUBIES/312494991748?hash=item48c2272984%3Ag%3Akf0AAOSwPb1cZcl5&LH_Auction=1
2019-03-01 00:00:00,"Sold  Mar 1, 2019 AUTHENTIC ANCIENT GREEK ERA BRONZE ARROW / SPEAR - J354",11.26,United Kingdom,Greek,weapon ,metal ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-GREEK-ERA-BRONZE-ARROW-SPEAR-J354/254135460364?hash=item3b2ba7620c%3Ag%3AJlAAAOSwRXJcb9eH&LH_Auction=1
2018-12-14 00:00:00,"Sold  Dec 14, 2018 VERY LARGE RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (5)",17.22,Cyprus,Near east,jewellery ,glass ,https://www.ebay.com/itm/VERY-LARGE-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-5/332932770302?hash=item4d8456e9fe%3Ag%3AFAIAAOSwcapcCqXi&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 AUTHENTIC MEDIEVAL VIKING BRONZE WARRIOR'S SWORD PENDANT - L962",55.62,United Kingdom,Viking,weapon jewellery ,metal ,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-BRONZE-WARRIORS-SWORD-PENDANT-L962/254033299370?hash=item3b259087aa%3Ag%3AODEAAOSwMpFcG3bn&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 AUTHENTIC MEDIEVAL VIKING BRONZE WARRIOR'S SWORD PENDANT - L961",41.05,United Kingdom,Viking,weapon jewellery ,metal ,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-BRONZE-WARRIORS-SWORD-PENDANT-L961/254033298650?hash=item3b259084da%3Ag%3AysQAAOSw9xJcG3az&LH_Auction=1
2019-02-10 00:00:00,"Sold  Feb 10, 2019  Roman Style Bronze Intaglio Signet Seal Ring",30.0,Norway,Roman,jewellery ,metal ,https://www.ebay.com/itm/Roman-Style-Bronze-Intaglio-Signet-Seal-Ring/323665529583?hash=item4b5bf80aef%3Ag%3AuQwAAOSw%7ED5cTe7h&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 Ancient Roman 10-1 BC Mosaic 3 different face multi color bead Very rare intact,",11.5,Bahrain,Roman,jewellery household ,,https://www.ebay.com/itm/Ancient-Roman-10-1-BC-Mosaic-3-different-face-multi-color-bead-Very-rare-intact/254043310368?hash=item3b26294920%3Ag%3ARF0AAOSwvERcJnrk&LH_Auction=1
2019-01-27 00:00:00,"Sold  Jan 27, 2019 STUNNING CIRCA 100-300AD ROMAN BRONZE LEGIONNAIRE MOUNT DEPICTION OF HORSE",19.87,United Kingdom,Roman,?,metal ,https://www.ebay.com/itm/STUNNING-CIRCA-100-300AD-ROMAN-BRONZE-LEGIONNAIRE-MOUNT-DEPICTION-OF-HORSE/223335524686?hash=item33ffd5a94e%3Ag%3AHJQAAOSw0%7EpcRL%7E9&LH_Auction=1
2018-12-04 00:00:00,"Sold  Dec 4, 2018 Antique Roman Old Unique Emperor Face Head Stone Amulet     # 6v",38.0,Thailand,Roman,jewellery ,stone ,https://www.ebay.com/itm/Antique-Roman-Old-Unique-Emperor-Face-Head-Stone-Amulet-6v/283282837893?hash=item41f4f91185%3Ag%3AKhsAAOSwVHpcADAO&LH_Auction=1
2019-02-15 00:00:00,"Sold  Feb 15, 2019 AUTHENTIC ANCIENT ROMAN ERA SILVER DENARIUS / DENARII COIN - J267",25.15,United Kingdom,Roman,coin,metal ,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-ROMAN-ERA-SILVER-DENARIUS-DENARII-COIN-J267/254114369019?hash=item3b2a658dfb%3Ag%3AjrwAAOSwpZNcXXT8&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 Ancient Roman Senatorial Legionary Silver ring Emperor CALIGULA (AD 37 -  AD 41)",56.0,Bulgaria,Roman,jewellery ,metal ,https://www.ebay.com/itm/Ancient-Roman-Senatorial-Legionary-Silver-ring-Emperor-CALIGULA-AD-37-AD-41/332968375744?hash=item4d867635c0%3Ag%3ANboAAOSwckVcHITW&LH_Auction=1
2019-01-28 00:00:00,"Sold  Jan 28, 2019 Circa 100-500 AD Bronze Gandhara male Head Ornament - INTACT",90.93,Cyprus,Indus,jewellery ,metal ,https://www.ebay.com/itm/Circa-100-500-AD-Bronze-Gandhara-male-Head-Ornament-INTACT/202572663949?hash=item2f2a458c8d%3Ag%3Ak7IAAOSwM5tcRhQg&LH_Auction=1
2019-02-07 00:00:00,"Sold  Feb 7, 2019 ANCIENT BYZANTINE BRONZE RING UNCLEANED AND AS FOUND",2.91,Norway,Byzantine,jewellery ,metal ,https://www.ebay.com/itm/ANCIENT-BYZANTINE-BRONZE-RING-UNCLEANED-AND-AS-FOUND/153357837156?hash=item23b4d6e364%3Ag%3A6eQAAOSwNqxcUYeW&LH_Auction=1
2019-01-09 00:00:00,"Sold  Jan 9, 2019  Unique Ancient Wonderful Roman Stone unique Drink Vessel Rhyton",78.88,,Roman,vessel,stone ,
2019-03-01 00:00:00,"Sold  Mar 1, 2019  Ancient Roman Iron Knife L=190x20mm 32gr",4.25,United Kingdom,Roman,weapon tool ,metal ,https://www.ebay.com/itm/Ancient-Roman-Iron-Knife-L-190x20mm-32gr/223414459455?hash=item34048a1c3f%3Ag%3AIlcAAOSwuAVccCqC&LH_Auction=1
2019-03-01 00:00:00,"Sold  Mar 1, 2019 MASSIVE NEAR EAST SILVER & GOLD.P DECORATED RING WITH GEM STONE CIRCA 1400 AD",69.54,Cyprus,Near east,jewellery ,stone metal ,https://www.ebay.com/itm/MASSIVE-NEAR-EAST-SILVER-GOLD-P-DECORATED-RING-WITH-GEM-STONE-CIRCA-1400-AD/202604222764?hash=item2f2c27192c%3Ag%3AfYAAAOSwHDdcbwC-&LH_Auction=1
2019-02-08 00:00:00,"Sold  Feb 8, 2019  MASSIVE PHOENICIAN BRONZE DECORATED RING WITH BIRDS AND COLORED GLASS STONE CIR",25.16,Cyprus,Near east,jewellery ,glass stone metal ,https://www.ebay.com/itm/MASSIVE-PHOENICIAN-BRONZE-DECORATED-RING-WITH-BIRDS-AND-COLORED-GLASS-STONE-CIR/392228678295?hash=item5b52a6aa97%3Ag%3AQK0AAOSw%7E5ZcVJL0&LH_Auction=1
2019-02-02 00:00:00,"Sold  Feb 2, 2019 ancient antique roman silver agate ring",132.4,,Roman,jewellery ,stone metal ,
2019-01-26 00:00:00,"Sold  Jan 26, 2019 Lot of 5 Roman and Celtic brooch",46.0,Norway,Celt,clothing ,,https://www.ebay.com/itm/Lot-of-5-Roman-and-Celtic-brooch/292922022245?hash=item4433835965%3Ag%3AHXAAAOSw6iZcP4OQ&LH_Auction=1
2019-01-23 00:00:00,"Sold  Jan 23, 2019 20 x Neolithic Arrowheads - Genuine Saharan Flint Artifacts - 4000BC (2903)",34.18,United Kingdom,Pre-historic,weapon tool ,,https://www.ebay.com/itm/20-x-Neolithic-Arrowheads-Genuine-Saharan-Flint-Artifacts-4000BC-2903/254064882606?hash=item3b277273ae%3Ag%3AIr8AAOSwC%7EBb41iu&LH_Auction=1
2018-12-08 00:00:00,"Sold  Dec 8, 2018 BEAUTIFUL ANCIENT EGYPTIAN HIEROGLYPHIC STONE TABLET 300 BC (1)",34.43,United Kingdom,Egyptian,text ,stone ,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-HIEROGLYPHIC-STONE-TABLET-300-BC-1/312352647740?hash=item48b9ab2a3c%3Ag%3AZ3oAAOSw5cZcBTXf&LH_Auction=1
2018-12-05 00:00:00,"Sold  Dec 5, 2018 Ancient Roman Flange Vessel 2nd AD",119.19,United Kingdom,Roman,vessel,,https://www.ebay.com/itm/Ancient-Roman-Flange-Vessel-2nd-AD/123527996150?hash=item1cc2d7a2f6%3Ag%3AOSEAAOSw6Pxb-tuh&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 Ancient Celtic ring with Rune Inguz.",7.0,Serbia,Celt,jewellery ,,https://www.ebay.com/itm/Ancient-Celtic-ring-with-Rune-Inguz/332941490399?hash=item4d84dbf8df%3Ag%3ANAgAAOSwV3dcD2sL&LH_Auction=1
2019-02-09 00:00:00,"Sold  Feb 9, 2019 BEAUTIFUL ANCIENT EGYPTIAN EYE OF HORUS AMULET 300 BC (2)",27.81,Canada,Egyptian,jewellery ,,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-EYE-OF-HORUS-AMULET-300-BC-2/312459963453?hash=item48c010ac3d%3Ag%3Aw6MAAOSwLDlcWGLJ&LH_Auction=1
