Date,Object,Price,Location,Category,Object Type,Link
2018-12-02 00:00:00,"Sold  Dec 2, 2018 GREEK BRONZE RING, BUST",28.77,Thailand,Greek,?,https://www.ebay.com/itm/GREEK-BRONZE-RING-BUST/202514996555?hash=item2f26d59d4b%3Ag%3AMDMAAOSwtgZb-wWQ&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 Roman Queen Old Beautiful Carved Face Unique Agate piece   # 6x",21.95,Thailand,Roman,?,https://www.ebay.com/itm/Roman-Queen-Old-Beautiful-Carved-Face-Unique-Agate-piece-6x/283285677888?hash=item41f5246740%3Ag%3ABvAAAOSwI7FcAtBe&LH_Auction=1
2018-11-06 00:00:00,"Sold  Nov 6, 2018 ** AQUILA-LEGIONARY EAGLE **Ancient Silver Legionary Roman Ring ** TOP **",51.0,United States,Roman,?,https://www.ebay.com/itm/AQUILA-LEGIONARY-EAGLE-Ancient-Silver-Legionary-Roman-Ring-TOP/253957645517?hash=item3b210e24cd%3Ag%3A9wQAAOSwWgdbsWXG&LH_Auction=1
2018-11-13 00:00:00,"Sold  Nov 13, 2018 2 Ancient Neolithic Clay Beads, Stone Age, VERY RARE !!  TOP !!",18.5,Germany,Pre-historic,?,https://www.ebay.com/itm/2-Ancient-Neolithic-Clay-Beads-Stone-Age-VERY-RARE-TOP/153251822547?hash=item23ae853bd3%3Ag%3AxB4AAOSwlJBb5E5X&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 20 x Neolithic Arrowheads - Genuine Saharan Flint Artifacts - 4000BC (2947)",16.13,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/20-x-Neolithic-Arrowheads-Genuine-Saharan-Flint-Artifacts-4000BC-2947/264070005941?hash=item3d7bcc84b5%3Ag%3AX70AAOSwSlpb5Fpc&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 VERY NICE- CIRCA 1500-332BC ANCIENT EGYPTIAN TAWERET GODESS OF CHILDBIRTH AMULET",67.11,United Kingdom,Egyptian,?,https://www.ebay.com/itm/VERY-NICE-CIRCA-1500-332BC-ANCIENT-EGYPTIAN-TAWERET-GODESS-OF-CHILDBIRTH-AMULET/223296174946?hash=item33fd7d3b62%3Ag%3AxXsAAOSwt0dcH8q2&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 ANCIENT VIKING SILVER RING ENGRAVED museum  ARTIFACT RARE EXTREMELY ANCIENT",1.99,Morocco,Viking,?,https://www.ebay.com/itm/ANCIENT-VIKING-SILVER-RING-ENGRAVED-museum-ARTIFACT-RARE-EXTREMELY-ANCIENT/254006511526?hash=item3b23f7c7a6%3Ag%3Adh0AAOSwA29b3hQo&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 SET OF 3 PHARAOH STONE PYRAMIDS Marble Alabaster King Khufu Menkaure PYRAMID OOP",19.95,United States,Egyptian,?,https://www.ebay.com/itm/SET-OF-3-PHARAOH-STONE-PYRAMIDS-Marble-Alabaster-King-Khufu-Menkaure-PYRAMID-OOP/123462118680?hash=item1cbeea6d18%3Ag%3A0MAAAOSwHORb2evu&LH_Auction=1
2018-12-03 00:00:00,"Sold  Dec 3, 2018 Ancient Roman Senatorial Legionary Silver ring Leg IV Flavia Felix AMAZING",55.0,Bulgaria,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Senatorial-Legionary-Silver-ring-Leg-IV-Flavia-Felix-AMAZING/132868375733?hash=item1eef9284b5%3Ag%3ActkAAOSw5wFb--Qj&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 ANCIENT ROMAN MILITARY LEGIONARY BRONZE RING - SOLDIERS 5.2gr 24mm (inner 22mm)",65.82,United Kingdom,Roman,?,https://www.ebay.com/itm/ANCIENT-ROMAN-MILITARY-LEGIONARY-BRONZE-RING-SOLDIERS-5-2gr-24mm-inner-22mm/312387410144?hash=item48bbbd98e0%3Ag%3AwaUAAOSwa1hcGhiN&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 **  DOLPHINS - MESSENGERS OF POSEIDON **Ancient Legionary Silver Greek Ring **AM",76.0,Serbia,Greek,?,https://www.ebay.com/itm/DOLPHINS-MESSENGERS-OF-POSEIDON-Ancient-Legionary-Silver-Greek-Ring-AM/302946161681?hash=item4688ff9411%3Ag%3A9-gAAOSwi-db34D8&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 ANCIENT ROMAN SILVER FINGER RING",28.39,,Roman,?,
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Sahara Neolithic Colorful Stemmed Point - Translucent - Authentic",18.49,United States,Pre-historic,?,https://www.ebay.com/itm/Sahara-Neolithic-Colorful-Stemmed-Point-Translucent-Authentic/264109555573?hash=item3d7e27ff75%3Ag%3AwFgAAOSwisxcKDsF&LH_Auction=1
2018-11-23 00:00:00,"Sold  Nov 23, 2018 فيروز الإيراني  Persian  Turquoise",38.0,,Near east,?,
2018-12-12 00:00:00,"Sold  Dec 12, 2018 Ancient Roman iron arrowhead",0.99,United Kingdom,Roman,?,https://www.ebay.com/itm/Ancient-Roman-iron-arrowhead/223268381701?hash=item33fbd52405%3Ag%3AG5IAAOSw5iRb5Tvr&LH_Auction=1
2018-10-23 00:00:00,"Sold  Oct 23, 2018 SCARCE-INTACT ROMAN MILITARY BRONZE SEAL RING LEG XIII CA 300 AD",87.76,,Roman,?,
2019-01-09 00:00:00,"Sold  Jan 9, 2019 Rare ancient near eastern cylinder seal , 300 bc",1.55,United Kingdom,Near east,?,https://www.ebay.com/itm/Rare-ancient-near-eastern-cylinder-seal-300-bc/264117930723?hash=item3d7ea7cae3%3Ag%3AWysAAOSw6CRcL01a&LH_Auction=1
2018-11-08 00:00:00,"Sold  Nov 8, 2018 AUTHENTIC LOT OF 9 ANCIENT ROMAN / MEDIEVAL BRONZE RINGS - WEARABLE - H154",54.21,United Kingdom,Roman,?,https://www.ebay.com/itm/AUTHENTIC-LOT-OF-9-ANCIENT-ROMAN-MEDIEVAL-BRONZE-RINGS-WEARABLE-H154/253949633687?hash=item3b2093e497%3Ag%3A22UAAOSwaDtb0eDZ&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 Byzantine Enkolpion Reliquary Cross",17.99,,Byzantine,?,
2018-11-23 00:00:00,"Sold  Nov 23, 2018 Stunning Unique Ancient Roman Two Silver ring Snake Senatorial Fine artifact",20.5,Bulgaria,Roman,?,https://www.ebay.com/itm/Stunning-Unique-Ancient-Roman-Two-Silver-ring-Snake-Senatorial-Fine-artifact/173644658603?hash=item286e0737ab%3Ag%3A614AAOSwnJtb7wTQ&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 ROMAN ANCIENT BRONZE APPLIQUE- 200-400 AD (2)",1.28,United Kingdom,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-BRONZE-APPLIQUE-200-400-AD-2/312277093265?hash=item48b52a4b91%3Ag%3AmDIAAOSw4c5bxbY0&LH_Auction=1
2018-12-19 00:00:00,"Sold  Dec 19, 2018 Beautiful Egyptian Glazed Ring With Scorpion Glyph",15.95,United Kingdom,Egyptian,?,https://www.ebay.com/itm/Beautiful-Egyptian-Glazed-Ring-With-Scorpion-Glyph/392192332805?hash=item5b507c1405%3Ag%3AqmIAAOSwhexcEXy8&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018 Greek Brass Seal Ring",9.5,Bulgaria,Greek,?,https://www.ebay.com/itm/Greek-Brass-Seal-Ring/352499517337?hash=item52129bc799%3Ag%3AeF8AAOSwyWxbzkS2&LH_Auction=1
2018-12-20 00:00:00,"Sold  Dec 20, 2018 AWESOME ! SAHARIAN Neolithic Terracotta POT - 200 mm diameter x 180 mm height",128.5,Mauritania,Pre-historic,?,https://www.ebay.com/itm/AWESOME-SAHARIAN-Neolithic-Terracotta-POT-200-mm-diameter-x-180-mm-height/302995519059?hash=item468bf0b653%3Ag%3A6T4AAOSwOcpcEqag&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 Lot  Of 5 ANCIENT EGYPTIAN ANTIQUE USHABTI CERAMIC  And Turquoise & Coral Rare",23.0,United States,Egyptian,?,https://www.ebay.com/itm/Lot-Of-5-ANCIENT-EGYPTIAN-ANTIQUE-USHABTI-CERAMIC-And-Turquoise-Coral-Rare/123529725546?hash=item1cc2f2066a%3Ag%3AJS4AAOSwiuxb7ZzE&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Stunning Unique Ancient Roman Silver ring Senatorial Legionary God Victoria",51.0,,Roman,?,
2018-11-29 00:00:00,"Sold  Nov 29, 2018 English Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar",21.49,India,Near east,?,https://www.ebay.com/itm/English-Arabic-Calendar-Astrolabe-Arabic-Globe-Navigation-Astrological-Calendar/264054446096?hash=item3d7adf1810%3Ag%3ASjkAAOSwus9bc9XO&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Stunning Rare Big Ancient Roman Silver ring Senatorial Legionary Hunting a Boar",49.99,Bulgaria,Roman,?,https://www.ebay.com/itm/Stunning-Rare-Big-Ancient-Roman-Silver-ring-Senatorial-Legionary-Hunting-a-Boar/183589234307?hash=item2abec56683%3Ag%3APRAAAOSw8R9cDCQP&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 RARE ANTIQUE COPPER INLAID SILVER HANDMADE ARABIC DALLAH ISLAMIC ART COFFEE POT",202.5,Egypt,Near east,?,https://www.ebay.com/itm/RARE-ANTIQUE-COPPER-INLAID-SILVER-HANDMADE-ARABIC-DALLAH-ISLAMIC-ART-COFFEE-POT/123530319246?hash=item1cc2fb158e%3Ag%3AT24AAOSwWAhcCaaF&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 ** VICTORIA & CHI-RHO  ** ancient SILVER Roman ring !!! MASSIVE!!!! 13,74g",98.0,Serbia,Roman,?,https://www.ebay.com/itm/VICTORIA-CHI-RHO-ancient-SILVER-Roman-ring-MASSIVE-13-74g/113492950775?hash=item1a6cb4fef7%3Ag%3Arl0AAOSw5wJcFsRc&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 ANCIENT PHOENICIAN SILVERED RING WITH FANTASTIC STONE 21.8gr 30mm (inner 20mm)",32.27,,Near east,?,
2018-11-13 00:00:00,"Sold  Nov 13, 2018 Beautiful Old Yamani Agate White Evil Eyes Protection Stone Gold Plated Ring #5A",22.5,United States,Near east,?,https://www.ebay.com/itm/Beautiful-Old-Yamani-Agate-White-Evil-Eyes-Protection-Stone-Gold-Plated-Ring-5A/223216037771?hash=item33f8b66f8b%3Ag%3A4ggAAOSwezRb3c1O&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018  Ancient Old Ring Bronze  viking rare type",10.99,Morocco,Viking,?,https://www.ebay.com/itm/Ancient-Old-Ring-Bronze-viking-rare-type/202478686557?hash=item2f24ab915d%3Ag%3Agy8AAOSwQwRbznuI&LH_Auction=1
2018-12-03 00:00:00,"Sold  Dec 3, 2018 Egyptian Turquoise Glazed Faience Ushabti Shabti",46.0,,Egyptian,?,
2018-11-30 00:00:00,"Sold  Nov 30, 2018 Lot of 4 Celtic Protomoney.Different diameter.Metal detector find.",1.25,United States,Celt,?,https://www.ebay.com/itm/Lot-of-4-Celtic-Protomoney-Different-diameter-Metal-detector-find/352528649962?hash=item5214584eea%3Ag%3AQ-IAAOSw8pFb-WKo&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 VERY BEAUTIFUL CIRCA 715-332BC ANCIENT EGYPTIAN HORUS GOD",43.96,United Kingdom,Egyptian,?,https://www.ebay.com/itm/VERY-BEAUTIFUL-CIRCA-715-332BC-ANCIENT-EGYPTIAN-HORUS-GOD/223277673884?hash=item33fc62ed9c%3Ag%3Ap6EAAOSwjNdcC7b4&LH_Auction=1
2018-12-13 00:00:00,"Sold  Dec 13, 2018 Antique Dallah Coffee Arab Gulf Islamic Pot Copper Hight 29 cm",365.0,Greece,Islamic,?,https://www.ebay.com/itm/Antique-Dallah-Coffee-Arab-Gulf-Islamic-Pot-Copper-Hight-29-cm/362506302312?hash=item54670f3368%3Ag%3AzL4AAOSwoZJcDrUF&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 LOT OF 3 ROMAN LEGIONARY BRONZE RINGS RARE",3.25,Bosnia and Herzegovina,Roman,?,https://www.ebay.com/itm/LOT-OF-3-ROMAN-LEGIONARY-BRONZE-RINGS-RARE/113373764323?hash=item1a659a5ae3%3Ag%3A8WkAAOSwYj9b7GsK&LH_Auction=1
2018-12-28 00:00:00,"Sold  Dec 28, 2018 Antique Vintage Rare  Bronze Roman Ring Beautiful",3.78,Bulgaria,Roman,?,https://www.ebay.com/itm/Antique-Vintage-Rare-Bronze-Roman-Ring-Beautiful/132895680164?hash=item1ef13326a4%3Ag%3AFREAAOSw0xtcHUkh&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 LOW OUTBID !! EXTREMELY Ancient VIKING BRONZE RING museum quality ARTIFACT",0.01,,Viking,?,
2018-12-07 00:00:00,"Sold  Dec 7, 2018 AUTHENTIC ANCIENT GANDHARA DECORATED SCHIST STONE ATTENDANTS HEAD - L794",55.5,United Kingdom,Indus,?,https://www.ebay.com/itm/AUTHENTIC-ANCIENT-GANDHARA-DECORATED-SCHIST-STONE-ATTENDANTS-HEAD-L794/253995642245?hash=item3b2351ed85%3Ag%3Akh4AAOSwSzpb-Aat&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 RARE BEAUTIFUL PHOENICIAN DECORATIVE FINGER RING 300BC (1)",13.98,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-BEAUTIFUL-PHOENICIAN-DECORATIVE-FINGER-RING-300BC-1/312408720782?hash=item48bd02c58e%3Ag%3A2oQAAOSwNphcKhwN&LH_Auction=1
2019-01-03 00:00:00,"Sold  Jan 3, 2019 ancient Egyptian Wooden Boat (old Kingdom)",67.11,United Kingdom,Egyptian,?,https://www.ebay.com/itm/ancient-Egyptian-Wooden-Boat-old-Kingdom/173710184403?hash=item2871ef0fd3%3Ag%3A92EAAOSwAzxb%7E8tV&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019  ""INDIAN ARTIFACTS THE BEST OF THE MIDWEST"" (2004) FROM THE DAVID STILP LIBRARY",56.0,United States,America,?,https://www.ebay.com/itm/INDIAN-ARTIFACTS-THE-BEST-OF-THE-MIDWEST-2004-FROM-THE-DAVID-STILP-LIBRARY/392193545747?hash=item5b508e9613%3Ag%3A%7En8AAOSwgbdcE78T&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 Rare ancient near eastern lapis lazoo Seal 300 bc",13.55,United Kingdom,Near east,?,https://www.ebay.com/itm/Rare-ancient-near-eastern-lapis-lazoo-Seal-300-bc/264116576089?hash=item3d7e931f59%3Ag%3AaTYAAOSw3BJcLixD&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 extremely ancient old ring silver legionary roman ring bronze rare type",12.99,Morocco,Roman,?,https://www.ebay.com/itm/extremely-ancient-old-ring-silver-legionary-roman-ring-bronze-rare-type/254006460497?hash=item3b23f70051%3Ag%3AxG8AAOSwy%7EJbymoz&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Extreme ancient ring Rare bronze solid roman legionary artifact antique amazing",0.99,Morocco,Roman,?,https://www.ebay.com/itm/Extreme-ancient-ring-Rare-bronze-solid-roman-legionary-artifact-antique-amazing/254046047080?hash=item3b26530b68%3Ag%3AB2gAAOSw87JcIWF3&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 AMAZING LATE ROMAN  BILLON RING w/ HEART SHAPED BEZEL+++",9.99,Norway,Roman,?,https://www.ebay.com/itm/AMAZING-LATE-ROMAN-BILLON-RING-w-HEART-SHAPED-BEZEL/223253149391?hash=item33faecb6cf%3Ag%3A5gwAAOSwM9xbeK2P&LH_Auction=1
2018-12-27 00:00:00,"Sold  Dec 27, 2018 ** VERY FINE ** Ancient Roman bronze  ** GAMBLERS **  Ring",15.5,Thailand,Roman,?,https://www.ebay.com/itm/VERY-FINE-Ancient-Roman-bronze-GAMBLERS-Ring/113472826177?hash=item1a6b81eb41%3Ag%3AQrMAAOSw1IVb8eA2&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 VERY RARE ANCIENT NEAR EASTERN SEAL 300 BC (5)",8.39,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-SEAL-300-BC-5/312418642763?hash=item48bd9a2b4b%3Ag%3A3rgAAOSwsO5cM3If&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 EXTREMELY Ancient VIKING SILVER RING museum quality ARTIFACT VERY AMAZING",8.0,Morocco,Viking,?,https://www.ebay.com/itm/EXTREMELY-Ancient-VIKING-SILVER-RING-museum-quality-ARTIFACT-VERY-AMAZING/253930587552?hash=item3b1f7145a0%3Ag%3An50AAOSwdrhbwKkj&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 RUSSIAN MEDIEVAL ANCIENT ARTIFACT SILVER CROSS",9.94,Morocco,Russian,?,https://www.ebay.com/itm/RUSSIAN-MEDIEVAL-ANCIENT-ARTIFACT-SILVER-CROSS/173621600609?hash=item286ca76161%3Ag%3AY-YAAOSwXItb3b8j&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 CIRCA 664-332BC ANCIENT EGYPTIAN GLAZED FAIENCE USHABTI SHABTI",49.04,United Kingdom,Egyptian,?,https://www.ebay.com/itm/CIRCA-664-332BC-ANCIENT-EGYPTIAN-GLAZED-FAIENCE-USHABTI-SHABTI/153314062182?hash=item23b23aef66%3Ag%3A8WwAAOSw%7EVBcHs6B&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 High karat solid  Gold Ring Ancient Roman King Face Seal Agate stone  # 6x",266.0,Thailand,Roman,?,https://www.ebay.com/itm/High-karat-solid-Gold-Ring-Ancient-Roman-King-Face-Seal-Agate-stone-6x/273589298402?hash=item3fb33164e2%3Ag%3AZSwAAOSwGUpcAtUX&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018  "" DRAGON ""    ANCIENT BRONZE ROMAN  RING!!!",9.5,,Roman,?,
2018-11-23 00:00:00,"Sold  Nov 23, 2018 Stunning Rare Big Ancient Roman Silver ring Senatorial Legionary Goat Tree",26.0,,Roman,?,
2018-11-04 00:00:00,"Sold  Nov 4, 2018 4 Ancient Roman Glass Beads, Romans VERY RARE!  TOP!",0.99,Bulgaria,Roman,?,https://www.ebay.com/itm/4-Ancient-Roman-Glass-Beads-Romans-VERY-RARE-TOP/142994935285?hash=item214b298df5%3Ag%3AgEgAAOSwsD1b2HKr&LH_Auction=1
2018-12-20 00:00:00,"Sold  Dec 20, 2018 Roman ancient Ring",71.0,,Roman,?,
2018-10-27 00:00:00,"Sold  Oct 27, 2018 5 Ancient Roman Gold Gilded Beads European Authentic Antiquity Artifact Greek",8.0,United States,Greek,?,https://www.ebay.com/itm/5-Ancient-Roman-Gold-Gilded-Beads-European-Authentic-Antiquity-Artifact-Greek/273524565801?hash=item3faf55a729%3Ag%3AT4YAAOSwSDxbvUCd&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 2826	Ancient Roman bronze key-ring, 17 mm",25.81,United Kingdom,Roman,?,https://www.ebay.com/itm/2826-Ancient-Roman-bronze-key-ring-17-mm/173638872716?hash=item286daeee8c%3Ag%3ArscAAOSwBfhb6vuO&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 ULTRA RARE STONE AGE ANCIENT NEOLITHIC ANTHROMORPHIC VINCA BUST, 4500BC (5)",23.23,United Kingdom,Pre-historic,?,https://www.ebay.com/itm/ULTRA-RARE-STONE-AGE-ANCIENT-NEOLITHIC-ANTHROMORPHIC-VINCA-BUST-4500BC-5/312287157308?hash=item48b5c3dc3c%3Ag%3AGIoAAOSwNphb2HaY&LH_Auction=1
2018-11-02 00:00:00,"Sold  Nov 2, 2018 METAL DETECTING FINDS - QUALITY COLLECTION OF ROMAN/MEDIEVEL/TUDOR & OTHER",21.93,,Roman,?,
2018-12-18 00:00:00,"Sold  Dec 18, 2018 2 Ancient Roman Rock Crystal Beads, Romans VERY RARE!  TOP!",3.35,United States,Roman,?,https://www.ebay.com/itm/2-Ancient-Roman-Rock-Crystal-Beads-Romans-VERY-RARE-TOP/143050408937?hash=item214e7803e9%3Ag%3ARIkAAOSwX4VcEms1&LH_Auction=1
2018-11-16 00:00:00,"Sold  Nov 16, 2018 Rare Antique Egyptian Stone of Ancient Cat BASTET (Bes) Figure..Cat Goddess",65.0,Canada,Egyptian,?,https://www.ebay.com/itm/Rare-Antique-Egyptian-Stone-of-Ancient-Cat-BASTET-Bes-Figure-Cat-Goddess/163363369102?hash=item260937308e%3Ag%3ARFgAAOSwy3FbmvTd&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 Viking period bronze ring",15.0,Morocco,Viking,?,https://www.ebay.com/itm/Viking-period-bronze-ring/113317522035?hash=item1a62402a73%3Ag%3AavYAAOSwCnVbuzVW&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 AMAZING ROMAN BRONZE ARCHAIC DECORATED ARCHERS RING - RARE - WEARABLE ARTEFACT",30.97,United Kingdom,Roman,?,https://www.ebay.com/itm/AMAZING-ROMAN-BRONZE-ARCHAIC-DECORATED-ARCHERS-RING-RARE-WEARABLE-ARTEFACT/153328698649?hash=item23b31a4519%3Ag%3ArQoAAOSwJ3RcM67C&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Viking Twisted bronze finger ring GREAT CONDITION",15.0,,Viking,?,
2018-12-15 00:00:00,"Sold  Dec 15, 2018 VERY RARE ANCIENT NEAR EASTERN CYLINDER SEAL 300 BC 17.6gr 31.1mm",34.65,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-CYLINDER-SEAL-300-BC-17-6gr-31-1mm/264061029195?hash=item3d7b438b4b%3Ag%3ApWcAAOSw5qJb%7EEEi&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 Unique Stunning Rare Big Ancient Roman Silver ring Senatorial Legionary Bee",29.99,Bulgaria,Roman,?,https://www.ebay.com/itm/Unique-Stunning-Rare-Big-Ancient-Roman-Silver-ring-Senatorial-Legionary-Bee/183600880904?hash=item2abf771d08%3Ag%3AjjUAAOSwZtRcH6mR&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 RARE NEAR EASTERN SEAL 300 BC (1)",3.65,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-NEAR-EASTERN-SEAL-300-BC-1/332845672206?hash=item4d7f25e70e%3Ag%3AjkUAAOSw0RlbyZ6w&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ** VENUS ** Ancient Silver EROTIC Roman Ring **AMAZING **",51.0,Serbia,Roman,?,https://www.ebay.com/itm/VENUS-Ancient-Silver-EROTIC-Roman-Ring-AMAZING/302981511412?hash=item468b1af8f4%3Ag%3A17QAAOSwDX5b8fmm&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 g. MOJAVE DESERT LAKE MANIX PALEOLITHIC  STONE NEOLITHIC HANDAXE ARTIFACT",37.5,,Pre-historic,?,
2018-12-08 00:00:00,"Sold  Dec 8, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (3)",1.28,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-3/312352664009?hash=item48b9ab69c9%3Ag%3AhN8AAOSwaPpcBTk5&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 10 Ancient Neolithic Quartz Beads, Stone Age, VERY RARE !!  TOP !!",13.5,Germany,Pre-historic,?,https://www.ebay.com/itm/10-Ancient-Neolithic-Quartz-Beads-Stone-Age-VERY-RARE-TOP/143066426863?hash=item214f6c6def%3Ag%3AY6oAAOSwP8dcI6rQ&LH_Auction=1
2018-11-28 00:00:00,"Sold  Nov 28, 2018 4 Ancient Neolithic Rock Crystal Beads, Stone Age, VERY RARE !!",13.0,Germany,Pre-historic,?,https://www.ebay.com/itm/4-Ancient-Neolithic-Rock-Crystal-Beads-Stone-Age-VERY-RARE/143024779191?hash=item214cf0efb7%3Ag%3AWGUAAOSwl7db9%7EHQ&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 VERY RARE, GENUINE ROMAN PERIOD SMALL TERRACOTTA POT+++",24.99,Norway,Roman,?,https://www.ebay.com/itm/VERY-RARE-GENUINE-ROMAN-PERIOD-SMALL-TERRACOTTA-POT/323512537248?hash=item4b52d990a0%3Ag%3AumAAAOSwAvpbxQ5P&LH_Auction=1
2018-12-26 00:00:00,"Sold  Dec 26, 2018 Antique Post Medieval Ring European Roman Blue Cabochon Stone Artifact Middle",13.95,United States,Roman,?,https://www.ebay.com/itm/Antique-Post-Medieval-Ring-European-Roman-Blue-Cabochon-Stone-Artifact-Middle/273618727166?hash=item3fb4f270fe%3Ag%3AljcAAOSw%7EbhcAwss&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 Stunning Unique Ancient Roman Two Silver ring Snake Senatorial Fine artifact",42.0,Bulgaria,Roman,?,https://www.ebay.com/itm/Stunning-Unique-Ancient-Roman-Two-Silver-ring-Snake-Senatorial-Fine-artifact/183487704374?hash=item2ab8b82d36%3Ag%3AxNsAAOSwKZ5bqQel&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 ANCIENT ROMAN FINGER RING WITH A STONE 002",25.81,Bulgaria,Roman,?,https://www.ebay.com/itm/ANCIENT-ROMAN-FINGER-RING-WITH-A-STONE-002/264080914842?hash=item3d7c72f99a%3Ag%3A-UIAAOSwZKJcDVex&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 ** REMARKABLE ** Ancient Byzantine Bronze ring  ** MONOGRAM -THEODOSIUS **",5.5,Greece,Byzantine,?,https://www.ebay.com/itm/REMARKABLE-Ancient-Byzantine-Bronze-ring-MONOGRAM-THEODOSIUS/113408667036?hash=item1a67aeed9c%3Ag%3A-MgAAOSwoZlb%7E06o&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 ANTIQUE Fragment PART Metal VIKING Kievan RUS' Old Europe 10-12th UKRAINE",0.99,Ukraine,Viking,?,https://www.ebay.com/itm/ANTIQUE-Fragment-PART-Metal-VIKING-Kievan-RUS-Old-Europe-10-12th-UKRAINE/292825608389?hash=item442dc430c5%3Ag%3A7TEAAOSw%7Ebhb9CbM&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 RARE NEAR EASTERN SEAL 300 BC (1)",23.23,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-NEAR-EASTERN-SEAL-300-BC-1/312286842043?hash=item48b5bf0cbb%3Ag%3AgMEAAOSwVBVbzx0Q&LH_Auction=1
