Date,Object,Price,Location,Category,Object Type,Link
2018-11-12 00:00:00,"Sold  Nov 12, 2018  Lovely Ancient Rare Roman Silver  beautiful ring",9.99,,Roman,?,
2018-12-26 00:00:00,"Sold  Dec 26, 2018 10 Ancient Roman Light Blue Small Glass Beads Artifact Old! Estimated 100-800 AD",16.5,United States,Roman,?,https://www.ebay.com/itm/10-Ancient-Roman-Light-Blue-Small-Glass-Beads-Artifact-Old-Estimated-100-800-AD/273618702506?hash=item3fb4f210aa%3Ag%3AcI8AAOSwUWtcAu%7E9&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 ROMAN ANCIENT ARTIFACT BRONZE LEGIONARY RING WITH SPQR",112.28,Bulgaria,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-BRONZE-LEGIONARY-RING-WITH-SPQR/173612481850?hash=item286c1c3d3a%3Ag%3AH6oAAOSwVFJb1f1b&LH_Auction=1
2018-11-06 00:00:00,"Sold  Nov 6, 2018 Roman Dice",9.0,Bosnia and Herzegovina,Roman,?,https://www.ebay.com/itm/Roman-Dice/352506012089?hash=item5212fee1b9%3Ag%3A8YAAAOSwcXpb0BCi&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 VERY RARE ANCIENT NEAR EASTERN SEAL 300 BC (4)",10.38,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-SEAL-300-BC-4/312418635956?hash=item48bd9a10b4%3Ag%3AQ6sAAOSwNphcM3By&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 EXTREMELY RARE ROMAN GLASS PIPE PART CIRCA 100 AD",17.42,,Roman,?,
2018-11-21 00:00:00,"Sold  Nov 21, 2018 ancient Egyptian Wooden Boat (old Kingdom)",61.95,United Kingdom,Egyptian,?,https://www.ebay.com/itm/ancient-Egyptian-Wooden-Boat-old-Kingdom/173641618317?hash=item286dd8d38d%3Ag%3AjBMAAOSw%7Ebhb7NB6&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 RARE ANCIENT NEAR EASTERN LAPIS LAZULI SEAL 300 BC (2)",36.14,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-ANCIENT-NEAR-EASTERN-LAPIS-LAZULI-SEAL-300-BC-2/312338943014?hash=item48b8da0c26%3Ag%3AXRoAAOSw3T5b%7EDp0&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 ROMAN TERRACOTTA POT, RARE ANCIENT ARTIFACT (1)",49.04,Hong Kong,Roman,?,https://www.ebay.com/itm/ROMAN-TERRACOTTA-POT-RARE-ANCIENT-ARTIFACT-1/312383986404?hash=item48bb895ae4%3Ag%3A%7EIAAAOSwysFcF-WR&LH_Auction=1
2018-12-14 00:00:00,"Sold  Dec 14, 2018 Rare Unique Solid Antique Roman Ancient Egyptian Bronze Oil Lamp, 2nd Century AD",60.0,Canada,Egyptian,?,https://www.ebay.com/itm/Rare-Unique-Solid-Antique-Roman-Ancient-Egyptian-Bronze-Oil-Lamp-2nd-Century-AD/163407290678?hash=item260bd56136%3Ag%3ABJwAAOSwfMlcAbaX&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 ANCIENT CANAANITE  STONE CYLINDER SEAL",43.0,France,Near east,?,https://www.ebay.com/itm/ANCIENT-CANAANITE-STONE-CYLINDER-SEAL/283216826139?hash=item41f109cf1b%3Ag%3AvqEAAOSwlJBbyGTu&LH_Auction=1
2018-10-31 00:00:00,"Sold  Oct 31, 2018 Late Roman bronze fibula",9.51,Bosnia and Herzegovina,Roman,?,https://www.ebay.com/itm/Late-Roman-bronze-fibula/312278668396?hash=item48b542546c%3Ag%3AskEAAOSw22lb0FKq&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 EXTREMELY Ancient VIKING SILVER Ring museum quality artifact VERY Stunning RARE",8.0,Morocco,Viking,?,https://www.ebay.com/itm/EXTREMELY-Ancient-VIKING-SILVER-Ring-museum-quality-artifact-VERY-Stunning-RARE/254037825834?hash=item3b25d5992a%3Ag%3AYewAAOSw2pBcIBiY&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 MUSEUM QUALITY CRUSADERS ERA BRONZE SEAL RING CIRCA 1100-1300 AD",21.5,United Kingdom,Near east,?,https://www.ebay.com/itm/MUSEUM-QUALITY-CRUSADERS-ERA-BRONZE-SEAL-RING-CIRCA-1100-1300-AD/392185802039?hash=item5b50186d37%3Ag%3AHhcAAOSwPrtcBWZe&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 ** MASSIVE  17,65g ** LEGIONARY ancient SILVER  Roman ring !",68.0,Cyprus,Roman,?,https://www.ebay.com/itm/MASSIVE-17-65g-LEGIONARY-ancient-SILVER-Roman-ring/123584770626?hash=item1cc639f242%3Ag%3AMfYAAOSwCXxcM9EA&LH_Auction=1
2018-11-16 00:00:00,"Sold  Nov 16, 2018 4 Ancient Neolithic Quartz, Stone Beads, Stone Age, VERY RARE !!",12.56,Germany,Pre-historic,?,https://www.ebay.com/itm/4-Ancient-Neolithic-Quartz-Stone-Beads-Stone-Age-VERY-RARE/143009594035?hash=item214c093ab3%3Ag%3AazQAAOSwH0Vb6E0R&LH_Auction=1
2018-10-31 00:00:00,"Sold  Oct 31, 2018  ROMAN BRONZE  RING,III-IV century AD",12.89,Morocco,Roman,?,https://www.ebay.com/itm/ROMAN-BRONZE-RING-III-IV-century-AD/132828354868?hash=item1eed2fd934%3Ag%3A7WMAAOSwu%7E5bzG6T&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 VERY RARE ANCIENT NEAR EASTERN SEAL 300 BC (3)",7.1,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-ANCIENT-NEAR-EASTERN-SEAL-300-BC-3/312383621536?hash=item48bb83c9a0%3Ag%3A00UAAOSwtHhcF7lI&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 AN INCREDIBLE, RARE ANCIENT EGYPTIAN MUMMIFIED FALCON, 6TH-1ST CENTURY BC",1471.28,United States,Egyptian,?,https://www.ebay.com/itm/AN-INCREDIBLE-RARE-ANCIENT-EGYPTIAN-MUMMIFIED-FALCON-6TH-1ST-CENTURY-BC/283252394731?hash=item41f3288aeb%3Ag%3AEIwAAOSwB9Fb5avq&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (6)",5.42,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-6/332904007821?hash=item4d82a0088d%3Ag%3A95UAAOSwO8pb-x0s&LH_Auction=1
2018-12-08 00:00:00,"Sold  Dec 8, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (10)",38.72,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-10/312352898165?hash=item48b9aefc75%3Ag%3Aq7UAAOSwpFtcBXM0&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 Roman Old Carnelian Evil Eye Protector stone Silver Ring    #6Y",30.5,Thailand,Roman,?,https://www.ebay.com/itm/Roman-Old-Carnelian-Evil-Eye-Protector-stone-Silver-Ring-6Y/283287140377?hash=item41f53ab819%3Ag%3AeqwAAOSwz05cBC4D&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 Roman old Unique 2 animal Agate stone lovely Beads    #6R",14.5,Thailand,Roman,?,https://www.ebay.com/itm/Roman-old-Unique-2-animal-Agate-stone-lovely-Beads-6R/283277115897?hash=item41f4a1c1f9%3Ag%3AMuAAAOSwDAdb-vn0&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 RARE ANCIENT GANDHARA BRONZE BIRD NICE QUALITY (1)",10.97,United Kingdom,Indus,?,https://www.ebay.com/itm/RARE-ANCIENT-GANDHARA-BRONZE-BIRD-NICE-QUALITY-1/312408728481?hash=item48bd02e3a1%3Ag%3AVjEAAOSwPYRcKh8b&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (2) LARGE 17 CM TALL !!",49.04,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-2-LARGE-17-CM-TALL/312366661498?hash=item48ba80ff7a%3Ag%3AKiQAAOSwUpFcDpqb&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 PAIR OF TWO LATE BYZANTINE SILVER GILT MOUNTS DECORATION APPLIQUES +++",59.99,Norway,Byzantine,?,https://www.ebay.com/itm/PAIR-OF-TWO-LATE-BYZANTINE-SILVER-GILT-MOUNTS-DECORATION-APPLIQUES/223310275857?hash=item33fe546511%3Ag%3AtRQAAOSwvNVcHB1T&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 FANTASTIC VERY RARE ANCIENT EGYPTIAN STONE CAT FIGURE.20,9 GR.37 MM",18.07,United Kingdom,Egyptian,?,https://www.ebay.com/itm/FANTASTIC-VERY-RARE-ANCIENT-EGYPTIAN-STONE-CAT-FIGURE-20-9-GR-37-MM/253992528481?hash=item3b23226a61%3Ag%3AvdYAAOSwkHFb9QPo&LH_Auction=1
2018-12-24 00:00:00,"Sold  Dec 24, 2018 Old Roman Agate Face intaglio Stone 22k karat Gold Lovely Ring 8.96 grams   #7P",405.0,Thailand,Roman,?,https://www.ebay.com/itm/Old-Roman-Agate-Face-intaglio-Stone-22k-karat-Gold-Lovely-Ring-8-96-grams-7P/273618158652?hash=item3fb4e9c43c%3Ag%3A6K0AAOSwjlVcGpho&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 SHABTISHOP - GENUINE Ancient Egyptian Ushabti, Ptolemaic Period (332-30BC)",16.13,United Kingdom,Egyptian,?,https://www.ebay.com/itm/SHABTISHOP-GENUINE-Ancient-Egyptian-Ushabti-Ptolemaic-Period-332-30BC/202502074460?hash=item2f2610705c%3Ag%3AQQgAAOSwZltb6%7EqL&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 ** MUTUNUS TUTUNUS **Ancient Silver Legionary Roman Republic Ring **AMAZING **",63.0,Serbia,Roman,?,https://www.ebay.com/itm/MUTUNUS-TUTUNUS-Ancient-Silver-Legionary-Roman-Republic-Ring-AMAZING/264091328940?hash=item3d7d11e1ac%3Ag%3ADC4AAOSwjTtcFvVb&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 Ancient Egyptian Style Satue Of Two Seated Rulers",8.39,United Kingdom,Egyptian,?,https://www.ebay.com/itm/Ancient-Egyptian-Style-Satue-Of-Two-Seated-Rulers/392185894774?hash=item5b5019d776%3Ag%3AghUAAOSwsqdb6dEk&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 Renaissance Gold Ring with red stone and enamel 16th C. !!!!",3300.0,United States,Renaissance,?,https://www.ebay.com/itm/Renaissance-Gold-Ring-with-red-stone-and-enamel-16th-C/292774283966?hash=item442ab50abe%3Ag%3AuVQAAOSw0i5bxg1z&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 23rd-28th Nov 2018 GREEK ANTIQUITIES SALE: catalogues [3]",1.28,United Kingdom,Greek,?,https://www.ebay.com/itm/23rd-28th-Nov-2018-GREEK-ANTIQUITIES-SALE-catalogues-3/362488659595?hash=item546601fe8b%3Ag%3A348AAOSwQuZb7CPi&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ** PEGASUS ** Ancient Bronze Legionary Greek Roman Ring **AMAZING **",61.0,Paracin,Greek,?,https://www.ebay.com/itm/PEGASUS-Ancient-Bronze-Legionary-Greek-Roman-Ring-AMAZING/254012452870?hash=item3b24527006%3Ag%3A4KUAAOSwAQVcByLO&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 ROMAN BRONZE FIBULA",0.99,United Kingdom,Roman,?,https://www.ebay.com/itm/ROMAN-BRONZE-FIBULA/323568395187?hash=item4b562de3b3%3Ag%3Akw4AAOSwIJFb-uMA&LH_Auction=1
2018-12-03 00:00:00,"Sold  Dec 3, 2018  LOT OF 5 VERY RARE PHOENICIAN GLASS BEAD COLORED BIRD CIRCA 500-300 BC",27.14,Cyprus,Near east,?,https://www.ebay.com/itm/LOT-OF-5-VERY-RARE-PHOENICIAN-GLASS-BEAD-COLORED-BIRD-CIRCA-500-300-BC/202515940542?hash=item2f26e404be%3Ag%3A4sYAAOSwyApb%7EC7G&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018  ROMAN Bronze RING from NORTH EUROPE",9.97,,Roman,?,
2018-10-22 00:00:00,"Sold  Oct 22, 2018 19. Roman Egzagia",10.97,United Kingdom,Roman,?,https://www.ebay.com/itm/19-Roman-Egzagia/323504167833?hash=item4b5259db99%3Ag%3Ag4cAAOSw7fxbx26X&LH_Auction=1
2018-12-31 00:00:00,"Sold  Dec 31, 2018 Roman Agate king stone face intaglio Brass Wonderful  Old Ring",16.13,Thailand,Roman,?,https://www.ebay.com/itm/Roman-Agate-king-stone-face-intaglio-Brass-Wonderful-Old-Ring/123561181681?hash=item1cc4d201f1%3Ag%3A4zMAAOSwjlVcIQf4&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 ROMAN GLADIATOR SILVER RING RAM",99.38,United States,Roman,?,https://www.ebay.com/itm/ROMAN-GLADIATOR-SILVER-RING-RAM/223207265318?hash=item33f8309426%3Ag%3A9-UAAOSwCMVb1Xgw&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 BEAUTIFUL ANCIENT EGYPTIAN PHAROAH BUST, Circa 664 - 332 BC LARGE 16 Cm 2kg !!!!",72.27,United Kingdom,Egyptian,?,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-PHAROAH-BUST-Circa-664-332-BC-LARGE-16-Cm-2kg/332845743438?hash=item4d7f26fd4e%3Ag%3AReIAAOSwX0dbya6-&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 3255	Ancient Roman bronze interesting applique / mount / attachable.",28.39,United Kingdom,Roman,?,https://www.ebay.com/itm/3255-Ancient-Roman-bronze-interesting-applique-mount-attachable/173638898862?hash=item286daf54ae%3Ag%3AJ64AAOSwa3lb6v%7E0&LH_Auction=1
2018-11-27 00:00:00,"Sold  Nov 27, 2018 EXTREMELY RARE ROMAN PERIOD COMPACT Lead & Bronze PLUMB BOB+++",48.0,Norway,Roman,?,https://www.ebay.com/itm/EXTREMELY-RARE-ROMAN-PERIOD-COMPACT-Lead-Bronze-PLUMB-BOB/323561201073?hash=item4b55c01db1%3Ag%3ALL8AAOSwHORb9I1R&LH_Auction=1
2018-10-26 00:00:00,"Sold  Oct 26, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (11)",3.48,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-11/332846077928?hash=item4d7f2c17e8%3Ag%3AaU8AAOSwAE9byfQb&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 An ancient bronze writer wrote  Kievan Rus Vikings 11-13 AD № 354/4.",12.99,,Viking,?,
2018-12-29 00:00:00,"Sold  Dec 29, 2018 RARE BEAUTIFUL PHOENICIAN DECORATIVE FINGER RING 300BC (3)",16.13,United Kingdom,Near east,?,https://www.ebay.com/itm/RARE-BEAUTIFUL-PHOENICIAN-DECORATIVE-FINGER-RING-300BC-3/312394506768?hash=item48bc29e210%3Ag%3ALocAAOSwZ2FcHl9a&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 EXTREMELY RARE Ancient RING VIKING BRONZE WEDDING RING artifact VERY Stunning",36.87,Morocco,Viking,?,https://www.ebay.com/itm/EXTREMELY-RARE-Ancient-RING-VIKING-BRONZE-WEDDING-RING-artifact-VERY-Stunning/254045649766?hash=item3b264cfb66%3Ag%3ALIMAAOSwTxJcKK1W&LH_Auction=1
2018-12-13 00:00:00,"Sold  Dec 13, 2018 GENUINE ANCIENT ROMAN  'MAGIC EYE' RING--DETECTOR FIND",27.1,United Kingdom,Roman,?,https://www.ebay.com/itm/GENUINE-ANCIENT-ROMAN-MAGIC-EYE-RING-DETECTOR-FIND/352537563307?hash=item5214e050ab%3Ag%3AE4YAAOSwDlRcCZP9&LH_Auction=1
2018-11-28 00:00:00,"Sold  Nov 28, 2018 Very fine Genuine Roman bronze tweezers",2.26,United Kingdom,Roman,?,https://www.ebay.com/itm/Very-fine-Genuine-Roman-bronze-tweezers/312331106262?hash=item48b86277d6%3Ag%3AKAEAAOSwhhlb9VCe&LH_Auction=1
2018-12-24 00:00:00,"Sold  Dec 24, 2018 Magnificent Ancient VIKING SILVER RING 9-10 AD century artifact VERY Stunning",4.25,Morocco,Viking,?,https://www.ebay.com/itm/Magnificent-Ancient-VIKING-SILVER-RING-9-10-AD-century-artifact-VERY-Stunning/192758328703?hash=item2ce14aad7f%3Ag%3AgVAAAOSwzwVcE-dP&LH_Auction=1
2018-11-04 00:00:00,"Sold  Nov 4, 2018 VERY RARE PHOENICIAN GLASS BIRD BEAD 300BC SUPER QUALITY (1)",2.21,Cyprus,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-GLASS-BIRD-BEAD-300BC-SUPER-QUALITY-1/312286859001?hash=item48b5bf4ef9%3Ag%3AlJQAAOSw7AFb2DNa&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 VERY RARE PHOENICIAN FACE BEAD 300BC SUPER QUALITY (LARGE SIZE) (3)",9.29,United Kingdom,Near east,?,https://www.ebay.com/itm/VERY-RARE-PHOENICIAN-FACE-BEAD-300BC-SUPER-QUALITY-LARGE-SIZE-3/312418804826?hash=item48bd9ca45a%3Ag%3Au5QAAOSwSudcM4WE&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 BEAUTIFUL ANCIENT EGYPTIAN  RING 300 BC (7)",25.81,United Kingdom,Egyptian,?,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-RING-300-BC-7/312339036974?hash=item48b8db7b2e%3Ag%3AqHEAAOSwADxb%7EE4d&LH_Auction=1
2018-12-18 00:00:00,"Sold  Dec 18, 2018 Ancient Roman Senatorial SILVER ring Snake amazing museum quality",41.0,,Roman,?,
2018-10-21 00:00:00,"Sold  Oct 21, 2018 Beautiful Soild Silver Ring With Very Rare And & Yamani Yellow Agate Stone #YSR7",20.5,Thailand,Near east,?,https://www.ebay.com/itm/Beautiful-Soild-Silver-Ring-With-Very-Rare-And-Yamani-Yellow-Agate-Stone-YSR7/223186262253?hash=item33f6f018ed%3Ag%3AtYgAAOSwqe1bwEFf&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 SCARCE CIRCA 100-300AD ROMAN ERA BRONZE BIRD PLATE BROOCH",38.72,United Kingdom,Roman,?,https://www.ebay.com/itm/SCARCE-CIRCA-100-300AD-ROMAN-ERA-BRONZE-BIRD-PLATE-BROOCH/153321235681?hash=item23b2a864e1%3Ag%3A5-EAAOSwFs1cJ3Cy&LH_Auction=1
2019-01-08 00:00:00,"Sold  Jan 8, 2019 TOP CONDITION ANCIENT ROMAN IRON FIRE STARTER+++WITH A FLINT+++DECORATION+++",14.99,United Kingdom,Roman,?,https://www.ebay.com/itm/TOP-CONDITION-ANCIENT-ROMAN-IRON-FIRE-STARTER-WITH-A-FLINT-DECORATION/223307469330?hash=item33fe299212%3Ag%3AWt8AAOSwV1Vb%7EdBe&LH_Auction=1
2018-11-02 00:00:00,"Sold  Nov 2, 2018 DETECTOR FIND,EXTREMELY RARE,MUSEUM QUALITY,VIKING (DRAGON) SILVER BRACELET.113g",374.27,United Kingdom,Viking,?,https://www.ebay.com/itm/DETECTOR-FIND-EXTREMELY-RARE-MUSEUM-QUALITY-VIKING-DRAGON-SILVER-BRACELET-113g/312277714744?hash=item48b533c738%3Ag%3AAiIAAOSwMO9bz1-C&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 1 Ancient Egyptian Amber Bead, Egypt, VERY RARE!   TOP !!",7.94,United Arab Emirates,Egyptian,?,https://www.ebay.com/itm/1-Ancient-Egyptian-Amber-Bead-Egypt-VERY-RARE-TOP/153298998649?hash=item23b1551579%3Ag%3A01UAAOSwjNdb1yZx&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 STUNNING LOT OF BRONZE ARTIFACTS FROM BRONZE AGE 2500 BC TO 400 AD",9.37,Cyprus,Bronze age,?,https://www.ebay.com/itm/STUNNING-LOT-OF-BRONZE-ARTIFACTS-FROM-BRONZE-AGE-2500-BC-TO-400-AD/392202726883?hash=item5b511aade3%3Ag%3A1uIAAOSwwhxcJmEi&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 extremely ancient roman ring bronze stunning artifact rare type",10.99,Morocco,Roman,?,https://www.ebay.com/itm/extremely-ancient-roman-ring-bronze-stunning-artifact-rare-type/253965748960?hash=item3b2189cae0%3Ag%3AwDcAAOSw6kNbnrEl&LH_Auction=1
2018-11-27 00:00:00,"Sold  Nov 27, 2018 10 Ancient Neolithic Quartz, Carnelian Beads, Stone Age, VERY RARE !!",5.5,Germany,Pre-historic,?,https://www.ebay.com/itm/10-Ancient-Neolithic-Quartz-Carnelian-Beads-Stone-Age-VERY-RARE/143023557213?hash=item214cde4a5d%3Ag%3AS18AAOSwwSJb9rek&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018  CELTIC LOT OF 3 ANCIENT WHEEL UNIQUE MONEY",0.99,Bulgaria,Celt,?,https://www.ebay.com/itm/CELTIC-LOT-OF-3-ANCIENT-WHEEL-UNIQUE-MONEY/273623760099?hash=item3fb53f3ce3%3Ag%3ANRUAAOSweX5b-w9t&LH_Auction=1
2018-12-13 00:00:00,"Sold  Dec 13, 2018 Lot of 9 Celtic rings proto money, 5th century BC",3.0,Ukraine,Celt,?,https://www.ebay.com/itm/Lot-of-9-Celtic-rings-proto-money-5th-century-BC/312363242116?hash=item48ba4cd284%3Ag%3AlswAAOSwzgtcDB3e&LH_Auction=1
2019-01-05 00:00:00,"Sold  Jan 5, 2019 HUGE-VERY RARE CIRCA 1600 AD GREEK COPPER PATRIARCHAL DECORATED CHRISTIAN CROSS",36.14,Cyprus,Greek,?,https://www.ebay.com/itm/HUGE-VERY-RARE-CIRCA-1600-AD-GREEK-COPPER-PATRIARCHAL-DECORATED-CHRISTIAN-CROSS/202551099445?hash=item2f28fc8035%3Ag%3AFIcAAOSwXitcJ3wc&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 ANCIENT ROMAN BRONZE BROOCH. OPENWORK TEMPLE GATE. INTACT PIN",16.13,Canada,Roman,?,https://www.ebay.com/itm/ANCIENT-ROMAN-BRONZE-BROOCH-OPENWORK-TEMPLE-GATE-INTACT-PIN/153320204767?hash=item23b298a9df%3Ag%3A8QwAAOSwxO9cJj53&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 Roman Silver Ancient Ring",165.0,,Roman,?,
2018-12-22 00:00:00,"Sold  Dec 22, 2018 Egyptian faience Sahbti 11,2 cm.",1.25,Germany,Egyptian,?,https://www.ebay.com/itm/Egyptian-faience-Sahbti-11-2-cm/292869891652?hash=item443067e644%3Ag%3AKjIAAOSwb8BcFKlo&LH_Auction=1
2018-11-09 00:00:00,"Sold  Nov 9, 2018 3 Neolithic Egyptian Hollow Base Points",11.0,United States,Egyptian,?,https://www.ebay.com/itm/3-Neolithic-Egyptian-Hollow-Base-Points/264020546617?hash=item3d78d9d439%3Ag%3A-yIAAOSwAfVb3OY2&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 AUTHENTIC MEDIEVAL VIKING ERA SILVER RING W/ GLASS - WEARABLE - H372",6.45,United Kingdom,Viking,?,https://www.ebay.com/itm/AUTHENTIC-MEDIEVAL-VIKING-ERA-SILVER-RING-W-GLASS-WEARABLE-H372/253984535735?hash=item3b22a874b7%3Ag%3AxWEAAOSwo1lb7tQ9&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 ROMAN ANCIENT ARTIFACT SILVER LEGIONARY RING WITH IMPERIAL EAGLE",72.27,Greece,Roman,?,https://www.ebay.com/itm/ROMAN-ANCIENT-ARTIFACT-SILVER-LEGIONARY-RING-WITH-IMPERIAL-EAGLE/173673640408?hash=item286fc171d8%3Ag%3A4z8AAOSwjTtcBXxE&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 ROMAN SILVER SEAL RING DEPICTING PHALLUS CIRCA 100 BC-AD-WEARABLE",67.11,,Roman,?,
2018-10-23 00:00:00,"Sold  Oct 23, 2018 Ancient Viking broken and whole Stunning ancient rings",40.0,Russia,Viking,?,https://www.ebay.com/itm/Ancient-Viking-broken-and-whole-Stunning-ancient-rings/183484419296?hash=item2ab8860ce0%3Ag%3APJ8AAOSwVYtbwdGD&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Ancient Roman Bronze Ring with stone Original Authentic Antique Rare R460",29.0,Ukraine,Roman,?,https://www.ebay.com/itm/Ancient-Roman-Bronze-Ring-with-stone-Original-Authentic-Antique-Rare-R460/143009792237?hash=item214c0c40ed%3Ag%3AiqYAAOSwBRVbpmD2&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 Ancient Fantastic Roman Bronze Ring with Mouse Head 1st - 4th century AD",164.23,United Kingdom,Roman,?,https://www.ebay.com/itm/Ancient-Fantastic-Roman-Bronze-Ring-with-Mouse-Head-1st-4th-century-AD/292821496387?hash=item442d857243%3Ag%3AoLAAAOSwW%7EJb8Gbl&LH_Auction=1
2018-12-25 00:00:00,"Sold  Dec 25, 2018 (2) Copper Greek Handicraft Wall Hanging Plates Assorted One Ceramic",22.0,United States,Greek,?,https://www.ebay.com/itm/2-Copper-Greek-Handicraft-Wall-Hanging-Plates-Assorted-One-Ceramic/382680510674?hash=item59198930d2%3Ag%3AMiMAAOSwypZb9Msw&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018 Impressive Ancient Egyptian Faience Plauque",27.1,United Kingdom,Egyptian,?,https://www.ebay.com/itm/Impressive-Ancient-Egyptian-Faience-Plauque/392156956478?hash=item5b4e60473e%3Ag%3AZ88AAOSw-eJb0bBc&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC LARGE 17.3CM (7)",43.88,United Kingdom,Egyptian,?,https://www.ebay.com/itm/EGYPTIAN-HIEROGLYPHIC-SHABTI-LATE-PERIOD-664-332-BC-LARGE-17-3CM-7/312330284478?hash=item48b855edbe%3Ag%3ARV4AAOSw5wFb9IFb&LH_Auction=1
2018-11-10 00:00:00,"Sold  Nov 10, 2018 Rare Ancient VIKING SILVER Bronze RING 9-10 AD century ARTIFACT Magnificent",2.25,Morocco,Viking,?,https://www.ebay.com/itm/Rare-Ancient-VIKING-SILVER-Bronze-RING-9-10-AD-century-ARTIFACT-Magnificent/173617288591?hash=item286c65958f%3Ag%3A8ZkAAOSwArFbyxij&LH_Auction=1
