Object,Price,Figure
"Sold  Dec 16, 2018 STUNNING COLOURS -CIRCA 1500-332BC - ANCIENT EGYPTIAN STONE LAYING ANUBIS AMULET",$14.76,12916.jpg
"Sold  Dec 16, 2018 VERY BEAUTIFUL CIRCA 715-332BC ANCIENT EGYPTIAN HORUS GOD",$43.67,1121.jpg
"Sold  Dec 16, 2018 CIRCA 1075-332BC - BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE EYE OF HORUS AMULET",$10.90,10400.jpg
"Sold  Dec 16, 2018 CIRCA 660-330BC - BEAUTIFUL ANCIENT EGYPTIAN FAIENCE FIGURE AMULET W/HIEROGLYPHS",$16.03,1015.jpg
"Sold  Dec 16, 2018 VERY UNUSUAL - CIRCA 715-332BC - BEAUTIFUL ANCIENT EGYPTIAN FROG STATUE",$12.82,4480.jpg
"Sold  Dec 16, 2018 CIRCA 660-330BC BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE PHARAONIC BUST AMULET",$28.21,4909.jpg
"Sold  Dec 16, 2018 Ancient Egyptian Blue Cat 2800 BC -2750 BC",$62.83,11348.jpg
"Sold  Dec 16, 2018 Vintage Egyptian Scarab Beetle Lapis Lazuli Blue Natural Stone Pendant Necklace",$99.00,3679.jpg
"Sold  Dec 16, 2018 1 Ancient Egyptian Amber Bead, Egypt, VERY RARE!   TOP !!",$7.94,3265.jpg
"Sold  Dec 16, 2018 Rare Ancient Egyptian  Blue Cat Amulet 26th DYN 680 Bc",$47.44,2574.jpg
"Sold  Dec 16, 2018 Large Rare Ancient Egyptian Faience Shabti  (945-715 BC.)",$71.81,159.jpg
"Sold  Dec 16, 2018 Antique Egyptian Faience Galss Glazed Amulets and Ushabti",$21.35,8417.jpg
"Sold  Dec 16, 2018 Antique Egyptian Faience Galss  Terracotta Glazed Amulets and Large Ushabti",$33.34,5732.jpg
"Sold  Dec 16, 2018 Rare Ancient Egyptian King Tutankhamen Bust  (m. 36 BC-30 BC)",$47.44,136.jpg
"Sold  Dec 16, 2018 Egyptian Teracotta Shabti - ca. 14,2cm.",$1.00,2923.jpg
"Sold  Dec 16, 2018 Rare Ancient Egyptian Stone Scarab 26th DYN 680 BC",$19.23,5784.jpg
"Sold  Dec 16, 2018 EGYPTIAN USHABTI No Reserve",$18.61,5614.jpg
"Sold  Dec 16, 2018 Stunning Large Antique Egyptian Queen Nefertiti Mask Bust Figure",$90.00,9904.jpg
"Sold  Dec 15, 2018 Rare Antique Ancient Egyptian Stone Seal  Amulet 300 B.C.",$20.00,7899.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Antiques Ankh Key of Life Egypt Green Carved Stone 2613 BC",$100.00,7854.jpg
"Sold  Dec 15, 2018 Fine Egyptian Point - 4.5cm - Authentic",$27.55,7417.jpg
"Sold  Dec 15, 2018 3 Fine Egyptian Points - Colorful - Authentic",$11.50,12171.jpg
"Sold  Dec 15, 2018 3 Egyptian Points - Translucent - Colorful - Authentic",$15.00,9424.jpg
"Sold  Dec 15, 2018 Egyptian faience shabti 21st dynasty third intermediate period (c.1050 bc)",$71.81,7902.jpg
"Sold  Dec 15, 2018 Rare Antique Egyptian Stone Scarab Beetle Amulet Figurine1420-1353 BC",$0.99,12538.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Blue Stone ISIS - Old Kingdom (c. 2686–2181 BCE )",$62.15,9974.jpg
"Sold  Dec 15, 2018 rare ancient egyptian akhenaten Wooden Mask (1336 -1326 BC)",$94.89,12760.jpg
"Sold  Dec 15, 2018 20 Ancient Egyptian Stone Beads, Egypt, VERY RARE!   TOP !!",$33.00,6898.jpg
"Sold  Dec 15, 2018 Ancient egyptian antiquities",$36.00,10888.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (4) LARGE 20 CM TALL !!",$100.02,6915.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (7)",$47.44,10471.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (13)",$20.52,2705.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT VERY LARGE EGYPTIAN SCARAB BEAD SEAL 664 - 332 BC (2)",$28.21,9191.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC (5)",$55.14,9469.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT VERY LARGE EGYPTIAN SCARAB BEAD SEAL 664 - 332 BC (1)",$62.83,2365.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (3) LARGE 17.5 CM TALL !!",$80.78,8169.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT HUGE EGYPTIAN STATUETTE 300 BC (4)",$37.83,3878.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (6)",$17.31,4004.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN CAT AMULET 300 BC (12)",$22.50,3517.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC (4)",$14.75,2604.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (11)",$12.82,2210.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (2) LARGE 17 CM TALL !!",$48.73,3103.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT HUGE EGYPTIAN STATUETTE 300 BC (3)",$26.93,12110.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (10)",$14.75,9079.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (9)",$10.90,2189.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (5)",$29.49,10015.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (1) LARGE 11.5 CM TALL !!",$49.38,7937.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT HUGE EGYPTIAN STATUETTE 300 BC (2)",$26.93,5294.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (8)",$4.17,8525.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (4)",$14.75,3576.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (7)",$11.54,2671.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC (3)",$18.59,9947.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (6)",$12.18,3497.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN HIEROGLYPHIC STONE TABLET 300 BC (2)",$23.08,8220.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (5)",$16.67,2670.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN CAT AMULET 300 BC (6)",$21.80,1890.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (3)",$12.18,11380.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (5)",$10.90,9871.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (5)",$10.90,5759.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN CROCODILE AMULET 300 BC (4)",$14.31,5023.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (4)",$23.08,9051.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (3)",$14.75,3608.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC (2)",$14.75,3097.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (4)",$17.03,3024.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (2)",$16.18,4934.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT HUGE EGYPTIAN STATUETTE 300 BC (1)",$66.66,11686.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (2)",$9.18,10005.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (3)",$33.34,1224.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (3)",$16.03,11273.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN HIEROGLYPHIC STONE TABLET 300 BC (1)",$26.65,1405.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE STATUE 300 BC (1)",$25.65,2627.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN RING 300 BC (1)",$9.62,10395.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (2)",$24.66,7576.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (2)",$12.18,4443.jpg
"Sold  Dec 15, 2018 ANCIENT EGYPTIAN GLAZED SCARAB BEAD SEAL WITH HIEROGLYPHICS 664 - 332 BC (1)",$13.46,10909.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN BLUE AMULET 300 BC (1)",$26.93,1712.jpg
"Sold  Dec 15, 2018 EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (1)",$14.75,10787.jpg
"Sold  Dec 15, 2018 BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 BC (1)",$5.39,4073.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Queen Hatshepsut With Horus (18th Dynasty)",$46.16,3761.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Dark Blue Scarab Middle Kingdom (2000 BCE)",$41.03,4326.jpg
"Sold  Dec 15, 2018 Egyptian Gold Plated Cat Pendant On A Chain",$6.40,7328.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Royal Relief Fragment  of a Woman",$36.00,7859.jpg
"Sold  Dec 15, 2018 Rare Ancient Egyptian Royal Relief Fragment  of a Woman",$41.00,7859.jpg
"Sold  Dec 14, 2018 Rare Antique Stone Scarab Beetle Amulet Figurine Ancient Egyptian..(1069–332 BC)",$20.00,7163.jpg
"Sold  Dec 14, 2018 Unique Antique Copper Ring with Scarab Beetle Amulet of Ancient Egyptian",$45.00,2062.jpg
"Sold  Dec 14, 2018 Rare Unique Solid Antique Roman Ancient Egyptian Bronze Oil Lamp, 2nd Century AD",$60.00,9771.jpg
"Sold  Dec 14, 2018 Rare Large Ancient Egyptian Sekhmet Statue (1403-1365 BC)",$55.14,1771.jpg
"Sold  Dec 14, 2018 Rare Ancient Egyptian Seated Sekhmet 1403-1365 BC",$35.90,9581.jpg
"Sold  Dec 14, 2018 Egyptian Antiques Bes Amulet Ancient Egyptian civilisation God Bes",$2.00,9082.jpg
"Sold  Dec 14, 2018 Ancient Jerusalem Israel ROMAN Iron ARROWHEAD  100AD",$5.50,5354.jpg
"Sold  Dec 14, 2018 Rare Ancient Egyptian Blue Cat Attached With Baboon (2800 BC -2750 BC)",$73.09,12160.jpg
"Sold  Dec 14, 2018 Rare Ancient Egyptian Seated Anubis Statue(c.3100-c.2890 BC)",$58.98,378.jpg
"Sold  Dec 14, 2018  CIRCA 664-332BC ANCIENT EGYPTIAN FAIENCE VESSEL WITH HEIROGLYPHS AND BASTET",$94.64,4149.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN GLAZED FAIENCE STATUETTE OF SEHKMET BEAUTIFUL PIECE",$10.58,2035.jpg
"Sold  Dec 14, 2018 Rare Large Ancient Egyptian Faience Ramses II  Bust (1279 - 1213 Bce )",$58.98,3602.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (12) 5CM",$17.31,8865.jpg
"Sold  Dec 14, 2018 Ancient Egyptian  Set 4 Canopic Jars (old Kingdom)",$71.81,6646.jpg
"Sold  Dec 14, 2018 ULTRA RARE ANCIENT EGYPTIAN LIFE SIZED STONE HAND LATE PERIOD 664 - 332 BC",$158.00,967.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (17)",$9.62,9838.jpg
"Sold  Dec 14, 2018 EGYPTIAN HIEROGLYPHIC SHABTI FRAGMENT, LATE PERIOD 664 - 332 BC (4) Large",$8.33,7974.jpg
"Sold  Dec 14, 2018 EGYPTIAN HIEROGLYPHIC SHABTI FRAGMENT, LATE PERIOD 664 - 332 BC (3) Large",$16.03,3483.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (14) 5.2CM",$25.07,1638.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (16)",$12.18,3463.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE  STATUETTE 300 B.C.",$124.38,11105.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (15)",$1.54,10281.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN HUGE BLUE GLAZED SCARAB BEETLE TOP QUALITY 300 B.C.",$30.77,4344.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (14)",$13.46,3906.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE SWAN STATUE 300 BC (2)",$71.81,7045.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (13)",$17.31,10746.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (12) 5CM",$20.52,8865.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (10) 22CM!!!!",$44.88,9260.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (12)",$16.03,4393.jpg
"Sold  Dec 14, 2018 ULTRA RARE ANCIENT EGYPTIAN INTACT STANDING STATUETTE  LATE PERIOD 664 - 332 BC",$130.78,6643.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB BEAD PENDANT 664 - 332 BC (5)",$20.52,4681.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN ANIMAL AND EYE OF HORUS AMULET 300 B.C.  (11)",$23.08,2432.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (9) 24CM!!!!",$235.93,67.jpg
"Sold  Dec 14, 2018 VERY RARE HUGE EGYPTIAN SARCOPHAGUS, LATE PERIOD 664 - 332 BC (1) 20CM 1.36KG!!",$198.75,2272.jpg
"Sold  Dec 14, 2018 EGYPTIAN HIEROGLYPHIC SHABTI FRAGMENT, LATE PERIOD 664 - 332 BC (3) Large",$40.39,3483.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (7) 6.9CM",$29.52,7432.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB BEAD PENDANT 664 - 332 BC (4)",$17.95,11452.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN BIRD AMULET 300 B.C.  (10)",$20.52,8145.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE  STATUE 300 BC (3)",$25.65,8918.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (9)",$10.60,10317.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (8) 21.4CM!!!!",$46.16,7248.jpg
"Sold  Dec 14, 2018 BEAUTIFUL RARE ANCIENT EGYPTIAN RING WITH LAYING CAT 300 BC (4)",$32.06,7388.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN FEMALE STONE BUST, LATE PERIOD 664 - 332 BC (5) 13CM TALL.",$55.43,2135.jpg
"Sold  Dec 14, 2018 EGYPTIAN HIEROGLYPHIC SHABTI FRAGMENT, LATE PERIOD 664 - 332 BC (2) Large",$18.59,9578.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB BEAD PENDANT 664 - 332 BC (3)",$22.08,4193.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (6) 5CM",$13.46,6757.jpg
"Sold  Dec 14, 2018 BEAUTIFUL RARE ANCIENT EGYPTIAN RING WITH ANKH CROSS TO TOP 300 BC (3)",$14.75,1063.jpg
"Sold  Dec 14, 2018 ANCIENT CARVED LAPIS  BEADS - NO RESERVE 2341",$15.39,182.jpg
"Sold  Dec 14, 2018 LARGE ANCIENT CARVED AGATE BEAD NECKLACE - NO RESERVE 014",$44.88,6720.jpg
"Sold  Dec 14, 2018 LARGE ANCIENT CARVED LAPIS BEAD NECKLACE - NO RESERVE 0321",$23.08,6284.jpg
"Sold  Dec 14, 2018 2 X ANCIENT CARVED LAPIS LAZULI AND GOLD BEAD EARRINGS - NO RESERVE 02",$32.06,7066.jpg
"Sold  Dec 14, 2018 ANCIENT CARVED LAPIS  BEAD NECKLACE - NO RESERVE 2361",$25.65,9753.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE OSIRIS STATUE 300 BC (2)",$34.18,2104.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (8)",$20.52,3503.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (5) 21.3CM!!",$66.04,7901.jpg
"Sold  Dec 14, 2018 ANCIENT  BEAD NECKLACE - NO RESERVE 090",$19.23,11807.jpg
"Sold  Dec 14, 2018 10 ANCIENT CARVED LAPIS  BEADS - NO RESERVE 01363",$15.39,8695.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN CANOPIC JAR LATE PERIOD 664 - 332 BC",$235.78,10878.jpg
"Sold  Dec 14, 2018 LARGE ANCIENT CARVED LAPIS BEAD NECKLACE - NO RESERVE 04231",$25.65,270.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (4) 10.2CM!!",$50.01,2461.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN HUGE BLACK GLAZED SCARAB BEETLE TOP QUALITY 300 B.C.",$26.93,10428.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL LARGE ANCIENT BES AMULET 300 B.C.  (7)",$20.52,13143.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB BEAD PENDANT 664 - 332 BC (2)",$13.46,10996.jpg
"Sold  Dec 14, 2018 EGYPTIAN HIEROGLYPHIC SHABTI FRAGMENT, LATE PERIOD 664 - 332 BC (1) Large",$10.90,6538.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT REPTILE AMULET 300 B.C.  (6)",$20.52,10115.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN PLAQUE WITH PHARAOH LATE PERIOD 664 - 332 BC",$133.35,3782.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (3) 15CM!!",$59.62,10964.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN GLAZED SCARAB BEAD PENDANT 664 - 332 BC (1)",$12.82,3715.jpg
"Sold  Dec 14, 2018 BEAUTIFUL ANCIENT EGYPTIAN BRONZE OSIRIS STATUE 300 BC (1)",$46.16,7961.jpg
"Sold  Dec 14, 2018 BEAUTIFUL RARE ANCIENT EGYPTIAN RING WITH SHABTI TO TOP 300 BC (2)",$20.52,8686.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (5)",$28.21,11254.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN CAT AMULET 300 B.C.  (4)",$103.86,12832.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN ANKH CROSS AMULET 300 B.C.  (3)",$52.57,3439.jpg
"Sold  Dec 14, 2018 Rare Ancient Egyptian Antique (3) Beautiful Amulets Sons Of Horus Egypt Stone BC",$65.00,5447.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (2) 16CM!!",$75.50,1413.jpg
"Sold  Dec 14, 2018 RARE BEAUTIFUL ANCIENT EGYPTIAN AMULET 300 B.C.  (2)",$20.32,5831.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN PLAQUE LATE PERIOD 664 - 332 BC",$224.39,8594.jpg
"Sold  Dec 14, 2018 VERY RARE EGYPTIAN HIEROGLYPHIC SHABTI, LATE PERIOD 664 - 332 BC (1) 11CM",$41.03,3030.jpg
"Sold  Dec 14, 2018 VERY RARE ANCIENT EGYPTIAN HUGE SCARAB BEETLE TOP QUALITY 300 B.C.",$41.03,8046.jpg
"Sold  Dec 14, 2018 RARE ANCIENT EGYPTIAN EYE OF HORUS AMULET 300B.C.  (1)",$23.08,4063.jpg
"Sold  Dec 14, 2018 BEAUTIFUL RARE ANCIENT EGYPTIAN RING 300 BC (1)",$26.93,3811.jpg
"Sold  Dec 14, 2018 Rare Ancient Egyptian Antique Large Statue Of God ANUBIS BAZALT STONE Egypt BC",$69.50,9734.jpg
"Sold  Dec 13, 2018 Ancient Jerusalem Israel ROMAN Iron SPEAR-ARROWHEAD  100AD",$18.50,781.jpg
"Sold  Dec 13, 2018 Ancient Jerusalem Israel ROMAN Iron ARROWHEAD  100AD",$9.75,5354.jpg
"Sold  Dec 13, 2018 Ancient Jerusalem Israel ROMAN Iron ARROWHEAD SPEAR  100AD",$7.70,12976.jpg
"Sold  Dec 13, 2018 2 Ancient Antique Egyptian Faience Ushabti Statue Figurines of Ibis Birds",$80.00,4363.jpg
"Sold  Dec 13, 2018 SHABTISHOP: GENUINE Ancient Egyptian Ushabti, Ptolemaic Period (332-30BC)",$205.16,3500.jpg
"Sold  Dec 13, 2018 Ancient Egyptian Antiques Ushabti  (500 BC)",$20.00,11415.jpg
"Sold  Dec 13, 2018 Ancient Egyptian Antiquities rare 30 Amulets ( 1816 BC)",$60.00,7230.jpg
"Sold  Dec 13, 2018 Egyptian Scarab Ring in 22kt Gold on Fine Pewter",$6.40,12329.jpg
"Sold  Dec 13, 2018 Egyptian Bastet Cat Earrings in 22kt Gold on Fine Pewter",$7.68,4880.jpg
"Sold  Dec 13, 2018 Amyzing antique bronze intaglio stamp  seal ring",$15.00,2683.jpg
"Sold  Dec 13, 2018 EXCEPTIONAL RARE ANTIQUE EGYPTIAN REVIVAL TRUE DECO PERIOD SILVER ENAMEL RING",$65.39,11177.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian Scribe - Old Kingdom (2494-2345 BC)",$51.29,8591.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian Faience Horus Statue 650-530 BC",$55.14,6801.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian late Dynastic Alabaster  Ushabti Shabti c664/332 BC  Glaze",$80.78,11824.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian Ptolemaic Terracotta Ushabti Shabti C300/350 BC Blue Glaze",$44.88,12967.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian ANTIQUE Bust Statue Of Queen NEFERTITI EGYPT STONE 1350 BC",$74.55,6352.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian Ptolemaic Terracotta Ushabti Shabti C300/350 BC Blue Glaze",$162.85,12967.jpg
"Sold  Dec 13, 2018 Rare Ancient Egyptian Reliefs Stone Of Sekhmet (350 BC-300 BC)",$60.86,0.jpg
"Sold  Dec 13, 2018 Ancient Egyptian Scarab",$65.00,11088.jpg
"Sold  Dec 13, 2018 Ancient Fragment Glass Beads Strand Roman 200 BC NO RESERVE #2942",$1.99,6549.jpg
"Sold  Dec 13, 2018 Ancient Fragment Glass Beads Strand Roman 200 BC NO RESERVE #1680",$1.99,12055.jpg
"Sold  Dec 13, 2018 Ancient Original EGYPTIAN WOOD PANEL HIEROGLYPHICS Fragment",$999.99,1876.jpg
"Sold  Dec 13, 2018 Egyptian Kepher-Ra Scarab Bracelet",$5.13,12622.jpg
"Sold  Dec 13, 2018 Ancient Egyptian Blue Stone Anubis  (c.3100-c.2890 BC)",$55.14,5497.jpg
"Sold  Dec 13, 2018 Wall Plaque Baboon Thoth Boat Of The Moon EGYPTIAN STELA RELIEF Antique",$95.00,8721.jpg
"Sold  Dec 12, 2018 Funerary Ancient Egyptian Faience Ushabti-Shabti-Statue Figure, Circa 600-300 BC",$25.00,9723.jpg
"Sold  Dec 12, 2018 Rare Antique Egyptian Stone Scarab Beetle Amulet Figurine",$75.00,7057.jpg
"Sold  Dec 12, 2018 Egyption rare ceramic terracotta eye amuelt",$19.00,10719.jpg
"Sold  Dec 12, 2018 Ancient Egypt Fieance Clay Scarab Beads Bug 200 BC Souvenir Appraised $100.00",$20.50,4180.jpg
"Sold  Dec 12, 2018 Ancient Egyptian Faience Amulet Talisman 1500 BC Mummy Pendant Artifact Clay",$32.00,13137.jpg
"Sold  Dec 12, 2018  Ancient Egyptian Faience Bead Jewelry Restrung for Modern Wearing  HENDIN COA",$8.50,7935.jpg
"Sold  Dec 12, 2018 Rare Ancient Egyptian Queen Hatshepsut Statue (18th Dynasty)",$58.98,11047.jpg
"Sold  Dec 12, 2018 Ancient Egyptian Faience necklace beads   300BC  with CoA",$37.19,12029.jpg
"Sold  Dec 12, 2018 20 Ancient Egyptian Stone Beads, Egypt, VERY RARE!   TOP !!",$19.50,6898.jpg
