Object,Price,Figure
"Sold  Oct 17, 2018 EGYPTIAN STEATITE SCARAB AMULET (696G)",$36.60,10126.jpg
"Sold  Oct 17, 2018 EGYPTIAN FAIENCE DOUBLE SIDED PLAQUE DEPICTING BES & EYE OF HORUS (694G)",$18.59,7661.jpg
"Sold  Oct 17, 2018 ancient Egyptian Wooden Boat (old Kingdom)",$71.81,7986.jpg
"Sold  Oct 17, 2018 Rare Antique Egyptian Statue of Goddess Tefnut Figure...Lioness’s Head",$85.00,10577.jpg
"Sold  Oct 17, 2018 Funerary Ancient Egyptian Faience Ushabti-Shabti-Statue Figure, Circa 600-300 BC",$20.00,9288.jpg
"Sold  Oct 17, 2018 Fine Ancient Egyptian Faience Ushabti (Shabti) Statue Figure, Circa 600-300 B.C",$20.00,5071.jpg
"Sold  Oct 16, 2018 RARE ANTIQUE ANCIENT EGYPTIAN Statue stone healing black pyramid 2611 BC",$119.00,3633.jpg
"Sold  Oct 16, 2018 ANCIENT EGYPTIAN ANTIQUE QUEEN Scarab Anubis Hieroglyphs Beetle Carved Stone Bc",$30.00,5139.jpg
"Sold  Oct 16, 2018 RARE ANTIQUE ANCIENT EGYPTIAN Statue Pharaoh Isis 380-362 BC",$69.00,7946.jpg
"Sold  Oct 16, 2018 ANCIENT EGYPTIAN ANTIQUE BASTET Ubaste Bast CAT EGYPT Head STATUE Stone BC",$74.00,11743.jpg
"Sold  Oct 16, 2018 CIRCA 320-5BC PTOLEMAIC EGYPT FAIENCE USHABTI SHABTI AMULET",$34.62,11875.jpg
"Sold  Oct 16, 2018 SCARCE ANCIENT EGYPTIAN LAPIS LAZULI PESTLE AND MORTAR BEAUTIFUL ITEMS",$111.56,8394.jpg
"Sold  Oct 16, 2018 RARE ANCIENT EGYPTIAN FAIENCE GLAZED MOSQUITO",$25.65,663.jpg
"Sold  Oct 16, 2018 BEAUTIFUL UNDATED EGYPTIAN GLAZED SEAL RING WITH HIEROGLYPHICS",$38.45,7600.jpg
"Sold  Oct 16, 2018 BEAUTIFUL UNDATED GLAZED FAIENCE STATUETTE OF HORUS",$12.18,1052.jpg
"Sold  Oct 16, 2018 Vintage 3.25"" Finely Carved Stone Scarab Ancient Egyptian Beetle Hieroglyphics",$25.00,890.jpg
"Sold  Oct 16, 2018 Rare Large Ancient Egyptian Scarab Middle Kingdom (2000 BCE)",$41.03,3487.jpg
"Sold  Oct 16, 2018 Ancient Egyptian Black Granite Anubis Bust (c.3100-c.2890 BC)",$52.57,10353.jpg
"Sold  Oct 18, 2018 Rare Ancient Egyptian Faience Pendant  Horus Eye 650-530 BC",$28.21,5715.jpg
"Sold  Oct 18, 2018 Rare Large Ancient Egyptian Stone Pendant Ankh Amulet 26th DYN 680 Bc",$46.16,3757.jpg
"Sold  Oct 18, 2018 Rare Large Ancient Egyptian Faience Ramses II  (1279 - 1213 Bce )",$58.98,2023.jpg
"Sold  Oct 18, 2018 British Museum resin cast of an Egyptian Pharaoh.",$20.64,7190.jpg
"Sold  Oct 18, 2018 Rare Antique Egyptian Stone Scarab Beetle Amulet Figurine",$75.00,6757.jpg
"Sold  Oct 18, 2018 Rare Ancient Egyptian Faience Eye of Horus Amulet Figurine, 300 BC",$20.00,1229.jpg
"Sold  Oct 17, 2018 Egypt antique SILVER RING with Scarab  BEETLE RING SIZE 19 ~20",$15.00,6703.jpg
"Sold  Oct 17, 2018 Rare Ancient Egypt Egyptian Antique Faience Horus Amulet Late Period 672–332BC",$36.00,4297.jpg
"Sold  Oct 17, 2018 Rare Ancient Egypt Egyptian Antique faience Eye of Horus amulet late Period672BC",$22.50,8471.jpg
"Sold  Oct 17, 2018 Rare Ancient Egypt Egyptian Antique small limestone amulet A New Kingdom (1549BC",$14.50,9926.jpg
"Sold  Oct 17, 2018 Small bronze cat figure, Egyptian style",$11.53,8526.jpg
"Sold  Oct 17, 2018 EGYPTIAN COLOURED FAIENCE BEAD NECKLACE (700G)",$13.48,5031.jpg
"Sold  Oct 17, 2018 EGYPTIAN STEATITE SCARAB AMULET (696G)",$36.60,10126.jpg
"Sold  Oct 17, 2018 EGYPTIAN FAIENCE DOUBLE SIDED PLAQUE DEPICTING BES & EYE OF HORUS (694G)",$18.59,7661.jpg
"Sold  Oct 17, 2018 ancient Egyptian Wooden Boat (old Kingdom)",$71.81,7986.jpg
"Sold  Oct 17, 2018 Rare Antique Egyptian Statue of Goddess Tefnut Figure...Lioness’s Head",$85.00,10577.jpg
"Sold  Oct 17, 2018 Funerary Ancient Egyptian Faience Ushabti-Shabti-Statue Figure, Circa 600-300 BC",$20.00,9288.jpg
"Sold  Oct 17, 2018 Fine Ancient Egyptian Faience Ushabti (Shabti) Statue Figure, Circa 600-300 B.C",$20.00,5071.jpg
"Sold  Oct 16, 2018 RARE ANTIQUE ANCIENT EGYPTIAN Statue stone healing black pyramid 2611 BC",$119.00,3633.jpg
"Sold  Oct 16, 2018 ANCIENT EGYPTIAN ANTIQUE QUEEN Scarab Anubis Hieroglyphs Beetle Carved Stone Bc",$30.00,5139.jpg
"Sold  Oct 16, 2018 RARE ANTIQUE ANCIENT EGYPTIAN Statue Pharaoh Isis 380-362 BC",$69.00,7946.jpg
"Sold  Oct 16, 2018 ANCIENT EGYPTIAN ANTIQUE BASTET Ubaste Bast CAT EGYPT Head STATUE Stone BC",$74.00,11743.jpg
"Sold  Oct 16, 2018 CIRCA 320-5BC PTOLEMAIC EGYPT FAIENCE USHABTI SHABTI AMULET",$34.62,11875.jpg
"Sold  Oct 16, 2018 SCARCE ANCIENT EGYPTIAN LAPIS LAZULI PESTLE AND MORTAR BEAUTIFUL ITEMS",$111.56,8394.jpg
"Sold  Oct 16, 2018 RARE ANCIENT EGYPTIAN FAIENCE GLAZED MOSQUITO",$25.65,663.jpg
"Sold  Oct 16, 2018 BEAUTIFUL UNDATED EGYPTIAN GLAZED SEAL RING WITH HIEROGLYPHICS",$38.45,7600.jpg
"Sold  Oct 16, 2018 BEAUTIFUL UNDATED GLAZED FAIENCE STATUETTE OF HORUS",$12.18,1052.jpg
"Sold  Oct 16, 2018 Vintage 3.25"" Finely Carved Stone Scarab Ancient Egyptian Beetle Hieroglyphics",$25.00,890.jpg
"Sold  Oct 16, 2018 Rare Large Ancient Egyptian Scarab Middle Kingdom (2000 BCE)",$41.03,3487.jpg
"Sold  Oct 16, 2018 Ancient Egyptian Black Granite Anubis Bust (c.3100-c.2890 BC)",$52.57,10353.jpg
"Sold  Jan 13, 2019 *SC* A NICE PRE COLUMBIAN POTTERY FIGURE OF A FEMALE DEITY, ANCIENT MEXICO!",$29.00,3031.jpg
"Sold  Jan 13, 2019 Authentic Set of 4 Pre Columbian Mezcala Green Stone beads Aztec Mayan Olmec",$22.49,10620.jpg
"Sold  Jan 12, 2019 Authentic Set of 5 Pre Columbian Mezcala Figures Pendants Aztec Mayan Olmec",$300.00,4575.jpg
"Sold  Jan 12, 2019 Lot Of 4 items -  Ancient Pre Columbian Pottery heads / partial figure",$36.00,1822.jpg
"Sold  Jan 11, 2019 Franklin Mint, The Fighting Men of the American Revolution - Connecticut Trumpet",$10.00,12257.jpg
"Sold  Jan 11, 2019 Franklin Mint, The Fighting Men of the American Revolution - Massachusetts",$10.00,8512.jpg
"Sold  Jan 10, 2019 PRIMITIVE  Pre-Columbian FIQURE MADE OF LAVA",$29.99,10404.jpg
"Sold  Jan 9, 2019 OLMEC  COLOSSAL MASTERWORKS OF ANCIENT MEXICO  LACMA  2011 HARDCOVER",$12.99,10107.jpg
"Sold  Jan 9, 2019 RIVER OF GOLD  PRECOLUMBIAN TREASURES FROM SITIO CONTE PANAMA  1992 EXHIBITION",$13.50,882.jpg
"Sold  Jan 8, 2019 PAIR OF FINE AUTHENTIC POLISHED CELTS FROM OLD CHICAGO ARTIFACT COLLECTION",$78.77,11536.jpg
"Sold  Jan 8, 2019 RARE 1949 COPY OF THE JOURNAL OF THE ILLINOIS STATE ARCHAEOLOGICAL SOCIETY",$43.50,1916.jpg
"Sold  Jan 8, 2019  ""INDIAN ARTIFACTS THE BEST OF THE MIDWEST"" (2004) FROM THE DAVID STILP LIBRARY",$56.00,6588.jpg
"Sold  Jan 7, 2019 PRE-HISTORIC POTTERY HEADS (AUTHENTIC)  #5 of 5",$52.00,7401.jpg
"Sold  Jan 7, 2019 PRE-HISTORIC POTTERY HEADS (AUTHENTIC) Double Jaguar Bundle #3 of 5",$36.00,10280.jpg
"Sold  Jan 7, 2019 Lot Of 3 Straight Razors Lafayette,American and Whitney",$40.00,695.jpg
"Sold  Jan 5, 2019 Pair Of Old Pre Columbian Pottery Full Body Figures Effigy Mexico Mayan 6"" Tall",$48.00,3848.jpg
"Sold  Jan 4, 2019 vintage doll lot of 3",$0.99,9255.jpg
"Sold  Jan 4, 2019 Pair of Pre-Columbian  Mayan Jadeite  Water Lily  Ear Spools Ear Flares",$200.00,5072.jpg
"Sold  Jan 4, 2019 Lot of 3 Old Vintage Arrowheads? Estate Find",$15.00,1286.jpg
"Sold  Jan 1, 2019 LIMITED EDITION COPY OF FILBRANDT'S ""KEOKUK AXES"" FROM THE DAVID STILP LIBRARY",$104.05,4139.jpg
"Sold  Jan 1, 2019 FIFTEEN ISSUES  OF THE CENTRAL STATES ARCHAEOLOGICAL JOURNAL",$48.77,9252.jpg
"Sold  Dec 25, 2018 1ST EDITION ""PREHISTORIC ANTIQUITIES OF INDIANA "" FROM THE DAVID STILP LIBRARY",$110.50,8733.jpg
"Sold  Dec 23, 2018  MOCHE STIRRUP VESSEL OF A SEATED TRIBAL MAN AGE UNKNOWN",$124.99,5005.jpg
"Sold  Dec 22, 2018 *SC*PAIR OF TWO INTERESTING INCA BRONZE SPOON SHAPED CLOAK PINS!",$99.00,1104.jpg
"Sold  Dec 21, 2018 Franklin Mint, The Fighting Men of the American Revolution - Georgia Drummer",$14.00,7969.jpg
"Sold  Dec 21, 2018 Franklin Mint, The Fighting Men of the American Revolution - New York Officer",$14.00,5251.jpg
"Sold  Dec 21, 2018 Vintage Gary Schildt For Battle Of The Little Big Horn Collector #3962",$2.99,6322.jpg
"Sold  Dec 21, 2018 PAIR OF NICE PRE COLUMBIAN POTTERY PIECES FOOTED BOWL AND PEDISTAL SERVING DISH?",$24.95,10158.jpg
"Sold  Dec 20, 2018 VINTAGE BOOT JACK  Or Door Stop Of Naked Woman.",$10.00,2844.jpg
"Sold  Dec 18, 2018 Pair of Pre-Columbian  Mayan  Jadeite  Circular  Ear Spools",$150.00,7167.jpg
"Sold  Dec 18, 2018 FIRST EDITION NUMBER 3 OF GREGORY PERINO'S ""SELECTED PREFORMS, POINTS & KNIVES""",$131.50,3803.jpg
"Sold  Dec 18, 2018 SIGNED HARDBACK COPY OF HART'S ""PREHISTORIC PIPES"" FROM THE DAVID STILP LIBRARY",$77.00,5304.jpg
"Sold  Dec 18, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 10, 2000",$55.00,9185.jpg
"Sold  Dec 18, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 9, 1996",$52.00,709.jpg
"Sold  Dec 18, 2018 SIGNED HARDBACK COPY OF HART'S ""PREHISTORIC PIPES"" FROM THE DAVID STILP LIBRARY",$67.00,5304.jpg
"Sold  Dec 18, 2018 FIRST EDITION COPY OF FILBRANDT'S ""KEOKUK AXES"" FROM THE DAVID STILP LIBRARY",$68.09,4862.jpg
"Sold  Dec 18, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 8, 1992",$52.00,10364.jpg
"Sold  Dec 17, 2018 ANTIQUE/VINTAGE 1940S DISNEY LIBRARY OF GAMES COMPLETE SET EX. COND. MADE IN USA",$14.50,4163.jpg
"Sold  Dec 16, 2018 *SC* RARE AZTEC STANDING POTTERY FIGURE OF A WARRIOR!!",$49.00,5823.jpg
"Sold  Dec 16, 2018 Vintage - The Flintstone Kids ""Betty"" Drinking Glass - Pizza Hut -1986 Lot of 4",$6.00,9767.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - Penn. Rifleman",$14.00,44.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - Maryland Private",$14.00,4730.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - N Carolina Private",$20.50,3946.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - Virginia Officer",$14.00,4357.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - S Carolina Private",$14.00,5123.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - RI Artilleryman",$14.00,10390.jpg
"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - New Hampshire Prvt",$14.00,9305.jpg
"Sold  Dec 13, 2018 LOT OF 3 HISTORIC TRADE PIPES W/ ORIGINAL STEMS ( POINT PLEASANT SITE, OHIO )",$31.00,5687.jpg
"Sold  Dec 13, 2018 Pre-Columbian Maya Effigy Vessel of a Coatimundi Early Classic ca. A.D 250-450",$216.13,9629.jpg
"Sold  Dec 11, 2018 PAIR OF FINE AUTHENTIC POLISHED CELTS FROM OLD CHICAGO ARTIFACT COLLECTION",$43.00,11536.jpg
"Sold  Dec 11, 2018 COLLECTION OF 25 AUTHENTIC NEW MEXICO ARTIFACTS SURFACE COLLECTED IN THE 1960'S",$27.10,1212.jpg
"Sold  Dec 11, 2018 Moche,diadem crown tumbaga gold (mix of gold and copper),Precolumbian,Mochica","$2,499.00",1344.jpg
"Sold  Dec 11, 2018 SIGNED COPY OF GALE HIGHSMITH'S ""THE FLUTED AXE"" FROM THE DAVID STILP LIBRARY",$46.00,9320.jpg
"Sold  Dec 11, 2018 3 COMPLETE YEARS (12 ISSUES) OF THE CENTRAL STATES ARCHAEOLOGICAL JOURNAL",$42.00,4296.jpg
"Sold  Dec 10, 2018 PRE-HISTORIC POTTERY HEADS (AUTHENTIC)  #4 of 5",$48.00,7099.jpg
"Sold  Dec 10, 2018 World of Warcraft Alliance United Legendary Coll. Stein",$300.00,12420.jpg
"Sold  Dec 10, 2018 A small deposit of stone,PRECOLUMBIAN,CHAVIN,MOCHE",$189.00,432.jpg
"Sold  Dec 9, 2018 Lot of Vintage Miscellaneous U.S. Paperwork and Postcards",$12.00,1967.jpg
"Sold  Dec 9, 2018 *SC*WONDERFLY PRE-COLUMBIAN POTTERY FIGURE OF A LARGE MONKEY!",$199.00,11396.jpg
"Sold  Dec 7, 2018 18-24 K Gold Plated Replicas of PRE COLUMBIAN jewlery",$10.00,12201.jpg
"Sold  Dec 7, 2018 *SC*LOT OF THREE FINE PRE-COLUMBIAN POTTERY AND STONE ANTIQUITIES!",$50.00,2934.jpg
"Sold  Dec 5, 2018 NEW BOOK - Rediscovery of Pre-Columbian Textiles",$25.00,4566.jpg
"Sold  Dec 4, 2018 Pre-Columbian Collection Lot of 5 MAYAN AZTEC Teotihuacan Jade stone head",$20.00,7690.jpg
"Sold  Dec 4, 2018 Collection of (10) Pre-Columbian Masks Figures and Heads In Storage/Display Box",$89.00,7712.jpg
"Sold  Dec 4, 2018 Pre-Columbian Small Figure of a Pottery Vessel 2 X 1-1/4 inches",$22.50,3809.jpg
"Sold  Dec 4, 2018 THREE LAR HOTHEM PUBLICATIONS FROM THE LIBRARY OF DAVID STILP",$63.00,3191.jpg
"Sold  Dec 2, 2018 5 VINTAGE PHOTOS OF YUCATAN MAYAN TEMPLES & GOLD ARTEFACTS by HUGO BREHME MEXICO",$32.06,5228.jpg
"Sold  Dec 1, 2018 Rare 1886 Black Mammy: A Song Of The Sunny South,and Other Poems",$24.00,9892.jpg
"Sold  Nov 30, 2018 Lot of 3 Old Vintage Arrowheads? Estate Find",$6.50,1286.jpg
"Sold  Nov 27, 2018 RARE HARDBACK COPY OF ""PREHISTORIC RACES"" (1873) FROM THE DAVID STILP LIBRARY",$149.50,4386.jpg
"Sold  Nov 27, 2018 FIRST EDITION HARDBACK COPY OF ""MEN OF ANCIENT IOWA"" (1964)",$30.00,6199.jpg
"Sold  Nov 25, 2018 LOT OF 3 HISTORIC TRADE PIPES ( POINT PLEASANT SITE, OHIO )",$5.55,9039.jpg
"Sold  Nov 24, 2018 Ancient Mayan Clay Pottery Figure Head of God or Goddess No Reserve",$11.00,10008.jpg
"Sold  Nov 24, 2018 Pre Columbian Mayan 2 ornamented tops of cache vessels Classic Period 250-900AD",$202.50,6698.jpg
"Sold  Nov 22, 2018 USA, late 19th, early 20th century, 125 Photographic Views of Chicago, rare, RRR",$99.99,3407.jpg
"Sold  Nov 20, 2018 PAIR OF AUTHENTIC UNUSUAL NOTCHED CELTS FROM OLD CHICAGO ARTIFACT COLLECTION",$43.88,6609.jpg
"Sold  Nov 20, 2018 FIRST EDITION SIGNED HARDBACK COPY OF ""PREHISTORIC CHERT TYPES OF THE MIDWEST""",$143.50,10455.jpg
"Sold  Nov 20, 2018 Pre Columbian God of Fertility Clay stone figure",$69.20,8937.jpg
"Sold  Nov 18, 2018 Pre-Columbian Collection Lot of 5 MAYAN AZTEC Teotihuacan Jade stone head",$34.00,7690.jpg
"Sold  Nov 18, 2018 Circa 1920's Tin Pocket Bank ""SONS OF VETERANS"" RELIEF FUND DRIVE",$20.51,546.jpg
"Sold  Nov 17, 2018 LOT OF 3 HISTORIC TRADE PIPES ( POINT PLEASANT SITE, OHIO )",$10.55,9039.jpg
"Sold  Nov 16, 2018 Large Lot Of Original Pre Columbian Ritualistic Gods Heads And More",$132.50,10235.jpg
"Sold  Nov 14, 2018 *SC*AZTEC STANDING POTTERY FIGURE OF A SHAMAN OR A WARRIOR!!",$99.00,11812.jpg
"Sold  Nov 13, 2018 LOT OF 3 HISTORIC TRADE PIPES ( POINT PLEASANT SITE, OHIO )",$10.55,9039.jpg
"Sold  Nov 13, 2018 VINTAGE COPY OF MOOREHEADS'S ""PREHISTORIC RELICS"" FROM THE DAVID STILP LIBRARY",$67.66,1432.jpg
"Sold  Nov 13, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 10, 2000",$36.00,9185.jpg
"Sold  Nov 13, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 9, 1996",$42.00,709.jpg
"Sold  Nov 13, 2018 UNUSED FIRST EDITION COPY OF WHO'S WHO IN INDIAN RELICS NO. 8, 1992",$35.82,10364.jpg
"Sold  Nov 11, 2018 Lot Of 10 Dodge Chrysler Ram Owners Manuals User Guides",$81.01,8983.jpg
"Sold  Nov 11, 2018 SET OF 4 Mayan Aztec Inca STATUE CLAY FIGURINES ",$35.00,10208.jpg
"Sold  Nov 10, 2018 LOT OF 3 HISTORIC TRADE PIPES ( POINT PLEASANT SITE, OHIO )",$5.55,9039.jpg
"Sold  Nov 8, 2018 *SC*A NICE PAIR OF ZOOMORPHIC PRE COLUMBIAN POTTERY WHISTLES!",$99.00,10806.jpg
"Sold  Nov 6, 2018 SEVEN AUTHENTIC STONE ARTIFACTS FROM THE COLLECTION OF AUGIE MEIR, BATAVIA, ILL",$45.00,8917.jpg
"Sold  Nov 6, 2018 THREE LAR HOTHEM PUBLICATIONS FROM THE LIBRARY OF DAVID STILP",$76.00,3191.jpg
"Sold  Nov 6, 2018 FIVE ARCHAEOLOGICAL PUBLICATIONS FROM THE LIBRARY OF DAVID STILP",$10.65,12164.jpg
"Sold  Nov 4, 2018 *SC*RARE PRE-COLUMBIAN WHISTLE IN THE SHAPE OF AN ARMADILLO!!",$305.00,5221.jpg
"Sold  Nov 4, 2018 *SC*RARE AZTEC STANDING POTTERY FIGURE OF A SHAMAN OR WARRIOR!",$202.50,6569.jpg
"Sold  Nov 4, 2018 *SC*RARE AZTEC STANDING POTTERY FIGURE OF A SHAMAN OR WARRIOR!",$182.50,6569.jpg
"Sold  Nov 4, 2018 Bicentenary Of American Independence One Crown Coin",$1.67,9704.jpg
"Sold  Nov 3, 2018 Antique Pamphlet “Historical Facts Of The Ancient Cliff Dwellers “",$11.50,359.jpg
"Sold  Nov 3, 2018 Antique Pamphlet “Historical Facts Of The Ancient Cliff Dwellers “",$11.50,359.jpg
"Sold  Nov 3, 2018 Lot Of Two Pre-Columbian Figurines Clay",$37.00,747.jpg
"Sold  Nov 3, 2018  Pre-Columbian Maya gold pendents Set of 4","$3,300.00",9814.jpg
"Sold  Nov 1, 2018 LOT OF 12 HISTORIC TRADE PIPE ORIGINAL REED STEMS ( OTTAWA, KANSAS )",$21.50,9200.jpg
"Sold  Nov 1, 2018 LOT OF 5 HISTORIC TRADE PIPES W/ ORIGINAL STEMS ( POINT PLEASANT SITE, OHIO )",$25.00,1602.jpg
"Sold  Oct 30, 2018 SIGNED 2003 HARDBACK REPRINT OF TOWNSEND'S BIRDSTONES OF THE N. AMERICAN INDIAN",$270.00,1993.jpg
"Sold  Oct 30, 2018 TWO LAR HOTHEM COLLECTOR BOOKS FROM THE LIBRARY OF DAVID STILP",$55.50,8797.jpg
"Sold  Oct 30, 2018 3 COMPLETE YEARS (12 ISSUES) OF THE CENTRAL STATES ARCHAEOLOGICAL JOURNAL",$47.00,4296.jpg
"Sold  Oct 29, 2018 Lot Of 10 Chrysler Dodge Ram Ram Owners Manuals User Guides",$93.00,9254.jpg
"Sold  Oct 28, 2018 United Iron Moulders Molders  Old Crest Flag Emblem Coat Of Arms Vintage Vintage",$45.00,10587.jpg
"Sold  Oct 28, 2018 Lot Of 3 Ancient Pre Columbian Pottery heads & Faces",$26.00,3671.jpg
"Sold  Oct 27, 2018 Pre Columbian Mayan Clay Pieces of Parts LOT",$29.00,8197.jpg
"Sold  Oct 24, 2018 Pre Columbian Colima  300 - 100 BC Figural Bust Lot of 3 w/ Museum Provenance",$64.98,8916.jpg
"Sold  Oct 24, 2018 Pair Of Antique Ceramic Effigy Pots",$41.03,8115.jpg
"Sold  Oct 21, 2018 *SC*PRE-COLUMBIAN POTTERY FIGURE OF SITTING MAN, pre 15th cent. AD!",$19.00,2108.jpg
"Sold  Oct 20, 2018 Taino Marble Full Figure Pendant Of Solenodon. PreColumbian",$150.00,3713.jpg
"Sold  Oct 19, 2018 133 Pieces of Carved Jade Stone Beads Native Indian Zapotec Mayan Aztec Jewelry",$99.95,8891.jpg
"Sold  Oct 16, 2018 FIVE AUTHENTIC CHERT ARTIFACTS FROM THE COLLECTION OF AUGIE MEIR, BATAVIA, ILL",$76.99,2075.jpg
"Sold  Oct 16, 2018 THIRD PRINTING (1989) OF WHO'S WHO IN INDIAN RELICS NO. 2",$43.40,9987.jpg
"Sold  Oct 16, 2018 SIX AUTHENTIC CHERT ARTIFACTS FROM THE COLLECTION OF AUGIE MEIR, BATAVIA, ILL",$44.00,2372.jpg
"Sold  Jan 14, 2019 Ancient Roman Terracotta Oil Lamp.",$19.99,9506.jpg
"Sold  Jan 14, 2019 Rare ancient stone Near Eastern Seal , 300 bc .",$12.18,8545.jpg
"Sold  Jan 14, 2019 Rare ancient gilt Roman pendant with glass face , 2nd to 4th Century ad .",$35.90,10566.jpg
"Sold  Jan 14, 2019 Rare ancient bronze Near Eastern Seal , 300 bc",$15.39,3077.jpg
"Sold  Jan 14, 2019 Rare ancient bronze Zoomorphic Roman bangle , 2nd to 4th Century ad",$14.48,10603.jpg
"Sold  Jan 14, 2019 Rare ancient Near Eastern lapis lazou cylinder bead seal , 300 bc",$17.31,6405.jpg
"Sold  Jan 14, 2019 Rare ancient glass bead Roman Necklace 2nd to 4th Century.ad",$89.76,10989.jpg
"Sold  Jan 14, 2019 Rare ancient stone seal bead , Near Eastern , 300 bc",$20.52,3620.jpg
"Sold  Jan 14, 2019 Brass Wonderful Ring Ancient Mosaic Glass    ...",$12.99,8332.jpg
"Sold  Jan 14, 2019 Rare ancient carnealian Near Eastern stone seal . 300 bc",$9.62,7798.jpg
"Sold  Jan 14, 2019 Rare ancient bronze luristian animal with wings , c1200 bc",$164.83,9110.jpg
"Sold  Jan 14, 2019 Rare ancient Roman dice , 1st to 3rd Century ad",$13.46,11205.jpg
"Sold  Jan 14, 2019 Rare ancient lapis lazou stone seal bead Near Eastern 300 bc .",$12.18,7651.jpg
"Sold  Jan 14, 2019 Rare Roman re strung glass bead necklace 1st to 3rd cenury ad .",$29.49,1012.jpg
"Sold  Jan 14, 2019 Rare ancient Terracotta Indus Valley votive offering bull , c3rd millennium bc",$46.80,3114.jpg
"Sold  Jan 14, 2019 Rare ancient bronze Near Eastern Seal pendant , 300 bc .",$12.18,3832.jpg
"Sold  Jan 14, 2019 Rare ancient Near Eastern stone seal bead , 300 bc",$8.46,11112.jpg
"Sold  Jan 14, 2019 ROMAN BRITISH MORTARIUM RIM (VELULAMIUM REGION TYPE)",$1.54,9326.jpg
"Sold  Jan 14, 2019 Unique silver mix and brass very beautiful old Ring with natural lapis lazuli #2",$15.99,4608.jpg
"Sold  Jan 13, 2019 ROMAN Ancient Bronze Legionary EAGLE RING - Circa 100-300 AD",$27.66,1549.jpg
"Sold  Jan 13, 2019 New Listing ** AQUILA-LEGIONARY EAGLE **Ancient Silver Legionary Roman Ring **AMAZING **",$60.00,
"Sold  Jan 13, 2019 Huge Silver Mix Old Ring with Bull wonderful intaligo Agate stone #12G",$16.50,2055.jpg
"Sold  Jan 13, 2019 22.5"" Vintage Old Byzantine Thin Iron Processional Crusaders Cross Finial","$1,185.00",12392.jpg
"Sold  Jan 13, 2019 LOT OF 16 ANCIENT BRONZE RINGS",$92.00,4380.jpg
"Sold  Jan 13, 2019 LOT OF 6 ANCIENT BRONZE RINGS",$148.50,8410.jpg
"Sold  Jan 13, 2019 LOT OF 6 ANCIENT BRONZE RINGS",$76.00,8410.jpg
"Sold  Jan 13, 2019 ANCIENT BRONZE WEDDING RING, CLASPED HANDS",$72.00,2789.jpg
"Sold  Jan 13, 2019 LOT OF 4 ANCIENT BRONZE ARROWHEADS",$19.50,8218.jpg
"Sold  Jan 13, 2019 ANCIENT BRONZE ZOOMORPHIC STRAP HOOK, DOUBLE SNAKES",$24.50,7240.jpg
"Sold  Jan 13, 2019 LOT OF 4 ANCIENT BRONZE ARROWHEADS",$21.07,8218.jpg
"Sold  Jan 13, 2019 LOT OF MISC. ANCIENT BRONZE / IRON / LEAD ARTIFACTS",$86.00,9277.jpg
"Sold  Jan 13, 2019 **CHI-RHO **Ancient Silver Roman Ring **AMAZING **14g",$55.00,3545.jpg
"Sold  Jan 13, 2019 LOT OF 4 ANCIENT BRONZE ARROWHEADS",$12.08,8218.jpg
"Sold  Jan 13, 2019 ** BRITANNIA **Ancient Silver Legionary Roman Ring **AMAZING **",$51.00,12126.jpg
"Sold  Jan 13, 2019 Roman ancient Ring",$41.00,6242.jpg
"Sold  Jan 13, 2019 ** LEGIONARY EAGLE **Ancient Silver Legionary Roman Ring **AMAZING **",$29.00,10046.jpg
"Sold  Jan 13, 2019   ** EROS **Ancient Silver Greek Roman Ring **AMAZING **",$35.00,6572.jpg
"Sold  Jan 13, 2019 ** LION **Ancient Silver Legionary Roman Ring ** TOP **",$80.00,10117.jpg
"Sold  Jan 13, 2019 Roman Silver ancient Necklace",$10.50,1972.jpg
"Sold  Jan 13, 2019 LOT OF 2 ROMAN RING TOPS",$0.99,9786.jpg
"Sold  Jan 13, 2019 Ancient silver Roman Ring *VERY RARE* ( Legio II Adiutrix )",$32.00,9235.jpg
"Sold  Jan 13, 2019 LOT OF 2 BRONZE ROMAN SOCK APPLICATIONS",$0.99,427.jpg
"Sold  Jan 13, 2019 Ancient silver Legionary Roman Ring *VERY RARE*",$27.00,8720.jpg
"Sold  Jan 13, 2019 LOT OF 5  ROMAN BRONZE COINS",$0.99,9832.jpg
