Object,Price,Location,Link
"Sold  May 2, 2019 Fine Ancient Egyptian Faience Ushabti (Shabti) Amulet Figure, Circa 300 B.C",$20.00,,
"Sold  May 1, 2019 Unique Anubis God Ancient Egyptian Large statue antique basalt stone",$129.00,"Luxor, Egypt",https://www.ebay.com/itm/Unique-Anubis-God-Ancient-Egyptian-Large-statue-antique-basalt-stone/401757699681?hash=item5d8a9ffe61%3Ag%3AAQIAAOSw8yFcxld8&LH_Auction=1
"Sold  May 1, 2019 * 2 Antique Egyptian Glass Or Stone Scarab Beads Amulet Charm Ancient Style",$7.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/2-Antique-Egyptian-Glass-Or-Stone-Scarab-Beads-Amulet-Charm-Ancient-Style/273820695005?hash=item3fc0fc39dd%3Ag%3AGTEAAOSw0Tpcf0y9&LH_Auction=1
"Sold  May 1, 2019 Ancient Egyptian Style Faience Talisman 1500 BC Mummy Pharaoh Amulet Ushabti",$18.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/Ancient-Egyptian-Style-Faience-Talisman-1500-BC-Mummy-Pharaoh-Amulet-Ushabti/273820687473?hash=item3fc0fc1c71%3Ag%3AJX0AAOSwmu5ct01e&LH_Auction=1
"Sold  May 1, 2019 Ancient Egyptian Style Faience Talisman 1500 BC Green Pharaoh Amulet Ushabti",$16.95,"Auburn, Alabama, United States",https://www.ebay.com/itm/Ancient-Egyptian-Style-Faience-Talisman-1500-BC-Green-Pharaoh-Amulet-Ushabti/273820687482?hash=item3fc0fc1c7a%3Ag%3AxAQAAOSwJRFctqCG&LH_Auction=1
"Sold  May 1, 2019 Rare Large Ancient Egyptian Horus (c.2400-2300)",$47.23,"staines, Middlesex, United Kingdom",https://www.ebay.com/itm/Rare-Large-Ancient-Egyptian-Horus-c-2400-2300/173880257494?hash=item287c122bd6%3Ag%3A6HwAAOSwukZcWLga&LH_Auction=1
"Sold  May 1, 2019 RARE ANCIENT EGYPTIAN ANTIQUE OSIRIS Stella 1494-1319 BC",$49.00,"Luxor, Egypt",https://www.ebay.com/itm/RARE-ANCIENT-EGYPTIAN-ANTIQUE-OSIRIS-Stella-1494-1319-BC/133029540093?hash=item1ef92db0fd%3Ag%3AyH8AAOSwqaNcvOnv&LH_Auction=1
"Sold  May 1, 2019 An Egyptian Pharaonic Cartonagge Fragments",$157.50,"., Turkey",https://www.ebay.com/itm/An-Egyptian-Pharaonic-Cartonagge-Fragments/352650717257?hash=item521b9ee849%3Ag%3AEVYAAOSwSBNcw2sW&LH_Auction=1
"Sold  May 1, 2019 An Egyptian Pharaonic Cartonagge Fragments",$355.00,"., Turkey",https://www.ebay.com/itm/An-Egyptian-Pharaonic-Cartonagge-Fragments/352650717257?hash=item521b9ee849%3Ag%3AEVYAAOSwSBNcw2sW&LH_Auction=1
"Sold  May 1, 2019 WONDERFUL EGYPTIAN CYLINDER SEALS AGATE STONE BRASS RING #SR2004",$9.99,"bangkok, Thailand",https://www.ebay.com/itm/WONDERFUL-EGYPTIAN-CYLINDER-SEALS-AGATE-STONE-BRASS-RING-SR2004/153463001491?hash=item23bb1b9193%3Ag%3ACk0AAOSwFLpcwKdV&LH_Auction=1
