Date,Object,Price,Location,Category,Link
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Lot of 7 Roman and Celtic brooch",41.0,United Kingdom,celt,https://www.ebay.com/itm/Lot-of-7-Roman-and-Celtic-brooch/292872703220?hash=item443092ccf4%3Ag%3A8NQAAOSwUMBcFkWS&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 MILITARY ROMAN CROSS SHAPE APPLIQUE",1.25,Bosnia and Herzegovina,roman,https://www.ebay.com/itm/MILITARY-ROMAN-CROSS-SHAPE-APPLIQUE/273519223936?hash=item3faf042480%3Ag%3A5QgAAOSw3wFbnpws&LH_Auction=1
2018-10-22 00:00:00,"Sold  Oct 22, 2018 Key Ottoman Writings And prominent engravings Of bronze Old and very rare",5.5,Turkey,islamic,https://www.ebay.com/itm/Key-Ottoman-Writings-And-prominent-engravings-Of-bronze-Old-and-very-rare/142978892381?hash=item214a34c25d%3Ag%3AiZ0AAOSwlxxbx3Ec&LH_Auction=1
2018-12-04 00:00:00,"Sold  Dec 4, 2018 Pre-Columbian Collection Lot of 5 MAYAN AZTEC Teotihuacan Jade stone head",20.0,United States,america,https://www.ebay.com/itm/Pre-Columbian-Collection-Lot-of-5-MAYAN-AZTEC-Teotihuacan-Jade-stone-head/132867130310?hash=item1eef7f83c6%3Ag%3A9pcAAOSwhnlb5T0u&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 LOT of 20 Celtic, bronze ring money",13.15,Ukraine,celt,https://www.ebay.com/itm/LOT-of-20-Celtic-bronze-ring-money/382603266819?hash=item5914ee8b03%3Ag%3ASm8AAOSwapdb0Eee&LH_Auction=1
2018-12-02 00:00:00,"Sold  Dec 2, 2018 PERSIA, QAJAR, FATH ALI SHAH 1212-1250 AH , AR RIYAL, YAZD MINT ,1216 AH ,SCARCE",19.99,United Kingdom,islamic,https://www.ebay.com/itm/PERSIA-QAJAR-FATH-ALI-SHAH-1212-1250-AH-AR-RIYAL-YAZD-MINT-1216-AH-SCARCE/302965625542?hash=item468a2892c6%3Ag%3AZrEAAOSwd49bvevq&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 1600-1700’s Sword Handle Persian Middle Eastern Turkey Islamic Allah Antique",17.95,,islamic,
2018-11-20 00:00:00,"Sold  Nov 20, 2018  Antique Islamic Bronze Cosmetic  Kohl",30.0,Morocco,islamic,https://www.ebay.com/itm/Antique-Islamic-Bronze-Cosmetic-Kohl/283258311506?hash=item41f382d352%3Ag%3AgTUAAOSw-pNb6q-e&LH_Auction=1
2018-11-12 00:00:00,"Sold  Nov 12, 2018 Ancient Ottoman mirror Of copper With prominent inscriptions For peacock bird",0.99,Turkey,islamic,https://www.ebay.com/itm/Ancient-Ottoman-mirror-Of-copper-With-prominent-inscriptions-For-peacock-bird/142999270110?hash=item214b6bb2de%3Ag%3Ae%7EwAAOSwqDBbn7Lc&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Celtic or Roman Pendant Amulet with authentic decorative paste (Authentic 100 %)",1.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Celtic-or-Roman-Pendant-Amulet-with-authentic-decorative-paste-Authentic-100/264120425726?hash=item3d7ecddcfe%3Ag%3A9OIAAOSwztVcMTzn&LH_Auction=1
2018-10-27 00:00:00,"Sold  Oct 27, 2018 DANUBIAN CELTS SILVER COINS Celtic Drachm lot of 2, Scordisci/ Kapostaler type",41.0,Germany,celt,https://www.ebay.com/itm/DANUBIAN-CELTS-SILVER-COINS-Celtic-Drachm-lot-of-2-Scordisci-Kapostaler-type/232973697465?hash=item363e5081b9%3Ag%3AiPUAAOSwOIlby5y9&LH_Auction=1
2018-11-17 00:00:00,"Sold  Nov 17, 2018 ARABIC TRADITION MUGHALATH BOX INCENSE WOOD GOLD RELIGIOUS SPIRITUAL",11.49,,islamic,
2018-12-09 00:00:00,"Sold  Dec 9, 2018 lot of 5 Roman and Celtic brooch",41.0,Slovakia,celt,https://www.ebay.com/itm/lot-of-5-Roman-and-Celtic-brooch/302981188550?hash=item468b160bc6%3Ag%3An9UAAOSw4vpcBCq6&LH_Auction=1
2018-10-30 00:00:00,"Sold  Oct 30, 2018 CELTIC ANCIENT BRONZE FERTILITY PENDANT !!",5.5,,celt,
2019-01-16 00:00:00,"Sold  Jan 16, 2019 ANTIQUE BRASS 4 ISLAMIC ILAM SIZE BETWEEN 1 TO 4 INCH",0.99,,islamic,
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Turquoise Ancient islamic writing stone Lovely Stunning  Ring      #6G",18.5,Thailand,islamic,https://www.ebay.com/itm/Turquoise-Ancient-islamic-writing-stone-Lovely-Stunning-Ring-6G/273558490122?hash=item3fb15b4c0a%3Ag%3AVFwAAOSw0vJb6x%7ET&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 HUGE ISLAMIC ARABIC CAIROWARE INLAID WITH BRASS OTTOMAN CURTAIN CAABBA 265×155cm",1340.0,,islamic,
2018-12-22 00:00:00,"Sold  Dec 22, 2018 Ancient Egyptian Design Engraved Agate Stone Pumpkins Shaped Old Necklace #E6",27.87,Thailand,egyptian,https://www.ebay.com/itm/Ancient-Egyptian-Design-Engraved-Agate-Stone-Pumpkins-Shaped-Old-Necklace-E6/223281723733?hash=item33fca0b955%3Ag%3AolsAAOSwIS9cEUTp&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 3 Ancient Celtic Clay Beads Celts VERY RARE!  TOP !!",3.25,Germany,celt,https://www.ebay.com/itm/3-Ancient-Celtic-Clay-Beads-Celts-VERY-RARE-TOP/143040654576?hash=item214de32cf0%3Ag%3AsNcAAOSwcs1cB%7EPq&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 turquoise rosary, real turquoise Stone, Tasbeh, Mesbaha, Fayroz, Persian Old",14.5,United States,islamic,https://www.ebay.com/itm/turquoise-rosary-real-turquoise-Stone-Tasbeh-Mesbaha-Fayroz-Persian-Old/372496091357?hash=item56ba7f48dd%3Ag%3AnKcAAOSwiuxb5LNb&LH_Auction=1
2018-11-24 00:00:00,"Sold  Nov 24, 2018 Natural Persian Yemen Agat ring 6-gm sizes us:9.5",20.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Yemen-Agat-ring-6-gm-sizes-us-9-5/202506135165?hash=item2f264e667d%3Ag%3AZ%7EEAAOSwu9Jb5QYO&LH_Auction=1
2019-01-09 00:00:00,"Sold  Jan 9, 2019 Amulet bronze replica SELTIC",0.99,,celt,
2018-12-12 00:00:00,"Sold  Dec 12, 2018 7# Old Rare Antique Islamic Yemeni Silver Dagger Jambiya Khanjar Kindjal",710.0,Germany,islamic,https://www.ebay.com/itm/7-Old-Rare-Antique-Islamic-Yemeni-Silver-Dagger-Jambiya-Khanjar-Kindjal/163409793092?hash=item260bfb9044%3Ag%3A-xoAAOSwypZcA4w%7E&LH_Auction=1
2018-12-11 00:00:00,"Sold  Dec 11, 2018 PAIR OF FINE AUTHENTIC POLISHED CELTS FROM OLD CHICAGO ARTIFACT COLLECTION",43.0,United States,celt,https://www.ebay.com/itm/PAIR-OF-FINE-AUTHENTIC-POLISHED-CELTS-FROM-OLD-CHICAGO-ARTIFACT-COLLECTION/392175870610?hash=item5b4f80e292%3Ag%3ASfwAAOSwMKxb8e4n&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 RARE ANTIQUE COPPER INLAID SILVER HANDMADE ARABIC DALLAH ISLAMIC ART COFFEE POT",193.5,United Kingdom,islamic,https://www.ebay.com/itm/RARE-ANTIQUE-COPPER-INLAID-SILVER-HANDMADE-ARABIC-DALLAH-ISLAMIC-ART-COFFEE-POT/123464514164?hash=item1cbf0efa74%3Ag%3AxYkAAOSw3S5b20Zx&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018  Old Antique Bedouin Yemen Sterling Beads~Coral~Turquoise restrung READY TO WEAR",21.0,United States,islamic,https://www.ebay.com/itm/Old-Antique-Bedouin-Yemen-Sterling-Beads-Coral-Turquoise-restrung-READY-TO-WEAR/163334785313?hash=item2607830921%3Ag%3AJKAAAOSw8f9bvzwa&LH_Auction=1
2018-11-28 00:00:00,"Sold  Nov 28, 2018 VIKING SILVER RING",11.5,,viking,
2019-01-07 00:00:00,"Sold  Jan 7, 2019 AUTHENTIC ANTIQUE HAND WRITTEN QURAN BLIND STAMPED COVERS",157.5,Greece,islamic,https://www.ebay.com/itm/AUTHENTIC-ANTIQUE-HAND-WRITTEN-QURAN-BLIND-STAMPED-COVERS/323626097019?hash=item4b599e597b%3Ag%3AqsMAAOSwTbxcJoZf&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 MEDIEVAL PERSIAN MANUSCRIPT LEAF LARGE PAINTING OF MEN IN SAILING SHIP & FISH",49.0,United States,islamic,https://www.ebay.com/itm/MEDIEVAL-PERSIAN-MANUSCRIPT-LEAF-LARGE-PAINTING-OF-MEN-IN-SAILING-SHIP-FISH/123426710342?hash=item1cbcce2346%3Ag%3AyY8AAOSwqrtbw9P3&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019  islamic silk  green textile  used on holy kaaba in gad name and profit muhammad",99.0,Canada,islamic,https://www.ebay.com/itm/islamic-silk-green-textile-used-on-holy-kaaba-in-gad-name-and-profit-muhammad/264133742915?hash=item3d7f991143%3Ag%3AFYgAAOSw4ohcOjX5&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 Scythian bracelet with ornaments. Scythians. Bronze. 5-6th century. Bracelet.",56.99,Morocco,celt,https://www.ebay.com/itm/Scythian-bracelet-with-ornaments-Scythians-Bronze-5-6th-century-Bracelet/273643106941?hash=item3fb666727d%3Ag%3A-MgAAOSwJclcMoE8&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 Franklin Mint, The Fighting Men of the American Revolution - Georgia Drummer",14.0,United States,america,https://www.ebay.com/itm/Franklin-Mint-The-Fighting-Men-of-the-American-Revolution-Georgia-Drummer/332953594654?hash=item4d8594ab1e%3Ag%3AtI8AAOSwUMBcAiJ4&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 Saber / Sword of Khazar Khaganate (about 8 - 9 centuries) ORIGINAL! Length 80 cm",139.5,Germany,islamic,https://www.ebay.com/itm/Saber-Sword-of-Khazar-Khaganate-about-8-9-centuries-ORIGINAL-Length-80-cm/273571279847?hash=item3fb21e73e7%3Ag%3Av2kAAOSwRF1bzeAG&LH_Auction=1
2018-12-14 00:00:00,"Sold  Dec 14, 2018 ANCIENT BRONZE EARLY CELTIC AXE",48.0,,celt,
2018-12-16 00:00:00,"Sold  Dec 16, 2018 Early Antique Persian Solid Silver Tazza Compote Centerpiece 4 Signatures 950g",605.0,United States,islamic,https://www.ebay.com/itm/Early-Antique-Persian-Solid-Silver-Tazza-Compote-Centerpiece-4-Signatures-950g/143042013999?hash=item214df7eb2f%3Ag%3A73QAAOSwqs1b71Xr&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 *SC* ISLAMIC BRONZE FIGURE OF A HORSE, KHORASSAN, ca. 11th.-12th. CENTURY AD.",79.0,Denmark,islamic,https://www.ebay.com/itm/SC-ISLAMIC-BRONZE-FIGURE-OF-A-HORSE-KHORASSAN-ca-11th-12th-CENTURY-AD/332837315605?hash=item4d7ea66415%3Ag%3A4XcAAOSwuZpbv7rs&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Natural Persian Islamic Carnelian ring 4.90-gm sizes us:10",9.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Islamic-Carnelian-ring-4-90-gm-sizes-us-10/202508564220?hash=item2f267376fc%3Ag%3AxgoAAOSw5V1bVNme&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Celtic brooch",21.5,United Kingdom,celt,https://www.ebay.com/itm/Celtic-brooch/292845318146?hash=item442ef0f002%3Ag%3AfjYAAOSwX6RcBDDH&LH_Auction=1
2018-11-12 00:00:00,"Sold  Nov 12, 2018 BRONZE AGE WINGED AXE, EARLY TYPE",161.5,United States,bronze age,https://www.ebay.com/itm/BRONZE-AGE-WINGED-AXE-EARLY-TYPE/323530301138?hash=item4b53e89ed2%3Ag%3ABKoAAOSwPxRb1M3V&LH_Auction=1
2018-12-28 00:00:00,"Sold  Dec 28, 2018 1 Ancient Celtic Clay Bead Celts VERY RARE!  TOP !!",20.0,Germany,celt,https://www.ebay.com/itm/1-Ancient-Celtic-Clay-Bead-Celts-VERY-RARE-TOP/143063116258?hash=item214f39e9e2%3Ag%3AVAYAAOSw6KxcH8L0&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC  SILVER BELT BUCKLE - 200 BC - RARE!",5.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-SILVER-BELT-BUCKLE-200-BC-RARE/132871888019?hash=item1eefc81c93%3Ag%3AzUEAAOSws0JaXydf&LH_Auction=1
2018-10-25 00:00:00,"Sold  Oct 25, 2018 Afghan Lovely Vintage Old Silver Lovely Ring With Beautiful Lapis Stone # LSTA76",15.0,Thailand,islamic,https://www.ebay.com/itm/Afghan-Lovely-Vintage-Old-Silver-Lovely-Ring-With-Beautiful-Lapis-Stone-LSTA76/223190746441?hash=item33f7348549%3Ag%3AKfEAAOSw-nRbxMi7&LH_Auction=1
2018-11-30 00:00:00,"Sold  Nov 30, 2018 Sword of the Viking. The Vikings. Combat Sword. 86 cm",560.0,Germany,viking,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-86-cm/273571269470?hash=item3fb21e4b5e%3Ag%3A0moAAOSwB19b9KQS&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 CELTIC BRONZE RING ARTEFACT 7 EVIL EYES",20.5,Serbia,celt,https://www.ebay.com/itm/CELTIC-BRONZE-RING-ARTEFACT-7-EVIL-EYES/163446251753?hash=item260e27e0e9%3Ag%3A12EAAOSwMpFcHp25&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018 LOT OF 3  CELTIC WHEEL MONEY",0.99,Slovakia,celt,https://www.ebay.com/itm/LOT-OF-3-CELTIC-WHEEL-MONEY/323618214353?hash=item4b592611d1%3Ag%3AY2sAAOSwosdcIBAN&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Authentic Celtic Ring Proto Coin Money - Rare / 2",16.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Authentic-Celtic-Ring-Proto-Coin-Money-Rare-2/372483709198?hash=item56b9c2590e%3Ag%3AJBgAAOSwihVb1MW3&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Authentic Celtic Ring Proto Coin Money - Rare / 3",12.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Authentic-Celtic-Ring-Proto-Coin-Money-Rare-3/372483711659?hash=item56b9c262ab%3Ag%3A0M8AAOSwiuxb1MZE&LH_Auction=1
2018-12-08 00:00:00,"Sold  Dec 8, 2018  Yemani Rare Old Agate Stone With Wonderful Writing Holy Quran Verses Kursi Ayat",48.0,Thailand,islamic,https://www.ebay.com/itm/Yemani-Rare-Old-Agate-Stone-With-Wonderful-Writing-Holy-Quran-Verses-Kursi-Ayat/323581688095?hash=item4b56f8b91f%3Ag%3APoIAAOSwIbtb44%7Ei&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Authentic Celtic Ring Proto Coin Money - Rare / 1",6.83,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Authentic-Celtic-Ring-Proto-Coin-Money-Rare-1/372483705455?hash=item56b9c24a6f%3Ag%3A6fwAAOSwwRVb1MOO&LH_Auction=1
2018-11-12 00:00:00,"Sold  Nov 12, 2018 BRONZE AGE CEREMONIAL AXE, UNIQUE",56.0,Ukraine,bronze age,https://www.ebay.com/itm/BRONZE-AGE-CEREMONIAL-AXE-UNIQUE/323530308626?hash=item4b53e8bc12%3Ag%3A4WoAAOSwUalb1eKa&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Authentic Celtic Ring Proto Coin Money - Rare / 4",9.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Authentic-Celtic-Ring-Proto-Coin-Money-Rare-4/352499460523?hash=item52129ae9ab%3Ag%3AjJoAAOSwHt1b1Mcz&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 1 Ancient Celtic Glass Bead Celts VERY RARE!  TOP !!",42.0,Germany,celt,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/153237307403?hash=item23ada7c00b%3Ag%3AAyAAAOSwPeVb1xjg&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 46# Antique Old Ancient Roman, Gorgeous multi-colored glass bracelet",13.05,Germany,roman,https://www.ebay.com/itm/46-Antique-Old-Ancient-Roman-Gorgeous-multi-colored-glass-bracelet/163410042843?hash=item260bff5fdb%3Ag%3AhZsAAOSwiqBcA8fP&LH_Auction=1
2018-12-17 00:00:00,"Sold  Dec 17, 2018 Weight scale Ancient Ottoman Of bronze It has a logo Ottoman Empire very rareWei",0.99,Turkey,islamic,https://www.ebay.com/itm/Weight-scale-Ancient-Ottoman-Of-bronze-It-has-a-logo-Ottoman-Empire-very-rareWei/143049653493?hash=item214e6c7cf5%3Ag%3AtpoAAOSw%7E5dcEYBO&LH_Auction=1
2018-12-13 00:00:00,"Sold  Dec 13, 2018 Soild Old Silver Very Rare 1400 years + Islamic Coin Wonderfu Pendant  # 60 h",15.0,United States,islamic,https://www.ebay.com/itm/Soild-Old-Silver-Very-Rare-1400-years-Islamic-Coin-Wonderfu-Pendant-60-h/223268676150?hash=item33fbd9a236%3Ag%3A1ZsAAOSwDOpb2ElV&LH_Auction=1
2019-01-11 00:00:00,"Sold  Jan 11, 2019 ANTIQUE OTTOMAN CIGARETTE HOLDER",34.0,Albania,islamic,https://www.ebay.com/itm/ANTIQUE-OTTOMAN-CIGARETTE-HOLDER/382706342470?hash=item591b135a46%3Ag%3AJcMAAOSwiT1cK9bV&LH_Auction=1
2018-12-30 00:00:00,"Sold  Dec 30, 2018  Perfect-Ancient-Celtic-Bronze-Ring-Pendant-Proto-Money-Pre-Coin-Wearable-224  P",33.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/Perfect-Ancient-Celtic-Bronze-Ring-Pendant-Proto-Money-Pre-Coin-Wearable-224-P/273623763628?hash=item3fb53f4aac%3Ag%3AYlIAAOSwIbtcDXtV&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC WARRIORS BRONZE BELT DECORATIONS - 400/300 B.C.",1.0,,celt,
2019-01-04 00:00:00,"Sold  Jan 4, 2019 Large Islamic Art Print • Framed Print Of Mecca In Beautiful Frame",19.99,,islamic,
2018-11-04 00:00:00,"Sold  Nov 4, 2018 > 6 SKULL < MANES symbol .Ancient ROMAN silver ring . glorify FERALIA festival",404.0,Serbia,roman,https://www.ebay.com/itm/6-SKULL-MANES-symbol-Ancient-ROMAN-silver-ring-glorify-FERALIA-festival/123456680506?hash=item1cbe97723a%3Ag%3Acg8AAOSwRrlb1i2C&LH_Auction=1
2018-12-24 00:00:00,"Sold  Dec 24, 2018 English Arabic Calendar Astrolabe Arabic Globe Navigation Astrological Calendar",12.21,India,islamic,https://www.ebay.com/itm/English-Arabic-Calendar-Astrolabe-Arabic-Globe-Navigation-Astrological-Calendar/264097524575?hash=item3d7d706b5f%3Ag%3ASjkAAOSwus9bc9XO&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 Antique Bronze Islamic Stamp With Very Rare Islamic Calligraphy Carved  #14c",57.0,Thailand,islamic,https://www.ebay.com/itm/Antique-Bronze-Islamic-Stamp-With-Very-Rare-Islamic-Calligraphy-Carved-14c/223291631707?hash=item33fd37e85b%3Ag%3Aws8AAOSwN5hcGyza&LH_Auction=1
2018-12-05 00:00:00,"Sold  Dec 5, 2018 NEW BOOK - Rediscovery of Pre-Columbian Textiles",25.0,United States,america,https://www.ebay.com/itm/NEW-BOOK-Rediscovery-of-Pre-Columbian-Textiles/292838112410?hash=item442e82fc9a%3Ag%3AeLoAAOSwzE9a8jkY&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 Antique Gemstone Quality Carved Agate Letter Wax Seal Islamic Persian Script",37.0,United States,islamic,https://www.ebay.com/itm/Antique-Gemstone-Quality-Carved-Agate-Letter-Wax-Seal-Islamic-Persian-Script/264084253449?hash=item3d7ca5eb09%3Ag%3AqTYAAOSw1rpcEDxm&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 *SC* RARE AZTEC STANDING POTTERY FIGURE OF A WARRIOR!!",49.0,Denmark,america,https://www.ebay.com/itm/SC-RARE-AZTEC-STANDING-POTTERY-FIGURE-OF-A-WARRIOR/223273775068?hash=item33fc276fdc%3Ag%3ANgUAAOSwS6pb33EF&LH_Auction=1
2019-01-14 00:00:00,"Sold  Jan 14, 2019 Old islamic Agate stone writing stone gold plated Ring   ...",12.99,Thailand,islamic,https://www.ebay.com/itm/Old-islamic-Agate-stone-writing-stone-gold-plated-Ring/323641870503?hash=item4b5a8f08a7%3Ag%3Ah2YAAOSwMflcNeMx&LH_Auction=1
2018-11-11 00:00:00,"Sold  Nov 11, 2018 Antique Islamic Palestinian Jordananian Shibriya Jambiya Khanjar Bedouin Dagger",201.0,Germany,islamic,https://www.ebay.com/itm/Antique-Islamic-Palestinian-Jordananian-Shibriya-Jambiya-Khanjar-Bedouin-Dagger/264021541678?hash=item3d78e9032e%3Ag%3A1xkAAOSwhJFb3bgL&LH_Auction=1
2018-11-25 00:00:00,"Sold  Nov 25, 2018 Islam Rare Black Onyx Agate Stone With Writing Holy Koran Verses Pendant Silver",18.99,Thailand,islamic,https://www.ebay.com/itm/Islam-Rare-Black-Onyx-Agate-Stone-With-Writing-Holy-Koran-Verses-Pendant-Silver/323560574542?hash=item4b55b68e4e%3Ag%3Ah48AAOSwFYZb45JP&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 Roman silver hairpin with lunula",67.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-silver-hairpin-with-lunula/302941311295?hash=item4688b5913f%3Ag%3AQR4AAOSw9h9b2gqG&LH_Auction=1
2018-12-22 00:00:00,"Sold  Dec 22, 2018 A huge islamic ottoman Sultan Muhammad Arabic mamluk revival silver inlay TABLE",2524.99,Egypt,islamic,https://www.ebay.com/itm/A-huge-islamic-ottoman-Sultan-Muhammad-Arabic-mamluk-revival-silver-inlay-TABLE/123541731826?hash=item1cc3a939f2%3Ag%3AMWsAAOSwADxcEbo%7E&LH_Auction=1
2018-12-25 00:00:00,"Sold  Dec 25, 2018 ANCIENT CELTIC GLASS PASTE BEADS - 5 PIECES - 400 BC - RARE",20.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-GLASS-PASTE-BEADS-5-PIECES-400-BC-RARE/132892211900?hash=item1ef0fe3abc%3Ag%3AbgQAAOSwQqZcDBl4&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 Large Antique Islamic Middle East Damascene Brass Tray With Silver and Copper",19.99,United States,islamic,https://www.ebay.com/itm/Large-Antique-Islamic-Middle-East-Damascene-Brass-Tray-With-Silver-and-Copper/192698090167?hash=item2cddb382b7%3Ag%3ArTUAAOSwuWJbzhJt&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 Gold gilded old ring with beautiful Islamic writing turquoise stone #AA",15.0,Thailand,islamic,https://www.ebay.com/itm/Gold-gilded-old-ring-with-beautiful-Islamic-writing-turquoise-stone-AA/183571408691?hash=item2abdb56733%3Ag%3AI54AAOSwFO1cCVk1&LH_Auction=1
2018-11-29 00:00:00,"Sold  Nov 29, 2018 Vintage Antique Brass Original Islamic Arabic Bedouin  Art Tea Coffee Pot Middle",5.0,United States,islamic,https://www.ebay.com/itm/Vintage-Antique-Brass-Original-Islamic-Arabic-Bedouin-Art-Tea-Coffee-Pot-Middle/302964666173?hash=item468a19ef3d%3Ag%3ASQEAAOSwW0Vb8uf8&LH_Auction=1
2018-11-24 00:00:00,"Sold  Nov 24, 2018 Natural Persian Islamic Banded Carnelian ring  ring 4.50-gm sizes us:9.75",9.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Islamic-Banded-Carnelian-ring-ring-4-50-gm-sizes-us-9-75/202506136284?hash=item2f264e6adc%3Ag%3AYxgAAOSw2sZbN8He&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 Sword of the Viking. The Vikings. Big Combat Sword. 99 cm",1025.0,Germany,viking,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Big-Combat-Sword-99-cm/273622625914?hash=item3fb52dee7a%3Ag%3AVtMAAOSwaPpcHsEa&LH_Auction=1
2018-11-28 00:00:00,"Sold  Nov 28, 2018 1600-1800’s Sword Handle Persian Middle Eastern Turkey Islamic Allah Antique",17.95,,islamic,
2018-12-27 00:00:00,"Sold  Dec 27, 2018 Turkey Ottoman Empire, great old Islamic Quran, 503 pages, rare, authentic, RRR!",99.99,Bulgaria,islamic,https://www.ebay.com/itm/Turkey-Ottoman-Empire-great-old-Islamic-Quran-503-pages-rare-authentic-RRR/332960562362?hash=item4d85fefcba%3Ag%3AIFAAAOSwKJZbI5V9&LH_Auction=1
2018-10-20 00:00:00,"Sold  Oct 20, 2018 ANTIQUE Ottoman Belt Cartridge Case Palaska Greek Albanian Folk Military Costume",69.0,United States,greek,https://www.ebay.com/itm/ANTIQUE-Ottoman-Belt-Cartridge-Case-Palaska-Greek-Albanian-Folk-Military-Costume/283209884092?hash=item41f09fe1bc%3Ag%3AojIAAOSwhE9bfb0i&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 Beautiful islamic ottoman Arabic mamluk revival silver inlay BOX & key of kaaba",565.0,Egypt,islamic,https://www.ebay.com/itm/Beautiful-islamic-ottoman-Arabic-mamluk-revival-silver-inlay-BOX-key-of-kaaba/123523293627?hash=item1cc28fe1bb%3Ag%3ArqIAAOSw5tNcA0lo&LH_Auction=1
2019-01-11 00:00:00,"Sold  Jan 11, 2019 LOVELY ANTIQUE ISLAMIC SILVER RING WITH BLUE STONE INSET",14.85,Thailand,islamic,https://www.ebay.com/itm/LOVELY-ANTIQUE-ISLAMIC-SILVER-RING-WITH-BLUE-STONE-INSET/153328681340?hash=item23b31a017c%3Ag%3Aix8AAOSwkFZcFrYc&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 CELTIC Bronze WHEEL PROTO Coin 800 BC - 400 BC Celtic MONEY",1.99,Serbia,celt,https://www.ebay.com/itm/CELTIC-Bronze-WHEEL-PROTO-Coin-800-BC-400-BC-Celtic-MONEY/153227109056?hash=item23ad0c22c0%3Ag%3AY-QAAOSwJuZbzLrL&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 LOVELY ANTIQUE ISLAMIC SILVER RING WITH BLUE STONE INSET",4.13,Thailand,islamic,https://www.ebay.com/itm/LOVELY-ANTIQUE-ISLAMIC-SILVER-RING-WITH-BLUE-STONE-INSET/153306294036?hash=item23b1c46714%3Ag%3Aix8AAOSwkFZcFrYc&LH_Auction=1
