Date,Object,Price,Location,Category,Link
2018-12-14 00:00:00,"Sold  Dec 14, 2018 Franklin Mint, The Fighting Men of the American Revolution - RI Artilleryman",14.0,United States,america,https://www.ebay.com/itm/Franklin-Mint-The-Fighting-Men-of-the-American-Revolution-RI-Artilleryman/332934062425?hash=item4d846aa159%3Ag%3ADzYAAOSwjQVcAiDz&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 RARE Celtic Ring Money Proto Coin From 800 BC Artifact Valued $300 Ancient",9.95,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/RARE-Celtic-Ring-Money-Proto-Coin-From-800-BC-Artifact-Valued-300-Ancient/273560672631?hash=item3fb17c9977%3Ag%3ATAgAAOSwZ4Rb66vg&LH_Auction=1
2018-10-29 00:00:00,"Sold  Oct 29, 2018 FINE ANTIQUE ISLAMIC MIDDLE EASTERN BRASS INCENSE BURNER EGYPT INTRICATE",46.75,,islamic,https://www.ebay.com/itm/FINE-ANTIQUE-ISLAMIC-MIDDLE-EASTERN-BRASS-INCENSE-BURNER-EGYPT-INTRICATE/183498366190?hash=item2ab95adcee%3Ag%3Aa1cAAOSw2Jxbzi-b&LH_Auction=1
2018-10-25 00:00:00,"Sold  Oct 25, 2018 Fertility ** FLOWER ** ROMAN BRONZE PENDANT * ARTIFACT",5.5,United States,roman,https://www.ebay.com/itm/Fertility-FLOWER-ROMAN-BRONZE-PENDANT-ARTIFACT/163316511669?hash=item26066c33b5%3Ag%3Av1UAAOSwe2ZbxIfx&LH_Auction=1
2018-11-15 00:00:00,"Sold  Nov 15, 2018 Silver Old Wonderful Turquoise Stone Lovley Islamic Design Old Silver Ring # Ck7",15.0,Thailand,islamic,https://www.ebay.com/itm/Silver-Old-Wonderful-Turquoise-Stone-Lovley-Islamic-Design-Old-Silver-Ring-Ck7/223218781118?hash=item33f8e04bbe%3Ag%3ABBEAAOSwzThb4Hbt&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 The key to the old Ottoman castle Of bronze It has ancient writings handmade",0.99,Turkey,islamic,https://www.ebay.com/itm/The-key-to-the-old-Ottoman-castle-Of-bronze-It-has-ancient-writings-handmade/143040998745?hash=item214de86d59%3Ag%3AvekAAOSw4PNbx3Yk&LH_Auction=1
2018-11-29 00:00:00,"Sold  Nov 29, 2018  18k karat Gold Wonderful Ring Ancient Roman Carnelian Agate Deer stone 9 gram",9.99,Thailand,roman,https://www.ebay.com/itm/18k-karat-Gold-Wonderful-Ring-Ancient-Roman-Carnelian-Agate-Deer-stone-9-gram/323567664418?hash=item4b5622bd22%3Ag%3Aek8AAOSwCK1b-lGP&LH_Auction=1
2018-11-14 00:00:00,"Sold  Nov 14, 2018 1890 Antique Ottoman dagger Bayonet Crescent and Star  etched Jambiya N Sword",31.0,,islamic,
2018-12-19 00:00:00,"Sold  Dec 19, 2018 CELTC  BEADS ANCIENT bronz BEADS",0.97,Estonia,celt,https://www.ebay.com/itm/CELTC-BEADS-ANCIENT-bronz-BEADS/192756264780?hash=item2ce12b2f4c%3Ag%3ATvgAAOSwHGJcEVu0&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 Pre-Columbian Collection Lot of 5 MAYAN AZTEC Teotihuacan Jade stone head",34.0,United States,america,https://www.ebay.com/itm/Pre-Columbian-Collection-Lot-of-5-MAYAN-AZTEC-Teotihuacan-Jade-stone-head/132849472554?hash=item1eee72142a%3Ag%3A9pcAAOSwhnlb5T0u&LH_Auction=1
2018-10-27 00:00:00,"Sold  Oct 27, 2018 CELTIC SNAKE BRONZE PENDANT",5.5,United Kingdom,celt,https://www.ebay.com/itm/CELTIC-SNAKE-BRONZE-PENDANT/163326052371?hash=item2606fdc813%3Ag%3AYzwAAOSwVoVby57z&LH_Auction=1
2018-12-26 00:00:00,"Sold  Dec 26, 2018 antique ottoman yatagan old islam sword signed marked 27 1/2 inches coral stones",306.0,United States,islamic,https://www.ebay.com/itm/antique-ottoman-yatagan-old-islam-sword-signed-marked-27-1-2-inches-coral-stones/273624055127?hash=item3fb543bd57%3Ag%3AVKgAAOSwzcNcIDqp&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Lot Of 4 items -  Ancient Pre Columbian Pottery heads / partial figure",36.0,United States,america,https://www.ebay.com/itm/Lot-Of-4-items-Ancient-Pre-Columbian-Pottery-heads-partial-figure/173725199572?hash=item2872d42cd4%3Ag%3ARGgAAOSwIGxb-z6M&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 Solid Gold Antique Islamic Coins (2 coins)",500.0,Bulgaria,islamic,https://www.ebay.com/itm/Solid-Gold-Antique-Islamic-Coins-2-coins/254014104285?hash=item3b246ba2dd%3Ag%3A3AYAAOSwEKxb%7E3k-&LH_Auction=1
2018-12-26 00:00:00,"Sold  Dec 26, 2018 Medieval? Pendant Amulet Talisman Silver? Middle East Islamic Holy Allah Old",14.95,United States,islamic,https://www.ebay.com/itm/Medieval-Pendant-Amulet-Talisman-Silver-Middle-East-Islamic-Holy-Allah-Old/273618665964?hash=item3fb4f181ec%3Ag%3AiRQAAOSwcnZcGwDr&LH_Auction=1
2018-12-29 00:00:00,"Sold  Dec 29, 2018 Scythian ritual sword / saber. Ritual sword murder.",266.01,Germany,celt,https://www.ebay.com/itm/Scythian-ritual-sword-saber-Ritual-sword-murder/273622631254?hash=item3fb52e0356%3Ag%3AANcAAOSwVRBb-Bni&LH_Auction=1
2018-10-23 00:00:00,"Sold  Oct 23, 2018 Antique Ottoman bronze Lamp The old Islamic era 1853 Turkish Collectibles",29.99,,islamic,
2018-11-29 00:00:00,"Sold  Nov 29, 2018  18k karat Gold Wonderful Ring Ancient Roman Carnelian Agate Fox stone 10.8 gram",9.99,Thailand,roman,https://www.ebay.com/itm/18k-karat-Gold-Wonderful-Ring-Ancient-Roman-Carnelian-Agate-Fox-stone-10-8-gram/323567663125?hash=item4b5622b815%3Ag%3AMq4AAOSwDPNb-lDd&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 Middle Eastern Black Stone Intaglio Silver? Signet Ring Ancient Islamic Allah",23.5,United States,islamic,https://www.ebay.com/itm/Middle-Eastern-Black-Stone-Intaglio-Silver-Signet-Ring-Ancient-Islamic-Allah/273596782564?hash=item3fb3a397e4%3Ag%3AQ8QAAOSwR0dcBgCk&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 Ancient Bronze Celtic Chain Belt 700-200 BC",100.0,Canada,celt,https://www.ebay.com/itm/Ancient-Bronze-Celtic-Chain-Belt-700-200-BC/153218944677?hash=item23ac8f8ea5%3Ag%3AYJ8AAOSwp7taePKB&LH_Auction=1
2019-01-15 00:00:00,"Sold  Jan 15, 2019 19h century YEMEN YEMENITE KHANJAR KOUMMIYA KOUMMYA JAMBIYA horn silver OMAN",1500.0,Belgium,islamic,https://www.ebay.com/itm/19h-century-YEMEN-YEMENITE-KHANJAR-KOUMMIYA-KOUMMYA-JAMBIYA-horn-silver-OMAN/333013050608?hash=item4d891fe4f0%3Ag%3A1V4AAOSwmSZbMm1t&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 48# Old Antique Ancient Roman, Yemen Red Glass Bracelet",15.95,Germany,islamic,https://www.ebay.com/itm/48-Old-Antique-Ancient-Roman-Yemen-Red-Glass-Bracelet/163410046763?hash=item260bff6f2b%3Ag%3AVXYAAOSw5UFcA8id&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 Roman enamelled plate brooch",26.0,United Kingdom,roman,https://www.ebay.com/itm/Roman-enamelled-plate-brooch/292893507534?hash=item4431d03fce%3Ag%3ABigAAOSwjfdcJj9p&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 BRONZE ROMAN SQUARE WITH GLASS PASTE RARE",1.99,Bosnia and Herzegovina,roman,https://www.ebay.com/itm/BRONZE-ROMAN-SQUARE-WITH-GLASS-PASTE-RARE/273643013813?hash=item3fb66506b5%3Ag%3AHCUAAOSwJOJcMm9k&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 Roman zoomorphic brooch",15.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-zoomorphic-brooch/292845295840?hash=item442ef098e0%3Ag%3AGFwAAOSwmepcBC2I&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 Sword of the Viking. The Vikings. Combat Sword. 84 cm",910.0,Germany,viking,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-84-cm/273580590264?hash=item3fb2ac84b8%3Ag%3AItcAAOSwELBb2jPX&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 3 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!",15.5,Germany,celt,https://www.ebay.com/itm/3-Ancient-Celtic-Glass-Beads-Celts-VERY-RARE-TOP/143072313144?hash=item214fc63f38%3Ag%3A6nYAAOSw%7E2VcKN37&LH_Auction=1
2019-01-10 00:00:00,"Sold  Jan 10, 2019 PRIMITIVE  Pre-Columbian FIQURE MADE OF LAVA",29.99,United States,america,https://www.ebay.com/itm/PRIMITIVE-Pre-Columbian-FIQURE-MADE-OF-LAVA/312413650870?hash=item48bd4dffb6%3Ag%3AO54AAOSwEKxcLoD2&LH_Auction=1
2018-10-25 00:00:00,"Sold  Oct 25, 2018 Antique islamic Lapis stone holy name old lovely stamp   # 5J",12.5,Thailand,islamic,https://www.ebay.com/itm/Antique-islamic-Lapis-stone-holy-name-old-lovely-stamp-5J/273517827593?hash=item3faeeed609%3Ag%3A8PAAAOSwUVhby3aD&LH_Auction=1
2018-12-01 00:00:00,"Sold  Dec 1, 2018 Antique islamic handmade Rock Crystal & agate seal of Nawab Rampur dated 1888 AD",750.0,India,islamic,https://www.ebay.com/itm/Antique-islamic-handmade-Rock-Crystal-agate-seal-of-Nawab-Rampur-dated-1888-AD/123513066043?hash=item1cc1f3d23b%3Ag%3Ai4YAAOSw8L5b%7EJTL&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 Antique Russian Kuznetsov Porcelain Bowl for Asian Population(6)",19.99,United States,russian,https://www.ebay.com/itm/Antique-Russian-Kuznetsov-Porcelain-Bowl-for-Asian-Population-6/132882092161?hash=item1ef063d081%3Ag%3A5h4AAOSwVqlaL%7EEw&LH_Auction=1
2018-11-18 00:00:00,"Sold  Nov 18, 2018 CELTIC TWO HEAD HORSE WHEEL MONEY-400bc",13.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/CELTIC-TWO-HEAD-HORSE-WHEEL-MONEY-400bc/273555507698?hash=item3fb12dc9f2%3Ag%3ADEkAAOSwaepb6KFc&LH_Auction=1
2018-12-06 00:00:00,"Sold  Dec 6, 2018 Big Sword of the Viking. The Vikings. Combat Sword.",511.0,Germany,viking,https://www.ebay.com/itm/Big-Sword-of-the-Viking-The-Vikings-Combat-Sword/273580587828?hash=item3fb2ac7b34%3Ag%3ACHAAAOSwn6JbyfQA&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018  Pre-Columbian Maya gold pendents Set of 4",3300.0,,america,
2018-11-07 00:00:00,"Sold  Nov 7, 2018 Roman bimetallic mirror",68.0,United Kingdom,roman,https://www.ebay.com/itm/Roman-bimetallic-mirror/302941299914?hash=item4688b564ca%3Ag%3AV8sAAOSwnCdb2gdt&LH_Auction=1
2018-12-07 00:00:00,"Sold  Dec 7, 2018 Huge Old Black lapis lazul Stone Quran Surah Ayah Dua Pendant 99.1gr L87mm W75mm",49.99,Thailand,islamic,https://www.ebay.com/itm/Huge-Old-Black-lapis-lazul-Stone-Quran-Surah-Ayah-Dua-Pendant-99-1gr-L87mm-W75mm/323578751629?hash=item4b56cbea8d%3Ag%3AJt8AAOSwaIpcA6d%7E&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 2 Ancient Celtic Glass Beads Celts VERY RARE!  TOP !!",15.5,Germany,celt,https://www.ebay.com/itm/2-Ancient-Celtic-Glass-Beads-Celts-VERY-RARE-TOP/153270789734?hash=item23afa6a666%3Ag%3AI6AAAOSwSidb9Y8G&LH_Auction=1
2018-12-12 00:00:00,"Sold  Dec 12, 2018 23# Old Rare Antique Islamic Yemen / Ottoman / Persian Silver Powder Horn Flask",78.7,Germany,islamic,https://www.ebay.com/itm/23-Old-Rare-Antique-Islamic-Yemen-Ottoman-Persian-Silver-Powder-Horn-Flask/163409917356?hash=item260bfd75ac%3Ag%3AFVoAAOSwvcFcA650&LH_Auction=1
2018-11-07 00:00:00,"Sold  Nov 7, 2018 37# Old Antique Islamic Ottoman / Persian Wood Powder Flask",39.0,Germany,islamic,https://www.ebay.com/itm/37-Old-Antique-Islamic-Ottoman-Persian-Wood-Powder-Flask/163339954392?hash=item2607d1e8d8%3Ag%3ADr4AAOSwhntb1RPr&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman phallic knee brooch",10.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-phallic-knee-brooch/292823925805?hash=item442daa842d%3Ag%3AO8cAAOSww7tb8s2i&LH_Auction=1
2018-11-24 00:00:00,"Sold  Nov 24, 2018 Roman rare old intaglio old silver ring",22.0,Thailand,roman,https://www.ebay.com/itm/Roman-rare-old-intaglio-old-silver-ring/123500723840?hash=item1cc1377e80%3Ag%3AYPwAAOSwkvtb3I%7En&LH_Auction=1
2019-01-17 00:00:00,"Sold  Jan 17, 2019  islamic silk  red textile  used on holy kaaba in gad name and profit muhammad",99.0,Canada,islamic,https://www.ebay.com/itm/islamic-silk-red-textile-used-on-holy-kaaba-in-gad-name-and-profit-muhammad/264133764368?hash=item3d7f996510%3Ag%3Ake4AAOSwuZVcOjg-&LH_Auction=1
2019-01-11 00:00:00,"Sold  Jan 11, 2019 Antique Silver Carnelian Ring Ottoman 19th Century Handmade",70.0,Canada,islamic,https://www.ebay.com/itm/Antique-Silver-Carnelian-Ring-Ottoman-19th-Century-Handmade/153330429850?hash=item23b334af9a%3Ag%3AHeoAAOSwlINcMhJs&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 three jewelry pieces a bracelet hair pin round ball Roman or Celtic  unk",9.99,,celt,
2018-12-22 00:00:00,"Sold  Dec 22, 2018 Vingate silver mix and gold plated old Ring with Islamic writing black Agate #Q1",15.0,Thailand,islamic,https://www.ebay.com/itm/Vingate-silver-mix-and-gold-plated-old-Ring-with-Islamic-writing-black-Agate-Q1/183582088129?hash=item2abe585bc1%3Ag%3A2YkAAOSwmE5cESrK&LH_Auction=1
2018-12-11 00:00:00,"Sold  Dec 11, 2018 Rare Middle Eastern Turquoise Intaglio Silver? Signet Ring Ancient Islamic",25.65,United States,islamic,https://www.ebay.com/itm/Rare-Middle-Eastern-Turquoise-Intaglio-Silver-Signet-Ring-Ancient-Islamic/273596782448?hash=item3fb3a39770%3Ag%3AaQ8AAOSw-ghcAyDA&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Natural Persian Yemen Agat ring 6-gm sizes us:13",15.5,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Yemen-Agat-ring-6-gm-sizes-us-13/202508567556?hash=item2f26738404%3Ag%3A9dMAAOSwc15bSzmu&LH_Auction=1
2018-12-21 00:00:00,"Sold  Dec 21, 2018 PAIR OF NICE PRE COLUMBIAN POTTERY PIECES FOOTED BOWL AND PEDISTAL SERVING DISH?",24.95,United States,america,https://www.ebay.com/itm/PAIR-OF-NICE-PRE-COLUMBIAN-POTTERY-PIECES-FOOTED-BOWL-AND-PEDISTAL-SERVING-DISH/292868585895?hash=item443053f9a7%3Ag%3AFzUAAOSwUVFcE92Q&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018 Silver Old Islamic Design Lovely Old Ring With Stunning Agate Stone # 54 Ab",16.0,Thailand,islamic,https://www.ebay.com/itm/Silver-Old-Islamic-Design-Lovely-Old-Ring-With-Stunning-Agate-Stone-54-Ab/223199584729?hash=item33f7bb61d9%3Ag%3AVIUAAOSwn6JbzgY8&LH_Auction=1
2019-01-16 00:00:00,"Sold  Jan 16, 2019 15th- 16th Century Arabic very interesting manuscript Islamic Unique RARE N R",88.0,,islamic,
2018-12-16 00:00:00,"Sold  Dec 16, 2018 1 Ancient Celtic Glass Bead Celts VERY RARE!  TOP !!",5.0,Germany,celt,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/143047738847?hash=item214e4f45df%3Ag%3A0mEAAOSwXItb2wAW&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman gold plated silver hairpin",17.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-gold-plated-silver-hairpin/302964665923?hash=item468a19ee43%3Ag%3Ay9gAAOSwEcxb8unD&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 ANTIQUE BRASS ISLAMIC OLD WRITING STAMP BELL    # 7H",16.0,Thailand,islamic,https://www.ebay.com/itm/ANTIQUE-BRASS-ISLAMIC-OLD-WRITING-STAMP-BELL-7H/283298420187?hash=item41f5e6d5db%3Ag%3ADpkAAOSwPmVcDruy&LH_Auction=1
2018-10-28 00:00:00,"Sold  Oct 28, 2018 Large 19th Antique copper eyguiere water pitcher copper pot,egypt turkey arabic",109.0,France,islamic,https://www.ebay.com/itm/Large-19th-Antique-copper-eyguiere-water-pitcher-copper-pot-egypt-turkey-arabic/183492725542?hash=item2ab904cb26%3Ag%3AaAAAAOSwmFJbqhoO&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC BRONZE SOLAR AMULET WITH BEAUTIFUL DETAILS  - 400 BC",6.5,,celt,
2018-10-21 00:00:00,"Sold  Oct 21, 2018 Roman plate brooch / fibula",12.0,Bulgaria,roman,https://www.ebay.com/itm/Roman-plate-brooch-fibula/292771701289?hash=item442a8da229%3Ag%3Av98AAOSwOuBbw4ZD&LH_Auction=1
2018-11-21 00:00:00,"Sold  Nov 21, 2018 1600-1800’s Sword Handle Persian Middle Eastern Turkey Islamic Allah Antique",18.5,,islamic,
2018-12-29 00:00:00,"Sold  Dec 29, 2018 Old Islamic Inscription  Khorasan Persian Big Ceramic Bowl With King & Queen",88.0,United States,islamic,https://www.ebay.com/itm/Old-Islamic-Inscription-Khorasan-Persian-Big-Ceramic-Bowl-With-King-Queen/283315607988?hash=item41f6ed19b4%3Ag%3AxiEAAOSwwjRcISdj&LH_Auction=1
2019-01-04 00:00:00,"Sold  Jan 4, 2019 Romano- British zoomorphic brooch",26.0,Slovakia,roman,https://www.ebay.com/itm/Romano-British-zoomorphic-brooch/292893407917?hash=item4431cebaad%3Ag%3AGqsAAOSw6%7EpcJi5C&LH_Auction=1
2018-11-03 00:00:00,"Sold  Nov 3, 2018 Beautiful  Old Silver Huge Afghan Ring With Lovely Agate Stone Deer Intagilo #9s",15.0,Thailand,islamic,https://www.ebay.com/itm/Beautiful-Old-Silver-Huge-Afghan-Ring-With-Lovely-Agate-Stone-Deer-Intagilo-9s/223202484045?hash=item33f7e79f4d%3Ag%3ArPwAAOSwuMRb0LBG&LH_Auction=1
2018-11-05 00:00:00,"Sold  Nov 5, 2018  ANTIQUE VINTAGE ISLAMIC JEWELRY-OTTOMAN BROOCH HAND SILVER FILIGREE TURKISH",6.43,Algeria,islamic,https://www.ebay.com/itm/ANTIQUE-VINTAGE-ISLAMIC-JEWELRY-OTTOMAN-BROOCH-HAND-SILVER-FILIGREE-TURKISH/163337445767?hash=item2607aba187%3Ag%3A%7ElQAAOSwQqZb02R7&LH_Auction=1
2018-12-28 00:00:00,"Sold  Dec 28, 2018 Ancient Old Lapis lazuli Stone With Persian Blessing Writing Gold Plated Ring #6",16.5,Thailand,islamic,https://www.ebay.com/itm/Ancient-Old-Lapis-lazuli-Stone-With-Persian-Blessing-Writing-Gold-Plated-Ring-6/223289356836?hash=item33fd153224%3Ag%3AGN8AAOSwaPNcGMy6&LH_Auction=1
2019-01-13 00:00:00,"Sold  Jan 13, 2019 2 Early Antique Turquoise Blue & Black Persian Pottery Fish Plates #59",56.0,United States,islamic,https://www.ebay.com/itm/2-Early-Antique-Turquoise-Blue-Black-Persian-Pottery-Fish-Plates-59/273638863302?hash=item3fb625b1c6%3Ag%3AzNsAAOSwt%7E1cLPX0&LH_Auction=1
2018-11-20 00:00:00,"Sold  Nov 20, 2018 Antique Arabic Ottoman Turkish Silver Yatagan Empire Sword Sabre Islamic Damas",1275.0,Bulgaria,islamic,https://www.ebay.com/itm/Antique-Arabic-Ottoman-Turkish-Silver-Yatagan-Empire-Sword-Sabre-Islamic-Damas/223229351171?hash=item33f9819503%3Ag%3AfrAAAOSwr5db6xdd&LH_Auction=1
2018-11-01 00:00:00,"Sold  Nov 1, 2018 ANCIENT CELTIC BRONZE FERTILITY PENDANT !!",0.99,,celt,
2018-12-09 00:00:00,"Sold  Dec 9, 2018 INTACT BRONZE AGE ILLYRIAN WOMEN BRACELET  - 1000 BC. - RARE",8.5,Bosnia and Herzegovina,bronze age,https://www.ebay.com/itm/INTACT-BRONZE-AGE-ILLYRIAN-WOMEN-BRACELET-1000-BC-RARE/132871911162?hash=item1eefc876fa%3Ag%3ALPcAAOSw-xNbY13s&LH_Auction=1
2018-12-09 00:00:00,"Sold  Dec 9, 2018 ANCIENT CELTIC SILVER AX AXE AMULET WITH SOLAR SYMBOLS - ULTRA RARE! 600 BC",6.5,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-SILVER-AX-AXE-AMULET-WITH-SOLAR-SYMBOLS-ULTRA-RARE-600-BC/132871998034?hash=item1eefc9ca52%3Ag%3Aa7oAAOSwVxdboTSs&LH_Auction=1
2018-12-10 00:00:00,"Sold  Dec 10, 2018 Lamp The Old Ottoman Mosque Of bronze Writings And Ottoman inscriptions rare",0.99,Turkey,islamic,https://www.ebay.com/itm/Lamp-The-Old-Ottoman-Mosque-Of-bronze-Writings-And-Ottoman-inscriptions-rare/143040967468?hash=item214de7f32c%3Ag%3AS8kAAOSwmT1cCAxD&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Roman arrowheads",5.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-arrowheads/302964685887?hash=item468a1a3c3f%3Ag%3APBMAAOSwHrlb8u%7EU&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 celtic horseman brooch / fibula",17.5,United Kingdom,celt,https://www.ebay.com/itm/celtic-horseman-brooch-fibula/302920993128?hash=item46877f8968%3Ag%3A8-8AAOSwSYpbw4l6&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 Roman pigeon formed brooch / fibula",20.5,United Kingdom,roman,https://www.ebay.com/itm/Roman-pigeon-formed-brooch-fibula/302920963076?hash=item46877f1404%3Ag%3AAlkAAOSwKCZbw4Hd&LH_Auction=1
2018-11-26 00:00:00,"Sold  Nov 26, 2018 Natural Persian Yemen Agat ring 12-gm sizes us:11",9.99,United States,islamic,https://www.ebay.com/itm/Natural-Persian-Yemen-Agat-ring-12-gm-sizes-us-11/192730387497?hash=item2cdfa05429%3Ag%3AtnwAAOSwF7lbSziq&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 VERY ANTIQUE COPPER INLAID SILVER HANDMADE ARABIC DALLAH ISLAMIC ART COFFEE POT",160.5,United Kingdom,islamic,https://www.ebay.com/itm/VERY-ANTIQUE-COPPER-INLAID-SILVER-HANDMADE-ARABIC-DALLAH-ISLAMIC-ART-COFFEE-POT/123575820309?hash=item1cc5b16015%3Ag%3AWSEAAOSwQH5cKRUO&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Lot of 5 Roman and Celtic brooch #2",36.55,United Kingdom,celt,https://www.ebay.com/itm/Lot-of-5-Roman-and-Celtic-brooch-2/303019970786?hash=item468d65d0e2%3Ag%3Ax94AAOSw4zdcMQv3&LH_Auction=1
2018-12-16 00:00:00,"Sold  Dec 16, 2018 >>> AMAZING ANCIENT CELTIC SILVER RING <<< 2 SNAKE HEADS - HOLLOW ART WORK",115.05,,celt,
2018-12-14 00:00:00,"Sold  Dec 14, 2018 ANCIENT CELTIC BRONZE HAIR - DRESS PIN WITH BIRD ON TOP - 200/100 BC - RARE",5.0,Bosnia and Herzegovina,celt,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-HAIR-DRESS-PIN-WITH-BIRD-ON-TOP-200-100-BC-RARE/132881046733?hash=item1ef053dccd%3Ag%3AxicAAOSw7IpbRmfl&LH_Auction=1
2018-10-21 00:00:00,"Sold  Oct 21, 2018 LOT of 20 Celtic, bronze ring money",23.13,Ukraine,celt,https://www.ebay.com/itm/LOT-of-20-Celtic-bronze-ring-money/382593783657?hash=item59145dd769%3Ag%3Aql4AAOSwBgpbxcnl&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Roman medical equipment",378.0,United Kingdom,roman,https://www.ebay.com/itm/Roman-medical-equipment/292904922054?hash=item44327e6bc6%3Ag%3A9scAAOSwMjpcMQxo&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 Romano- british cockerel formed brooch",27.0,Slovakia,roman,https://www.ebay.com/itm/Romano-british-cockerel-formed-brooch/292872690470?hash=item4430929b26%3Ag%3AT48AAOSwOcpcFkM-&LH_Auction=1
2019-01-12 00:00:00,"Sold  Jan 12, 2019 Roman protective amulet",0.99,Thailand,roman,https://www.ebay.com/itm/Roman-protective-amulet/292904932374?hash=item44327e9416%3Ag%3ATEIAAOSwOHpcMQ6J&LH_Auction=1
2018-12-15 00:00:00,"Sold  Dec 15, 2018 Ancient Celtic ring with Rune Inguz.",7.0,Serbia,celt,https://www.ebay.com/itm/Ancient-Celtic-ring-with-Rune-Inguz/332941490399?hash=item4d84dbf8df%3Ag%3ANAgAAOSwV3dcD2sL&LH_Auction=1
2018-10-27 00:00:00,"Sold  Oct 27, 2018 ANTIQUE OTTOMAN ISAMIC SILVER SEAL with tugra / tughra - 2 pieces 1 inch high",49.0,Austria,islamic,https://www.ebay.com/itm/ANTIQUE-OTTOMAN-ISAMIC-SILVER-SEAL-with-tugra-tughra-2-pieces-1-inch-high/312273180707?hash=item48b4ee9823%3Ag%3As6cAAOSwGoBbyzKW&LH_Auction=1
2018-12-23 00:00:00,"Sold  Dec 23, 2018 ANCIENT BYZANTINE PARFUM  HOLDER PENDANT",0.99,,byzantine,
2019-01-15 00:00:00,"Sold  Jan 15, 2019 Vintage Moroccan Jambiya Islamic dagger 19th century",31.0,Belgium,islamic,https://www.ebay.com/itm/Vintage-Moroccan-Jambiya-Islamic-dagger-19th-century/223316908711?hash=item33feb99aa7%3Ag%3A9MMAAOSwOt5cJq1L&LH_Auction=1
2019-01-06 00:00:00,"Sold  Jan 6, 2019 Nice Decorative Antique Islamic Arabic Dallas Coffee Pot Golden copper Dalla :)",32.0,Israel,islamic,https://www.ebay.com/itm/Nice-Decorative-Antique-Islamic-Arabic-Dallas-Coffee-Pot-Golden-copper-Dalla/312407866674?hash=item48bcf5bd32%3Ag%3A%7E-MAAOSwn91bugTh&LH_Auction=1
2018-11-12 00:00:00,"Sold  Nov 12, 2018 BRONZE AGE DAGGER, UNIQUE",63.0,Ukraine,bronze age,https://www.ebay.com/itm/BRONZE-AGE-DAGGER-UNIQUE/323530302469?hash=item4b53e8a405%3Ag%3AVLAAAOSw71pb1d51&LH_Auction=1
