Object,Price,Location,Link
"Sold  Jan 17, 2019 Huge Viking Kievan Rus Drill Auger Tool 9-10 AD",$12.00,"Kiev, Ukraine",https://www.ebay.com/itm/Huge-Viking-Kievan-Rus-Drill-Auger-Tool-9-10-AD/323639495195?hash=item4b5a6aca1b%3Ag%3ApYwAAOSw4YJZYSUZ&LH_Auction=1
"Sold  Jan 17, 2019 Good Medieval Knife Blade  14-16 AD",$14.00,"Kiev, Ukraine",https://www.ebay.com/itm/Good-Medieval-Knife-Blade-14-16-AD/372560809417?hash=item56be5acdc9%3Ag%3A50gAAOSwyKta7Iko&LH_Auction=1
"Sold  Jan 17, 2019 Bronze amulet  Kievan Rus - Vikings 9 -12 century AD",$122.50,"UA,UCRAINA, Ukraine",https://www.ebay.com/itm/Bronze-amulet-Kievan-Rus-Vikings-9-12-century-AD/233084927467?hash=item3644f1bdeb%3Ag%3AZVEAAOSw%7ED5cM5lK&LH_Auction=1
"Sold  Jan 17, 2019 A Wearable Viking Silver Axe Pendant - 26.00×22.00×5.50mm. FREE SHIPPING.",$11.50,,
"Sold  Jan 17, 2019 SUPERB GENUINE ANCIENT VIKING BRONZE RING - circa 8th/10th century AD",$5.50,"VORZEL, Ukraine",https://www.ebay.com/itm/SUPERB-GENUINE-ANCIENT-VIKING-BRONZE-RING-circa-8th-10th-century-AD/202562408547?hash=item2f29a91063%3Ag%3A1sYAAOSw6KxcN0ec&LH_Auction=1
"Sold  Jan 16, 2019 Scythian amulet. Man hunter. Scythians. Bronze. 6th century. about 35 mm.",$29.00,"Moscow, Russian Federation",https://www.ebay.com/itm/Scythian-amulet-Man-hunter-Scythians-Bronze-6th-century-about-35-mm/273643121780?hash=item3fb666ac74%3Ag%3AZysAAOSw-4JcMoPt&LH_Auction=1
"Sold  Jan 16, 2019 Scythian bracelet with ornaments. Scythians. Bronze. 5-6th century. Bracelet.",$56.99,"Marrakech, Morocco",https://www.ebay.com/itm/Scythian-bracelet-with-ornaments-Scythians-Bronze-5-6th-century-Bracelet/273643106941?hash=item3fb666727d%3Ag%3A-MgAAOSwJclcMoE8&LH_Auction=1
"Sold  Jan 16, 2019 Ancient Viking Ring Bronze Etched 900-1100 AD NICE",$10.95,"Marrakech, Morocco",https://www.ebay.com/itm/Ancient-Viking-Ring-Bronze-Etched-900-1100-AD-NICE/312422171718?hash=item48bdd00446%3Ag%3Ax1kAAOSw%7E8JcNr4S&LH_Auction=1
"Sold  Jan 16, 2019 Very Rare Ancient Bronze Arrow Head Weapon",$0.99,,
"Sold  Jan 16, 2019 Very Rare Ancient Bronze Arrowhead Weapon",$1.04,,
"Sold  Jan 16, 2019 Very Rare Ancient Bronze Arrow Head Weapon",$1.04,,
