Object,Price,Location,Link
"Sold  Apr 28, 2019 (16145)Chach or Early Islamic figure Horse, AE, from Shash oasis",$22.50,"Staten Island, New York, United States",https://www.ebay.com/itm/16145-Chach-or-Early-Islamic-figure-Horse-AE-from-Shash-oasis/202659095917?hash=item2f2f6c656d%3Ag%3A-2sAAOSwql1cvLd-&LH_Auction=1
"Sold  Apr 28, 2019 OTTOMAN BRONZE SEAL STAMPER, TEXT",$11.50,"Tirane, Albania",https://www.ebay.com/itm/OTTOMAN-BRONZE-SEAL-STAMPER-TEXT/202659069977?hash=item2f2f6c0019%3Ag%3ARfcAAOSwtglcvKqD&LH_Auction=1
"Sold  Apr 28, 2019 Ancient Egyptian Early Tiraz islamic fatimid and Abbasid Textile Fragments",$200.00,"Bergkirchen, Germany",https://www.ebay.com/itm/Ancient-Egyptian-Early-Tiraz-islamic-fatimid-and-Abbasid-Textile-Fragments/362632570283?hash=item546e95e5ab%3Ag%3AZEgAAOSwfhNcvH1j&LH_Auction=1
"Sold  Apr 28, 2019 Ottoman qostek for  pocet woch with  niello Sovat",$100.00,"Bangkok , Thailand",https://www.ebay.com/itm/Ottoman-qostek-for-pocet-woch-with-niello-Sovat/163659284571?hash=item261ada805b%3Ag%3AuX4AAOSw7gdcvG3c&LH_Auction=1
"Sold  Apr 28, 2019 Ottoman bruss conteiner of  powder gun",$30.00,"Wien, Austria",https://www.ebay.com/itm/Ottoman-bruss-conteiner-of-powder-gun/163659281076?hash=item261ada72b4%3Ag%3AS24AAOSwkm9cvGr2&LH_Auction=1
"Sold  Apr 28, 2019 Gold Gilded Old Ring With Beautiful Islamic Yemani Red Agate Stone #D2",$23.50,"Bangkok , Thailand",https://www.ebay.com/itm/Gold-Gilded-Old-Ring-With-Beautiful-Islamic-Yemani-Red-Agate-Stone-D2/183779303715?hash=item2aca19a123%3Ag%3AblAAAOSw%7E4xcpPoR&LH_Auction=1
"Sold  Apr 28, 2019 Gold gilded old ring with beautiful Islamic writing black agate stone",$15.00,,
"Sold  Apr 27, 2019 Nice flintlock holster KUBUR , hand made RARE  Balkan ottoman",$125.00,,
"Sold  Apr 27, 2019 BEAUTIFUL LATE MEDIEVAL ISLAMIC GOLD GILDED OTTOMANS RING WITH CARNELIAN INSERT",$8.53,"Khmelnitskiy, Khmelnitskiy region, Ukraine",https://www.ebay.com/itm/BEAUTIFUL-LATE-MEDIEVAL-ISLAMIC-GOLD-GILDED-OTTOMANS-RING-WITH-CARNELIAN-INSERT/153458436054?hash=item23bad5e7d6%3Ag%3A3u8AAOSwHFhcu2lO&LH_Auction=1
"Sold  Apr 27, 2019 SUPERB LATE MEDIEVAL OTTOMAN ISLAMIC GOLD GILDED RING WITH CARNELIAN INTAGLIO",$15.09,"Didcot, United Kingdom",https://www.ebay.com/itm/SUPERB-LATE-MEDIEVAL-OTTOMAN-ISLAMIC-GOLD-GILDED-RING-WITH-CARNELIAN-INTAGLIO/153458433847?hash=item23bad5df37%3Ag%3AnzoAAOSwvGFcu2iE&LH_Auction=1
"Sold  Apr 27, 2019 FINEST CIRCA 1200-1500AD ANCIENT ISLAMIC GLAZED SELJUK EMPIRE OIL LAMP W/ HANDLE",$25.92,"Didcot, United Kingdom",https://www.ebay.com/itm/FINEST-CIRCA-1200-1500AD-ANCIENT-ISLAMIC-GLAZED-SELJUK-EMPIRE-OIL-LAMP-W-HANDLE/153458569428?hash=item23bad7f0d4%3Ag%3A%7EJwAAOSw35pcu4Tn&LH_Auction=1
"Sold  Apr 27, 2019 Ancient خاتم11AH Mamlik Habhab Irq sawahil Red Agate Spiritual Talisman man Ring",$399.99,,
