Object,Price,Location,Seller,Link
"Sep 14, 2019 Scandinavian helmet. Viking helmet. Spangenhelm with nasal","$1,725.00","Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Scandinavian-helmet-Viking-helmet-Spangenhelm-with-nasal/401871559582?hash=item5d91695b9e%3Ag%3AmXwAAOSwiTNdb-ya&LH_Auction=1
"Sep 14, 2019 Sword of the Viking. The Vikings. Big Battle/Combat sword. 96 cm",$610.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Big-Battle-Combat-sword-96-cm/401871493991?hash=item5d91685b67%3Ag%3AXc0AAOSwQ2Rdb9fo&LH_Auction=1
"Sep 14, 2019 LOT of 15 pcs. BRONZE CELTIC RING MONEY, Metal Detector Finds!!!",$26.00,"..................., Norway",aurelius1962,https://www.ebay.com/itm/LOT-of-15-pcs-BRONZE-CELTIC-RING-MONEY-Metal-Detector-Finds/323908135223?hash=item4b6a6de937%3Ag%3AKNcAAOSw5HVddC69&LH_Auction=1
"Sep 14, 2019 ROMAN BRONZE TWEEZERS RARE",$11.61,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ROMAN-BRONZE-TWEEZERS-RARE/273998805605?hash=item3fcb99fa65%3Ag%3AeOMAAOSwayhdc%7EyD&LH_Auction=1
"Sep 14, 2019 HUGE BYZANTINE BRONZE RICH BELT BUCKLE TIP",$9.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/HUGE-BYZANTINE-BRONZE-RICH-BELT-BUCKLE-TIP/273998802664?hash=item3fcb99eee8%3Ag%3A20wAAOSw7PFdYvSF&LH_Auction=1
"Sep 14, 2019 ANCIENT CELTIC BONE CROSS PENDANT WITH CROSS IN CENTER",$24.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ANCIENT-CELTIC-BONE-CROSS-PENDANT-WITH-CROSS-IN-CENTER/273998801782?hash=item3fcb99eb76%3Ag%3A7-AAAOSwFCZdc%7E12&LH_Auction=1
"Sep 14, 2019 Ancient Celtic Bronze Ring Proto Money ""Pre-Coin"" Circa 800-400 BC",$14.50,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/Ancient-Celtic-Bronze-Ring-Proto-Money-Pre-Coin-Circa-800-400-BC/273998801289?hash=item3fcb99e989%3Ag%3ATNMAAOSwdwRddAbS&LH_Auction=1
"Sep 14, 2019 NICE ANCIENT BRONZE BUTON",$1.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/NICE-ANCIENT-BRONZE-BUTON/273998798914?hash=item3fcb99e042%3Ag%3AsNgAAOSwVMFddOtN&LH_Auction=1
"Sep 14, 2019 Ancient Celtic Proto Money Bronze Ring ""Coin"" Circa 400 BC Very Rare",$11.50,"EU, France",martichworldcoins7,https://www.ebay.com/itm/Ancient-Celtic-Proto-Money-Bronze-Ring-Coin-Circa-400-BC-Very-Rare/223654705608?hash=item3412dbf9c8%3Ag%3AKvcAAOSwkoddc7DO&LH_Auction=1
"Sep 13, 2019 Antique Bronze age Celtic Bronze Battle axe Green patina No sword",$55.00,"Woodbridge, Virginia, United States",sword-bayonet,https://www.ebay.com/itm/Antique-Bronze-age-Celtic-Bronze-Battle-axe-Green-patina-No-sword/193088530756?hash=item2cf4f92944%3Ag%3ARqQAAOSwWy1dcuuN&LH_Auction=1
"Sep 13, 2019 SUPERB IRON AGE CELTIC BAND DECORATED RING-METAL DETECTING FIND",$32.83,"Chester, United Kingdom",plumpton-antiques,https://www.ebay.com/itm/SUPERB-IRON-AGE-CELTIC-BAND-DECORATED-RING-METAL-DETECTING-FIND/254352205481?hash=item3b3892a6a9%3Ag%3AbmYAAOSwIDhdcli2&LH_Auction=1
"Sep 13, 2019 2 Aroma pendants Bronze Age, original",$10.00,"Warszawa, Poland",collector0505,https://www.ebay.com/itm/2-Aroma-pendants-Bronze-Age-original/293219032369?hash=item4445375d31%3Ag%3AOPUAAOSwTa1ddVmo&LH_Auction=1
"Sep 12, 2019 Bronze Mirror 122mm/79gr. 1100-600BC. Scythian/ Koban /",$45.00,"Moscow, Russian Federation",antique-museum,https://www.ebay.com/itm/Bronze-Mirror-122mm-79gr-1100-600BC-Scythian-Koban/223648565518?hash=item34127e490e%3Ag%3AaS8AAOSwDXxcnQt2&LH_Auction=1
"Sep 12, 2019 Bronze Mirror 70.0mm/38gr. 1200-600BC.  / Scythian / Koan",$20.00,"Moscow, Russian Federation",antique-museum,https://www.ebay.com/itm/Bronze-Mirror-70-0mm-38gr-1200-600BC-Scythian-Koan/223648564726?hash=item34127e45f6%3Ag%3A3PsAAOSwrkdcpMAv&LH_Auction=1
"Sep 12, 2019  ANCIENT CELTIC SILVER RING IN THE FORM OF A COILED SNAKE CIRCA 100AD",$23.36,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-CELTIC-SILVER-RING-IN-THE-FORM-OF-A-COILED-SNAKE-CIRCA-100AD/153632143791?hash=item23c53079af%3Ag%3AVBAAAOSwj1BdcQQq&LH_Auction=1
"Sep 12, 2019 CELTIC IRON CHILD BRACELET, COMMON TYPE+++WELL PRESERVED+++",$9.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/CELTIC-IRON-CHILD-BRACELET-COMMON-TYPE-WELL-PRESERVED/223652446001?hash=item3412b97f31%3Ag%3A5k8AAOSw0INbhcv9&LH_Auction=1
"Sep 12, 2019  SCARCE ANCIENT CELTIC BRONZE BULL FIGURINE WITH REMNANTS OF GOLD GILT 100BC",$168.55,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SCARCE-ANCIENT-CELTIC-BRONZE-BULL-FIGURINE-WITH-REMNANTS-OF-GOLD-GILT-100BC/153631915129?hash=item23c52cfc79%3Ag%3ApNkAAOSwgvxdcMUX&LH_Auction=1
"Sep 12, 2019 BRITISH FOUND ANCIENT CELTIC BRONZE HORSE FIGURINE CIRCA 100BC-100AD SUPERB",$66.40,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-CELTIC-BRONZE-HORSE-FIGURINE-CIRCA-100BC-100AD-SUPERB/153631914737?hash=item23c52cfaf1%3Ag%3AgDYAAOSwqRJdcMTa&LH_Auction=1
"Sep 12, 2019 ANCIENT CELTIC LA TENE HALSTATT SPIRAL SPECTACLE FINGER RING VERY NICE",$33.54,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-CELTIC-LA-TENE-HALSTATT-SPIRAL-SPECTACLE-FINGER-RING-VERY-NICE/153632175854?hash=item23c530f6ee%3Ag%3AOaIAAOSwPoBdcQWn&LH_Auction=1
"Sep 12, 2019 INTACT CELTIC SILVER AX PENDANT CIRCA 100 BC-AD",$10.45,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/INTACT-CELTIC-SILVER-AX-PENDANT-CIRCA-100-BC-AD/392409678915?hash=item5b5d708443%3Ag%3ADnkAAOSwUeldbU0F&LH_Auction=1
"Sep 12, 2019 Set of different Antique items from Greek period to the present day",$1.00,"Kiev, Ukraine",ilki_75,https://www.ebay.com/itm/Set-of-different-Antique-items-from-Greek-period-to-the-present-day/352779091936?hash=item522345bfe0%3Ag%3ATZsAAOSwoeddcU3F&LH_Auction=1
"Sep 12, 2019 CELTIC WOAD GRINDER  METAL DETECTING FINDS [25]",$6.14,"DURHAM, Durham, United Kingdom",durhamdigger22,https://www.ebay.com/itm/CELTIC-WOAD-GRINDER-METAL-DETECTING-FINDS-25/113877550470?hash=item1a83a18586%3Ag%3Ar2EAAOSwv5RdSJCU&LH_Auction=1
"Sep 12, 2019 Bronze Tweezers mini  48mm. Ornament 600-100BC. Scythian Tool",$10.00,"Moscow, Russian Federation",antique-museum,https://www.ebay.com/itm/Bronze-Tweezers-mini-48mm-Ornament-600-100BC-Scythian-Tool/223648096546?hash=item3412772122%3Ag%3AqdwAAOSw4fpceVOg&LH_Auction=1
"Sep 11, 2019 Celtic Iron Sword IBERIAN CELTS very nice bladeform around 300 BC",$158.50,"Linkersbaindt, Germany",milles33,https://www.ebay.com/itm/Celtic-Iron-Sword-IBERIAN-CELTS-very-nice-bladeform-around-300-BC/113878290296?hash=item1a83accf78%3Ag%3AL4UAAOSw3zVdcjdK&LH_Auction=1
"Sep 11, 2019 Sword of the Viking. The Vikings. Big Battle/Combat sword. 92 cm",$481.99,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Big-Battle-Combat-sword-92-cm/401871497463?hash=item5d916868f7%3Ag%3A1TUAAOSwsJRdUuRR&LH_Auction=1
"Sep 11, 2019 Sword of the Viking. The Vikings. Combat Sword. 82 cm",$570.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-82-cm/401871498710?hash=item5d91686dd6%3Ag%3AGjMAAOSwhwpdUsyR&LH_Auction=1
"Sep 11, 2019 ROMANO CELTIC RING WITH ENGRAVED BEZEL-METAL DETECTING FIND",$10.45,"Chester, United Kingdom",plumpton-antiques,https://www.ebay.com/itm/ROMANO-CELTIC-RING-WITH-ENGRAVED-BEZEL-METAL-DETECTING-FIND/254350332559?hash=item3b3876128f%3Ag%3AJtQAAOSwyytdbRVi&LH_Auction=1
"Sep 11, 2019 1 Ancient Celtic Glass Bead, Celts VERY RARE!  TOP !!",$37.99,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/153633720369?hash=item23c5488831%3Ag%3AiTsAAOSwi1pdcnZM&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$2.20,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$1.12,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$1.25,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$1.12,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$0.55,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$1.25,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 11, 2019 Ancient  find Arrowhead Metal detector finds 100%original",$1.12,"Klimovsk, Russian Federation",artifacts_and_coins,https://www.ebay.com/itm/Ancient-find-Arrowhead-Metal-detector-finds-100-original/123893250534?hash=item1cd89cf9e6%3Ag%3AjJcAAOSwLMhda3Kl&LH_Auction=1
"Sep 10, 2019  BRITISH FOUND CIRCA 100BC-100AD ANCIENT CELTIC BRONZE BOAR AMULET",$28.28,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-BOAR-AMULET/153627598632?hash=item23c4eb1f28%3Ag%3AvtwAAOSwQGVdbRK5&LH_Auction=1
"Sep 10, 2019 BRITISH FOUND CIRCA 100BC-100AD ANCIENT CELTIC BRONZE HORSE STATUETTE",$27.05,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-HORSE-STATUETTE/153627593666?hash=item23c4eb0bc2%3Ag%3A-eMAAOSwWXddbRDx&LH_Auction=1
"Sep 10, 2019 ANCIENT CELTIC BRONZE PANTHER FIGURINE VERY FINE STATE BRITISH 100AD",$30.74,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-PANTHER-FIGURINE-VERY-FINE-STATE-BRITISH-100AD/153627601808?hash=item23c4eb2b90%3Ag%3AtYYAAOSwAVldbROd&LH_Auction=1
"Sep 10, 2019 METAL DETECTING FIND CELTIC HORSE RIDER",$27.05,"london, United Kingdom",firehanger3,https://www.ebay.com/itm/METAL-DETECTING-FIND-CELTIC-HORSE-RIDER/392410573247?hash=item5b5d7e29bf%3Ag%3AByQAAOSwW7FdbmcH&LH_Auction=1
"Sep 10, 2019 1 Ancient Celtic Clay Bead Celts VERY RARE!  TOP !!",$13.63,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Clay-Bead-Celts-VERY-RARE-TOP/153632283596?hash=item23c5329bcc%3Ag%3Ag6UAAOSw5RFdcREp&LH_Auction=1
"Sep 10, 2019 Celtic Proto Ring Money",$7.99,"Bishop's Stortford, United Kingdom",del550,https://www.ebay.com/itm/Celtic-Proto-Ring-Money/153629139140?hash=item23c502a0c4%3Ag%3A2%7EsAAOSwQOxdbnYJ&LH_Auction=1
"Sep 9, 2019 Alan saber/sword. 11-13th century.The handle is encrusted or processed with silv",$60.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Alan-saber-sword-11-13th-century-The-handle-is-encrusted-or-processed-with-silv/401869142630?hash=item5d91447a66%3Ag%3AaMAAAOSwmY1dbRLp&LH_Auction=1
"Sep 9, 2019 ANCIENT CELTIC SILVER MOUNT FITTINGS CIRCA 300-100 BC / FRAGMENT",$5.50,"EU, France",shtil42-4,https://www.ebay.com/itm/ANCIENT-CELTIC-SILVER-MOUNT-FITTINGS-CIRCA-300-100-BC-FRAGMENT/303272687632?hash=item469c75f810%3Ag%3AErQAAOSwCbhdZD5P&LH_Auction=1
"Sep 9, 2019 CIRCA 100BC-100AD ANCIENT CELTIC BRITISH FOUND BRONZE BULL FIGURINE",$76.23,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-BRITISH-FOUND-BRONZE-BULL-FIGURINE/153628299130?hash=item23c4f5cf7a%3Ag%3A%7ESkAAOSwbsNdVF1b&LH_Auction=1
"Sep 9, 2019 BRITISH FOUND ANCIENT CELTIC BRONZE HORSE AND RIDER FIGURINE 100BC",$109.43,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-CELTIC-BRONZE-HORSE-AND-RIDER-FIGURINE-100BC/153623487707?hash=item23c4ac64db%3Ag%3Au4oAAOSwwz9daQ7p&LH_Auction=1
"Sep 9, 2019 ANCIENT CELTIC BRONZE SERATED PROTO RING MONEY ANCIENT CURRENCY",$10.45,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-SERATED-PROTO-RING-MONEY-ANCIENT-CURRENCY/153624839254?hash=item23c4c10456%3Ag%3AHHIAAOSwhBVdakim&LH_Auction=1
"Sep 9, 2019 LARGE ANCIENT CELTIC FIBULA BROOCH CIRCA 100BC-100AD APPROX 12CM END TO END",$54.40,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/LARGE-ANCIENT-CELTIC-FIBULA-BROOCH-CIRCA-100BC-100AD-APPROX-12CM-END-TO-END/153623490440?hash=item23c4ac6f88%3Ag%3Ax5EAAOSw-sBdaQ-g&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$15.50,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$48.80,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$46.02,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$39.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$43.71,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$38.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$37.98,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 9, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$38.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163844653476?hash=item2625e701a4%3Ag%3A4AQAAOSw1pxdbVWD&LH_Auction=1
"Sep 8, 2019 Preowned Celtic Bronze Sword",$100.00,"Islip Terrace, New York, United States",combs6333,https://www.ebay.com/itm/Preowned-Celtic-Bronze-Sword/143371167174?hash=item21619665c6%3Ag%3AFh0AAOSwDb1dbBCP&LH_Auction=1
"Sep 8, 2019 CELTIC BRONZE PENDANT(LIKE TOOTH STYLE)",$0.99,"Zenica, Bosnia and Herzegovina",alexancient9,https://www.ebay.com/itm/CELTIC-BRONZE-PENDANT-LIKE-TOOTH-STYLE/323901485988?hash=item4b6a0873a4%3Ag%3AklUAAOSwC4FdD72s&LH_Auction=1
"Sep 8, 2019 CELTIC lot of 3 Wheel Money 400 BC",$0.99,"Zenica, Bosnia and Herzegovina",alexancient9,https://www.ebay.com/itm/CELTIC-lot-of-3-Wheel-Money-400-BC/323903634725?hash=item4b6a293d25%3Ag%3A0wMAAOSw8PRdbqlM&LH_Auction=1
"Sep 8, 2019 VERY RARE CELTIC AXE SHAPED PENDANT EARRING, AS FOUND+++DECORATION+++",$59.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/VERY-RARE-CELTIC-AXE-SHAPED-PENDANT-EARRING-AS-FOUND-DECORATION/323901739606?hash=item4b6a0c5256%3Ag%3ALtgAAOSwTGBco-RC&LH_Auction=1
"Sep 8, 2019 Ancient Celtic Bronze Ring Proto Money",$0.99,"Tem, Romania",zeus-olimp1961,https://www.ebay.com/itm/Ancient-Celtic-Bronze-Ring-Proto-Money/401868378863?hash=item5d9138d2ef%3Ag%3AMmMAAOSwQhNdTvex&LH_Auction=1
"Sep 8, 2019 ANCIENT CELTIC BRONZE  RING EVIL EYE MOTIFS",$3.99,"Tem, Romania",zeus-olimp1961,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-RING-EVIL-EYE-MOTIFS/401868378607?hash=item5d9138d1ef%3Ag%3Au%7EkAAOSwRrNdbCGL&LH_Auction=1
"Sep 8, 2019 ANCIENT CELTIC BRONZE  RING WITH 5 EVIL EYE MOTIFS",$7.00,"Tem, Romania",zeus-olimp1961,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-RING-WITH-5-EVIL-EYE-MOTIFS/401868376576?hash=item5d9138ca00%3Ag%3AOTQAAOSwNCtdbB8q&LH_Auction=1
"Sep 8, 2019 BRITISH FOUND BEAUTIFUL ANCIENT CELTIC BRONZE HORSE STATUETTE CIRCA. 100BCE",$62.71,"Gisleham, United Kingdom",antiquitybox,https://www.ebay.com/itm/BRITISH-FOUND-BEAUTIFUL-ANCIENT-CELTIC-BRONZE-HORSE-STATUETTE-CIRCA-100BCE/264447807293?hash=item3d92514f3d%3Ag%3A2roAAOSweE5dZ-fq&LH_Auction=1
"Sep 8, 2019 VERY RARE AND BEAUTIFUL ANCIENT CELTIC IRON SPIRAL BRACELET CIRCA 900-700BCE",$88.42,"Gisleham, United Kingdom",antiquitybox,https://www.ebay.com/itm/VERY-RARE-AND-BEAUTIFUL-ANCIENT-CELTIC-IRON-SPIRAL-BRACELET-CIRCA-900-700BCE/264447808463?hash=item3d925153cf%3Ag%3AfrIAAOSw3w1daTKl&LH_Auction=1
"Sep 8, 2019 VERY RARE MUSEUM GRADE ANCIENT CELTIC BRONZE DECORATED PIN. CIRCA 700-300BCE",$21.01,"Gisleham, United Kingdom",antiquitybox,https://www.ebay.com/itm/VERY-RARE-MUSEUM-GRADE-ANCIENT-CELTIC-BRONZE-DECORATED-PIN-CIRCA-700-300BCE/264447811583?hash=item3d92515fff%3Ag%3AUW8AAOSwlGNdaRhx&LH_Auction=1
"Sep 8, 2019 RARE ANCIENT EUROPEAN CELTIC BRONZE APPLIQUE OF ZUES",$11.68,"Rotherham, United Kingdom",jamesey123456,https://www.ebay.com/itm/RARE-ANCIENT-EUROPEAN-CELTIC-BRONZE-APPLIQUE-OF-ZUES/254344431995?hash=item3b381c097b%3Ag%3AfSIAAOSwKhJdZ9Px&LH_Auction=1
"Sep 8, 2019 4456	Lot of 15 Roman and Late Medieval rings and Celtic bronze pre-coin currency",$9.22,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4456-Lot-of-15-Roman-and-Late-Medieval-rings-and-Celtic-bronze-pre-coin-currency/174012824517?hash=item2883f8fbc5%3Ag%3Alv8AAOSw-cVdZ%7ECs&LH_Auction=1
"Sep 8, 2019 ROMANO -CELTIC ENAMELED  BRONZE DISC -TRISKELE BROOCH",$73.77,"london, United Kingdom",firehanger3,https://www.ebay.com/itm/ROMANO-CELTIC-ENAMELED-BRONZE-DISC-TRISKELE-BROOCH/392410551235?hash=item5b5d7dd3c3%3Ag%3AklEAAOSwQypdbl4C&LH_Auction=1
"Sep 8, 2019 ROMAN-CELTIC BRITISH 1 CENTURY BRONZE CLOTHING TOGGLE -BUTTON",$31.97,"london, United Kingdom",firehanger3,https://www.ebay.com/itm/ROMAN-CELTIC-BRITISH-1-CENTURY-BRONZE-CLOTHING-TOGGLE-BUTTON/392410544059?hash=item5b5d7db7bb%3Ag%3ATIgAAOSwVlVdblvN&LH_Auction=1
"Sep 8, 2019 4310	Ancient Celtic early silver earring",$7.99,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4310-Ancient-Celtic-early-silver-earring/174012347930?hash=item2883f1b61a%3Ag%3Azg0AAOSwsJRdZ2Jm&LH_Auction=1
"Sep 8, 2019 ANCIENT ROMAN LEGIONARY LEAD DICE LEGION GAMBLlNG GAME",$19.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ANCIENT-ROMAN-LEGIONARY-LEAD-DICE-LEGION-GAMBLlNG-GAME/273989846894?hash=item3fcb11476e%3Ag%3AUEcAAOSwElhdBRIN&LH_Auction=1
"Sep 8, 2019  Perfect-Ancient-Celtic-Bronze-Ring-Pendant-Proto-Money",$19.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/Perfect-Ancient-Celtic-Bronze-Ring-Pendant-Proto-Money/273989837513?hash=item3fcb1122c9%3Ag%3AJeQAAOSwdQBc%7ESUn&LH_Auction=1
"Sep 8, 2019 BRONZE ROMAN HAIR PIN",$2.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/BRONZE-ROMAN-HAIR-PIN/273989833239?hash=item3fcb111217%3Ag%3AxzoAAOSw1J1da%7EyM&LH_Auction=1
"Sep 8, 2019 sword Bronze  Neolithic & Paleolithic , sword celtic",$611.00,"Jastków, Poland",zoriananti-0,https://www.ebay.com/itm/sword-Bronze-Neolithic-Paleolithic-sword-celtic/113870347852?hash=item1a83339e4c%3Ag%3A9wAAAOSwbYddaAwr&LH_Auction=1
"Sep 8, 2019 007.Lot of 10 Ancient Celtic Bronze Coins",$34.00,"Europe, Serbia",elaga_123,https://www.ebay.com/itm/007-Lot-of-10-Ancient-Celtic-Bronze-Coins/233329172300?hash=item3653809f4c%3Ag%3ADBwAAOSw8Hdda%7EHa&LH_Auction=1
"Sep 7, 2019 1 Ancient Celtic Clay Bead Celts VERY RARE!  TOP !!",$3.25,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Clay-Bead-Celts-VERY-RARE-TOP/143371871413?hash=item2161a124b5%3Ag%3AOBgAAOSwxtRdbRtN&LH_Auction=1
"Sep 6, 2019 very rare phonecian square pendant w/faces 300bc.super quality(large size)",$22.75,"Toledo, Ohio, United States",ms2015us,https://www.ebay.com/itm/very-rare-phonecian-square-pendant-w-faces-300bc-super-quality-large-size/174016445178?hash=item2884303afa%3Ag%3AN%7E0AAOSw2QtdN-YV&LH_Auction=1
"Sep 6, 2019 ANCIENT ROMANO CELTIC RING WITH ENGRAVINGS-METAL DETECTING FIND",$12.91,"Chester, United Kingdom",plumpton-antiques,https://www.ebay.com/itm/ANCIENT-ROMANO-CELTIC-RING-WITH-ENGRAVINGS-METAL-DETECTING-FIND/254345656258?hash=item3b382eb7c2%3Ag%3AZPQAAOSwBRBdaRrm&LH_Auction=1
"Sep 6, 2019 Celtic Bronze Bracelet",$20.90,"Bishop's Stortford, United Kingdom",del550,https://www.ebay.com/itm/Celtic-Bronze-Bracelet/153623721983?hash=item23c4aff7ff%3Ag%3AVNwAAOSwl-NdaTNw&LH_Auction=1
"Sep 6, 2019 Iron Age DRUID SURGICAL KNIFE > Ancient Celtic relic - Hallstatt Culture 700 BC*",$0.95,"Pyhra, Austria",ancient_balkans,https://www.ebay.com/itm/Iron-Age-DRUID-SURGICAL-KNIFE-Ancient-Celtic-relic-Hallstatt-Culture-700-BC/283598778815?hash=item4207cdf1bf%3Ag%3Ai3YAAOSwTuhdQZ1g&LH_Auction=1
"Sep 5, 2019 BRITISH FOUND ANCIENT CELTIC BRONZE SPIRAL BRACELET CIRCA 100BCE",$50.41,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-CELTIC-BRONZE-SPIRAL-BRACELET-CIRCA-100BCE/153622795169?hash=item23c4a1d3a1%3Ag%3AG9gAAOSwWXFdR%7EKZ&LH_Auction=1
