Object,Price,Location,Seller,Link
"Aug 25, 2019  BRITISH FOUND CIRCA 100BC-100AD ANCIENT ROMANO-CELTIC BRONZE HORSE BROOCH",$24.53,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-CIRCA-100BC-100AD-ANCIENT-ROMANO-CELTIC-BRONZE-HORSE-BROOCH/153606244063?hash=item23c3a546df%3Ag%3ACOsAAOSw%7EZpdVrTE&LH_Auction=1
"Aug 25, 2019 VERY RARE CELTIC, BRONZE AGE, HALSTATT HOARD OF 10pcs. ARM BRACELETS+++",$79.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/VERY-RARE-CELTIC-BRONZE-AGE-HALSTATT-HOARD-OF-10pcs-ARM-BRACELETS/323887789616?hash=item4b69377630%3Ag%3AQVYAAOSw9ZlcqR5u&LH_Auction=1
"Aug 25, 2019 LARGE ANCIENT CELTIC FIBULA BROOCH CIRCA 100BC-100AD APPROX 9CM END TO END",$19.67,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/LARGE-ANCIENT-CELTIC-FIBULA-BROOCH-CIRCA-100BC-100AD-APPROX-9CM-END-TO-END/153606063974?hash=item23c3a28766%3Ag%3A1HYAAOSwRs1dVpNP&LH_Auction=1
"Aug 25, 2019 HIGHLY DETAILED ANCIENT CELTIC BRONZE AXE PENDANT AMULET CIRCA 900-600BCE",$1.28,"Gisleham, United Kingdom",antiquitybox,https://www.ebay.com/itm/HIGHLY-DETAILED-ANCIENT-CELTIC-BRONZE-AXE-PENDANT-AMULET-CIRCA-900-600BCE/264432938661?hash=item3d916e6ea5%3Ag%3Ax4cAAOSw2opdVbVN&LH_Auction=1
"Aug 25, 2019  ANCIENT CELTIC BRITISH FOUND BRONZE BULL HEAD AMULET PENDANT CIRCA 100BC-100AD",$25.82,"Gisleham, United Kingdom",antiquitybox,https://www.ebay.com/itm/ANCIENT-CELTIC-BRITISH-FOUND-BRONZE-BULL-HEAD-AMULET-PENDANT-CIRCA-100BC-100AD/264432940094?hash=item3d916e743e%3Ag%3ADO8AAOSwKvddVqHk&LH_Auction=1
"Aug 25, 2019 Roman  Celtic ancient   tools mix artifacts  1 century AD metal detect find",$12.51,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-tools-mix-artifacts-1-century-AD-metal-detect-find/163829734811?hash=item2625035d9b%3Ag%3ACJEAAOSwTsRdXvJI&LH_Auction=1
"Aug 25, 2019 Roman  Celtic ancient   brooches fibula 1 century AD metal detect find",$37.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD-metal-detect-find/163829729112?hash=item2625034758%3Ag%3A0noAAOSwLUxdXvGu&LH_Auction=1
"Aug 25, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$48.31,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163829724168?hash=item2625033408%3Ag%3AdCMAAOSwleNdXvES&LH_Auction=1
"Aug 25, 2019 4455	Lot of 3 ancient Celtic bronze pre-coin currency",$4.57,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4455-Lot-of-3-ancient-Celtic-bronze-pre-coin-currency/173997984685?hash=item2883168bad%3Ag%3AIn8AAOSw9yZdVXEG&LH_Auction=1
"Aug 25, 2019 4421	Ancient Celtic bronze earring with decoration",$10.45,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4421-Ancient-Celtic-bronze-earring-with-decoration/173997987074?hash=item2883169502%3Ag%3AhRcAAOSwRsRdVXIt&LH_Auction=1
"Aug 25, 2019 4308	Ancient Celtic early bronze ritual axe",$1.22,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4308-Ancient-Celtic-early-bronze-ritual-axe/173998031387?hash=item288317421b%3Ag%3AtuQAAOSwN7BdVX2n&LH_Auction=1
"Aug 25, 2019 Celtic Triquetra Stud-Back Brooch",$6.14,"Worcestershire, United Kingdom",rectory-farm,https://www.ebay.com/itm/Celtic-Triquetra-Stud-Back-Brooch/143359240568?hash=item2160e06978%3Ag%3Aqy8AAOSw7fVdWXDn&LH_Auction=1
"Aug 24, 2019 OUTSTANDING BRONZE ROMANO GREEK FEMALE  STATUETTE WITH WINGS - 10 cm",$21.19,"Kozarska Dubica, Bosnia and Herzegovina",ad_praetorium_antiques,https://www.ebay.com/itm/OUTSTANDING-BRONZE-ROMANO-GREEK-FEMALE-STATUETTE-WITH-WINGS-10-cm/133143020314?hash=item1efff1431a%3Ag%3AMioAAOSwTm9dJ5%7Eb&LH_Auction=1
"Aug 24, 2019 CIRCA 100BC-100AD ANCIENT CELTIC TWISTED LA TENE HALSTATT BRACELET",$111.74,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-TWISTED-LA-TENE-HALSTATT-BRACELET/153607658236?hash=item23c3badafc%3Ag%3AG-YAAOSwUDldSaQE&LH_Auction=1
"Aug 24, 2019 BRITISH FOUND ANCIENT CELTIC BRONZE HORSE FIGURINE CIRCA 100BC-100AD SUPERB",$55.33,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BRITISH-FOUND-ANCIENT-CELTIC-BRONZE-HORSE-FIGURINE-CIRCA-100BC-100AD-SUPERB/153607883476?hash=item23c3be4ad4%3Ag%3A9XwAAOSwBDhdWG4P&LH_Auction=1
"Aug 24, 2019 Authentic Ancient Celt Bronze Axe 1200 - 1000 BC",$68.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Authentic-Ancient-Celt-Bronze-Axe-1200-1000-BC/183922635316?hash=item2ad2a4b234%3Ag%3AugUAAOSwB8xdWDHn&LH_Auction=1
"Aug 24, 2019 Authentic Ancient Celt Bronze Axe 1200 - 1000 BC",$102.50,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Authentic-Ancient-Celt-Bronze-Axe-1200-1000-BC/183922635316?hash=item2ad2a4b234%3Ag%3AugUAAOSwB8xdWDHn&LH_Auction=1
"Aug 24, 2019 Authentic Ancient Celt Bronze Axe 1200 - 1000 BC",$84.50,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Authentic-Ancient-Celt-Bronze-Axe-1200-1000-BC/183922635316?hash=item2ad2a4b234%3Ag%3AugUAAOSwB8xdWDHn&LH_Auction=1
"Aug 24, 2019 The Encylopaedia of Celtic Wisdom - Hardcover",$2.99,"Beaver Dam, Wisconsin, United States",twotailsstore,https://www.ebay.com/itm/The-Encylopaedia-of-Celtic-Wisdom-Hardcover/303256244974?hash=item469b7b12ee%3Ag%3AVS8AAOSwM%7ERbiHET&LH_Auction=1
"Aug 24, 2019 Big Authentic Ancient Celt Bronze teslo 1200 - 1000 BC",$79.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Big-Authentic-Ancient-Celt-Bronze-teslo-1200-1000-BC/183922597217?hash=item2ad2a41d61%3Ag%3An3sAAOSwh%7E9dWC7X&LH_Auction=1
"Aug 24, 2019 Big Authentic Ancient Celt Bronze teslo 1200 - 1000 BC",$47.33,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Big-Authentic-Ancient-Celt-Bronze-teslo-1200-1000-BC/183922597217?hash=item2ad2a41d61%3Ag%3An3sAAOSwh%7E9dWC7X&LH_Auction=1
"Aug 24, 2019   BRONZE WAVE CELTIC RING",$16.50,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/BRONZE-WAVE-CELTIC-RING/273969945574?hash=item3fc9e19be6%3Ag%3AVRoAAOSw4cxczZWw&LH_Auction=1
"Aug 24, 2019 ANCIENT LOT OF 3 APPLIQUES",$0.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ANCIENT-LOT-OF-3-APPLIQUES/273969944860?hash=item3fc9e1991c%3Ag%3AWWAAAOSwm2ddWE%7EH&LH_Auction=1
"Aug 24, 2019  BYZANTINE FERTILITY PENDANT",$15.50,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/BYZANTINE-FERTILITY-PENDANT/273969944662?hash=item3fc9e19856%3Ag%3AlEcAAOSwN-FdWE9V&LH_Auction=1
"Aug 24, 2019 Big Authentic Ancient Celt Bronze teslo 1200 - 1000 BC",$18.50,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Big-Authentic-Ancient-Celt-Bronze-teslo-1200-1000-BC/183922597217?hash=item2ad2a41d61%3Ag%3An3sAAOSwh%7E9dWC7X&LH_Auction=1
"Aug 24, 2019 PENDANTSILVER WITH SEMI PRECIOUS STONE",$1.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/PENDANTSILVER-WITH-SEMI-PRECIOUS-STONE/273969940552?hash=item3fc9e18848%3Ag%3AX5UAAOSwn1RdWFcj&LH_Auction=1
"Aug 24, 2019 LOT OF 3 - ANCIENT ROMAN BATTLE IRON ARROW ARROWHEAD - c. 300-400 AD",$2.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/LOT-OF-3-ANCIENT-ROMAN-BATTLE-IRON-ARROW-ARROWHEAD-c-300-400-AD/273969938344?hash=item3fc9e17fa8%3Ag%3AZ5cAAOSwa1ddRcM6&LH_Auction=1
"Aug 24, 2019 Authentic Ancient Celt Bronze teslo 1200 - 1000 BC",$77.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Authentic-Ancient-Celt-Bronze-teslo-1200-1000-BC/183922605477?hash=item2ad2a43da5%3Ag%3AlXYAAOSwuxhdWCtV&LH_Auction=1
"Aug 24, 2019 Big Authentic Ancient Celt Bronze teslo 1200 - 1000 BC",$56.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Big-Authentic-Ancient-Celt-Bronze-teslo-1200-1000-BC/183922597217?hash=item2ad2a41d61%3Ag%3An3sAAOSwh%7E9dWC7X&LH_Auction=1
"Aug 24, 2019 Ancient celtic spindle whorl metal detecting detector finds",$22.13,"Rotherham, United Kingdom",jamesey123456,https://www.ebay.com/itm/Ancient-celtic-spindle-whorl-metal-detecting-detector-finds/254330439697?hash=item3b37468811%3Ag%3AKGcAAOSwUSddVAFQ&LH_Auction=1
"Aug 24, 2019 Viking Celtic authentic ancient amulets pendants pegan  7-  10  century AD",$32.13,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Viking-Celtic-authentic-ancient-amulets-pendants-pegan-7-10-century-AD/163825692902?hash=item2624c5b0e6%3Ag%3A3f4AAOSwpoxdWvpU&LH_Auction=1
"Aug 24, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$42.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163825675182?hash=item2624c56bae%3Ag%3AzYAAAOSwrVddWvdy&LH_Auction=1
"Aug 24, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$42.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163825675182?hash=item2624c56bae%3Ag%3AzYAAAOSwrVddWvdy&LH_Auction=1
"Aug 24, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$41.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163825675182?hash=item2624c56bae%3Ag%3AzYAAAOSwrVddWvdy&LH_Auction=1
"Aug 24, 2019 Roman  Celtic ancient   brooches fibula 1 century AD",$41.00,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-1-century-AD/163825675182?hash=item2624c56bae%3Ag%3AzYAAAOSwrVddWvdy&LH_Auction=1
"Aug 24, 2019 Scythian  arrowheads 7 - 2  century BC bronze.",$30.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Scythian-arrowheads-7-2-century-BC-bronze/183924196705?hash=item2ad2bc8561%3Ag%3AqTEAAOSwTsNdWtKx&LH_Auction=1
"Aug 24, 2019 Celtic Dragonesque Brooch",$30.73,"Rochester, United Kingdom",mulcrow2347,https://www.ebay.com/itm/Celtic-Dragonesque-Brooch/323883938800?hash=item4b68fcb3f0%3Ag%3AcHQAAOSwmTpdU7ea&LH_Auction=1
"Aug 23, 2019 Sword of the Viking. The Vikings. Big Battle/Combat sword. 92 cm",$746.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Big-Battle-Combat-sword-92-cm/401846696976?hash=item5d8fedfc10%3Ag%3A1TUAAOSwsJRdUuRR&LH_Auction=1
"Aug 23, 2019 Scythian bronze helmet. Kuban type. About 7-6th century BC Chr.","$1,525.00","Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Scythian-bronze-helmet-Kuban-type-About-7-6th-century-BC-Chr/401846685831?hash=item5d8fedd087%3Ag%3AUR8AAOSwPERdUuFM&LH_Auction=1
"Aug 23, 2019 Sword of the Viking. The Vikings. Combat Sword. 82 cm",$561.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-82-cm/401846596993?hash=item5d8fec7581%3Ag%3AGjMAAOSwhwpdUsyR&LH_Auction=1
"Aug 22, 2019 ** AMAZING ** Ancient SILVER CELTIC ? BRACELET",$11.00,"Pireas, default, Greece",olympiacoins,https://www.ebay.com/itm/AMAZING-Ancient-SILVER-CELTIC-BRACELET/352755845108?hash=item5221e307f4%3Ag%3A-ywAAOSws8NdVerJ&LH_Auction=1
"Aug 22, 2019   Ancient CELTIC  Silver ring **  DOLPHINS  ** III-IV CENTURY BC.",$17.50,"Pireas, default, Greece",olympiacoins,https://www.ebay.com/itm/Ancient-CELTIC-Silver-ring-DOLPHINS-III-IV-CENTURY-BC/113855065449?hash=item1a824a6d69%3Ag%3AMJQAAOSw4apdVeh9&LH_Auction=1
"Aug 22, 2019 CIRCA 100BC-100AD ANCIENT CELTIC BRONZE VOTIVE BULL FIGURINE RARE",$255.75,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-VOTIVE-BULL-FIGURINE-RARE/153604568361?hash=item23c38bb529%3Ag%3AMNUAAOSwSwVdVQqb&LH_Auction=1
"Aug 22, 2019 SUPERB ANCIENT CELTIC TWISTED BRONZE WARRIORS BRACELET CIRCA 100BC-100AD",$20.90,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-CELTIC-TWISTED-BRONZE-WARRIORS-BRACELET-CIRCA-100BC-100AD/153603483104?hash=item23c37b25e0%3Ag%3APZgAAOSw6HtdU%7Edy&LH_Auction=1
"Aug 22, 2019 Ancient Bronze Large Bead",$28.00,"Nürnberg, Germany",leonid11111,https://www.ebay.com/itm/Ancient-Bronze-Large-Bead/293186159844?hash=item444341c4e4%3Ag%3AlvsAAOSw%7EE5dUdzb&LH_Auction=1
"Aug 22, 2019 CIRCA 100BC-100AD ANCIENT CELTIC BRONZE VOTIVE BOAR FIGURINE RARE",$62.71,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-VOTIVE-BOAR-FIGURINE-RARE/153603487417?hash=item23c37b36b9%3Ag%3ArZMAAOSw7zxdU%7Ejr&LH_Auction=1
"Aug 22, 2019 CIRCA 100BC-100AD BRITISH FOUND ANCIENT CELTIC SILVER BROOCH",$12.66,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-BRITISH-FOUND-ANCIENT-CELTIC-SILVER-BROOCH/153604547324?hash=item23c38b62fc%3Ag%3A8kEAAOSw8PRdVQfs&LH_Auction=1
"Aug 22, 2019 SCARCE CIRCA 500 -300 BC CELTIC IRON TRIPLE BLADE LONG SHOT ARROWHEAD",$28.28,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/SCARCE-CIRCA-500-300-BC-CELTIC-IRON-TRIPLE-BLADE-LONG-SHOT-ARROWHEAD/202755536811?hash=item2f352bf7ab%3Ag%3AmWIAAOSwglRdUchm&LH_Auction=1
"Aug 22, 2019 INTACT-CIRCA 1000 BC CELTIC AGRICULTURAL IRON AX",$7.61,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/INTACT-CIRCA-1000-BC-CELTIC-AGRICULTURAL-IRON-AX/202755524588?hash=item2f352bc7ec%3Ag%3AaNcAAOSwJkNdDk3S&LH_Auction=1
"Aug 22, 2019 Authentic Ancient Celt Bronze  Big spear 1200 - 1000 BC",$75.00,"Kiev, Ukraine",vikingheritag,https://www.ebay.com/itm/Authentic-Ancient-Celt-Bronze-Big-spear-1200-1000-BC/183922497071?hash=item2ad2a2962f%3Ag%3AS30AAOSwnWBdKJKK&LH_Auction=1
"Aug 21, 2019 CIRCA 100BC-100AD ANCIENT CELTIC BRITISH FOUND BRONZE BULL FIGURINE",$76.23,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-BRITISH-FOUND-BRONZE-BULL-FIGURINE/153603925616?hash=item23c381e670%3Ag%3A%7ESkAAOSwbsNdVF1b&LH_Auction=1
"Aug 21, 2019 CIRCA 100BC-100AD ANCIENT CELTIC LA TENE BRONZE FIBULA BROOCH, LARGE",$88.53,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-LA-TENE-BRONZE-FIBULA-BROOCH-LARGE/153603892495?hash=item23c381650f%3Ag%3A0kQAAOSwtchdVFtC&LH_Auction=1
"Aug 21, 2019 CIRCA 100BC-100AD ANCIENT CELTIC BRONZE BROOCH A NICE EXAMPLE",$20.90,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/CIRCA-100BC-100AD-ANCIENT-CELTIC-BRONZE-BROOCH-A-NICE-EXAMPLE/153604167839?hash=item23c385989f%3Ag%3AkXgAAOSwYlpdVITZ&LH_Auction=1
"Aug 21, 2019 Rare ancient Celtic lead boar c 1st Century bce",$12.28,"HAILSHAM, East Sussex, United Kingdom",ancient-antiques,https://www.ebay.com/itm/Rare-ancient-Celtic-lead-boar-c-1st-Century-bce/254332551910?hash=item3b3766c2e6%3Ag%3AH9cAAOSwmrJdS-gP&LH_Auction=1
"Aug 21, 2019 CELTIC SCANDINAVIAN ANCIENT ARTIFACT SMALL BRONZE PENDANT WITH LEAF",$50.41,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/CELTIC-SCANDINAVIAN-ANCIENT-ARTIFACT-SMALL-BRONZE-PENDANT-WITH-LEAF/183919997343?hash=item2ad27c719f%3Ag%3AsWsAAOSwDXpdVEcJ&LH_Auction=1
"Aug 21, 2019 VIKING CELTIC ANCIENT ARTIFACT BRONZE PENDANT AMULET WITH AXE",$62.71,"West Sussex, United Kingdom",gosh_diamond,https://www.ebay.com/itm/VIKING-CELTIC-ANCIENT-ARTIFACT-BRONZE-PENDANT-AMULET-WITH-AXE/173997104079?hash=item2883091bcf%3Ag%3A-TMAAOSw6RNdVERL&LH_Auction=1
"Aug 21, 2019 SUPERB  CELTIC CA.400BC BRONZE DUCK SHPAED BELT BUCKLE - RARE - R672",$1.22,"Wembley, United Kingdom",ancient.apollo,https://www.ebay.com/itm/SUPERB-CELTIC-CA-400BC-BRONZE-DUCK-SHPAED-BELT-BUCKLE-RARE-R672/153602667174?hash=item23c36eb2a6%3Ag%3AZ6IAAOSwv9ldUv5B&LH_Auction=1
"Aug 21, 2019 1 Ancient Celtic Glass Bead, Celts VERY RARE!  TOP !!",$29.00,"Bavaria, Germany",caracalla10,https://www.ebay.com/itm/1-Ancient-Celtic-Glass-Bead-Celts-VERY-RARE-TOP/153606432291?hash=item23c3a82623%3Ag%3ALpYAAOSw8j1dVtwd&LH_Auction=1
"Aug 20, 2019 Sword of the Viking. The Vikings. Combat Sword. 97 cm",$576.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-97-cm/401846710185?hash=item5d8fee2fa9%3Ag%3AcyUAAOSwvLJdUuiM&LH_Auction=1
"Aug 20, 2019 Sword of the Viking. The Vikings. Combat Sword. 64 cm",$501.00,"Bad Schwalbach, Germany",terra-antica,https://www.ebay.com/itm/Sword-of-the-Viking-The-Vikings-Combat-Sword-64-cm/401846703157?hash=item5d8fee1435%3Ag%3Ab1sAAOSwdAJdUuZI&LH_Auction=1
"Aug 20, 2019 VERY RARE BRONZE AGE, LARGE CELTIC ARROWHEAD, IN AS FOUND CONDITION+++",$49.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/VERY-RARE-BRONZE-AGE-LARGE-CELTIC-ARROWHEAD-IN-AS-FOUND-CONDITION/223622701085?hash=item3410f3a01d%3Ag%3AxFgAAOSwZBhc7Fxq&LH_Auction=1
"Aug 20, 2019 Ax  culture of Gava-Goligrady is approximately 1250-1050 BC",$264.99,"Kiev, Ukraine",sergii78,https://www.ebay.com/itm/Ax-culture-of-Gava-Goligrady-is-approximately-1250-1050-BC/233310310459?hash=item365260d03b%3Ag%3AGFoAAOSwS9BdTyGZ&LH_Auction=1
"Aug 20, 2019 LOT OF 2 ANCIENT BRONZE CELTIC PRE COIN AGE PROTO MONEY - exchange before coins",$14.90,"Graz, Austria",memory93_antiques,https://www.ebay.com/itm/LOT-OF-2-ANCIENT-BRONZE-CELTIC-PRE-COIN-AGE-PROTO-MONEY-exchange-before-coins/223622512866?hash=item3410f0c0e2%3Ag%3AXHAAAOSwmZFdUv84&LH_Auction=1
"Aug 19, 2019 Iron Age DRUID SURGICAL SCALPEL > Ancient Celtic relic -Hallstatt Culture 700 BC",$0.95,"Pyhra, Austria",ancient_balkans,https://www.ebay.com/itm/Iron-Age-DRUID-SURGICAL-SCALPEL-Ancient-Celtic-relic-Hallstatt-Culture-700-BC/283578924707?hash=item42069efea3%3Ag%3AfKsAAOSwolVc%7El1t&LH_Auction=1
"Aug 19, 2019 LOT of 8 pcs. BRONZE CELTIC and ROMAN BELT MOUNT DECORATIONS, BROAD VARIETY+++",$19.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/LOT-of-8-pcs-BRONZE-CELTIC-and-ROMAN-BELT-MOUNT-DECORATIONS-BROAD-VARIETY/323882824733?hash=item4b68ebb41d%3Ag%3ATU4AAOSw%7EepdSKcH&LH_Auction=1
"Aug 18, 2019 RARE ANCIENT VIKING CELTIC ANCIENT ARTIFACT BRONZE PENDANT WITH HORN AMULET",$20.99,"Marrakech, Morocco",antiquesdealer44,https://www.ebay.com/itm/RARE-ANCIENT-VIKING-CELTIC-ANCIENT-ARTIFACT-BRONZE-PENDANT-WITH-HORN-AMULET/312729499637?hash=item48d02177f5%3Ag%3A7AMAAOSwF0hdOgp8&LH_Auction=1
"Aug 18, 2019 CELTIC BRONZE FIGURE, HORSE RIDER",$9.50,"Granada Hills, California, United States",ancient_treasures,https://www.ebay.com/itm/CELTIC-BRONZE-FIGURE-HORSE-RIDER/193043902413?hash=item2cf2502fcd%3Ag%3Az8kAAOSwOZBdUKCi&LH_Auction=1
"Aug 18, 2019 CELTIC BRONZE ZOOMORPHIC HORSE ARTIFACT",$21.50,"Granada Hills, California, United States",ancient_treasures,https://www.ebay.com/itm/CELTIC-BRONZE-ZOOMORPHIC-HORSE-ARTIFACT/193043899216?hash=item2cf2502350%3Ag%3AK%7EcAAOSwC61dUKCZ&LH_Auction=1
"Aug 18, 2019 ANCIENT CELTIC BRONZE PROTO RING MONEY CIRCA 500 BC VERY RARE AND SCARCE",$0.99,"EU, France",shtil42-4,https://www.ebay.com/itm/ANCIENT-CELTIC-BRONZE-PROTO-RING-MONEY-CIRCA-500-BC-VERY-RARE-AND-SCARCE/303250816486?hash=item469b283de6%3Ag%3AqOMAAOSw7WNdUKOL&LH_Auction=1
"Aug 18, 2019 RARE CELTIC *LA TENE* PERIOD BRONZE FIBULA +++WELL PRESERVED+++TOP PATINA+++",$39.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/RARE-CELTIC-LA-TENE-PERIOD-BRONZE-FIBULA-WELL-PRESERVED-TOP-PATINA/223620423812?hash=item3410d0e084%3Ag%3A2mgAAOSw7wFcIWlg&LH_Auction=1
"Aug 18, 2019 EXTREMELY RARE CELTIC VOTIVE BRONZE EARRING w/ AMULET JUG PENDANT+++",$39.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/EXTREMELY-RARE-CELTIC-VOTIVE-BRONZE-EARRING-w-AMULET-JUG-PENDANT/223620423835?hash=item3410d0e09b%3Ag%3AJewAAOSwv%7Etc0f%7Et&LH_Auction=1
"Aug 18, 2019 SCARCE ANCIENT CELTIC BRONZE BULL FIGURINE WITH REMNANTS OF GOLD GILT 100BC",$73.77,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SCARCE-ANCIENT-CELTIC-BRONZE-BULL-FIGURINE-WITH-REMNANTS-OF-GOLD-GILT-100BC/153593587190?hash=item23c2e425f6%3Ag%3AFUcAAOSwo6BdSfd5&LH_Auction=1
"Aug 18, 2019 Rare Ancient Roman/Celtic Silver Bangle 100BC Leaf Design",$5.50,"Winthrop Harbor, Illinois, United States",insanefrenchman,https://www.ebay.com/itm/Rare-Ancient-Roman-Celtic-Silver-Bangle-100BC-Leaf-Design/333294348179?hash=item4d99e42793%3Ag%3AqSkAAOSwv-ZaG2ja&LH_Auction=1
"Aug 18, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$51.60,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163817265038?hash=item262445178e%3Ag%3Ag8QAAOSw%7ENBdUwf%7E&LH_Auction=1
"Aug 18, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$56.60,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163817265038?hash=item262445178e%3Ag%3Ag8QAAOSw%7ENBdUwf%7E&LH_Auction=1
"Aug 18, 2019 4424	Ancient Celtic bronze pre-coin currency",$1.48,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4424-Ancient-Celtic-bronze-pre-coin-currency/173990036732?hash=item28829d44fc%3Ag%3A3KkAAOSwQnFdS66L&LH_Auction=1
"Aug 18, 2019 4422	Ancient Celtic bronze earring",$2.95,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4422-Ancient-Celtic-bronze-earring/173990044355?hash=item28829d62c3%3Ag%3Aan8AAOSwhqBdS7Nn&LH_Auction=1
"Aug 18, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$61.56,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163817265038?hash=item262445178e%3Ag%3Ag8QAAOSw%7ENBdUwf%7E&LH_Auction=1
"Aug 18, 2019 Roman  Celtic ancient brooches fibula artifacts 1-3 century AD",$52.80,"UA, Ukraine",tony.seller,https://www.ebay.com/itm/Roman-Celtic-ancient-brooches-fibula-artifacts-1-3-century-AD/163817265038?hash=item262445178e%3Ag%3Ag8QAAOSw%7ENBdUwf%7E&LH_Auction=1
"Aug 18, 2019 4311	Ancient Celtic silver handle of a vessel",$1.48,"London, United Kingdom",petronius_2008,https://www.ebay.com/itm/4311-Ancient-Celtic-silver-handle-of-a-vessel/183913421599?hash=item2ad2181b1f%3Ag%3AXeAAAOSwDCtdS64W&LH_Auction=1
