Object,Price,Location,Seller,Link
"Oct 5, 2019 INTACT BYZANTINE BRONZE CARVED SQUARE WEIGHT FOR 1 SOLIDUS CIRCA 500-700 AD",$10.45,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/INTACT-BYZANTINE-BRONZE-CARVED-SQUARE-WEIGHT-FOR-1-SOLIDUS-CIRCA-500-700-AD/392445066485?hash=item5b5f8c7cf5%3Ag%3AQsgAAOSwihtdi0U0&LH_Auction=1
"Oct 5, 2019 RARE BYZANTINE BRONZE BELT PLATE BUCKLE DECORATED CIRCA 700 AD",$30.74,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/RARE-BYZANTINE-BRONZE-BELT-PLATE-BUCKLE-DECORATED-CIRCA-700-AD/202786499807?hash=item2f37046cdf%3Ag%3AP8YAAOSwoPJdi0G%7E&LH_Auction=1
"Oct 5, 2019 15 Orange Ancient & Medieval Glass Beads Roman Viking Venetian Byzantine Old",$9.95,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/15-Orange-Ancient-Medieval-Glass-Beads-Roman-Viking-Venetian-Byzantine-Old/274029876507?hash=item3fcd74151b%3Ag%3ApmMAAOSwJOldd5Sq&LH_Auction=1
"Oct 5, 2019 Medieval Byzantine & Post Middle Ages Artifacts Lot Cristian Cross Amulet Old 2",$24.95,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/Medieval-Byzantine-Post-Middle-Ages-Artifacts-Lot-Cristian-Cross-Amulet-Old-2/274029876509?hash=item3fcd74151d%3Ag%3ADu4AAOSwttBdeq81&LH_Auction=1
"Oct 5, 2019 Intact-Circa 500-700 AD Byzantine Mammoth B0NE Gaming Dice",$69.83,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/Intact-Circa-500-700-AD-Byzantine-Mammoth-B0NE-Gaming-Dice/392445032918?hash=item5b5f8bf9d6%3Ag%3Ak-cAAOSwnCtdiz3n&LH_Auction=1
"Oct 5, 2019 CIRCA 1000-1300 AD BYZANTINE ERA SILVER PENDANT DEPICTING HORSEMAN - WEARABLE",$6.76,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/CIRCA-1000-1300-AD-BYZANTINE-ERA-SILVER-PENDANT-DEPICTING-HORSEMAN-WEARABLE/392444996232?hash=item5b5f8b6a88%3Ag%3AKJQAAOSwXk1dizps&LH_Auction=1
"Oct 5, 2019 ANCIENT BYZANTINE SILVER RING WITH   STONE",$22.50,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/ANCIENT-BYZANTINE-SILVER-RING-WITH-STONE/274029761019?hash=item3fcd7251fb%3Ag%3AqPoAAOSw72Vdj5D-&LH_Auction=1
"Oct 5, 2019 BYZANTINE BRONZE THREE RING",$4.99,"SR, Bosnia and Herzegovina",savas013,https://www.ebay.com/itm/BYZANTINE-BRONZE-THREE-RING/274029757854?hash=item3fcd72459e%3Ag%3Asq8AAOSwhZpdj4sh&LH_Auction=1
"Oct 5, 2019 ANTIQUE/ANCIENT ROMAN GREEK BYZANTINE BRONZE HEAD STAMP SEAL RELIC",$15.50,"San Diego, California, United States",dead-guy-stuff,https://www.ebay.com/itm/ANTIQUE-ANCIENT-ROMAN-GREEK-BYZANTINE-BRONZE-HEAD-STAMP-SEAL-RELIC/352801633758?hash=item52249db5de%3Ag%3A-lIAAOSwwb9dinZP&LH_Auction=1
"Oct 5, 2019 Authentic Ancient Bronze Roman or Byzantine Ring Artifact Antiquity Old",$13.50,"Cincinnati, Ohio, United States",bestbuyskills,https://www.ebay.com/itm/Authentic-Ancient-Bronze-Roman-or-Byzantine-Ring-Artifact-Antiquity-Old/312785270936?hash=item48d3747898%3Ag%3AwqIAAOSwyyJdj6yE&LH_Auction=1
"Oct 5, 2019 Authentic Ancient Roman Byzantine Ring Artifact Antiquity Old Green Glass Bead",$10.50,"Cincinnati, Ohio, United States",bestbuyskills,https://www.ebay.com/itm/Authentic-Ancient-Roman-Byzantine-Ring-Artifact-Antiquity-Old-Green-Glass-Bead/312785265505?hash=item48d3746361%3Ag%3A6ZUAAOSwyBxdj6kD&LH_Auction=1
"Oct 5, 2019 MUSEUM QUALITY BYZANTINE  CHRISTIAN CROSS  CIRCA 500-700 AD-WEARAB 3.3gr 31mm",$34.43,"London, United Kingdom",roman.land,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-CHRISTIAN-CROSS-CIRCA-500-700-AD-WEARAB-3-3gr-31mm/254368298079?hash=item3b3988345f%3Ag%3A-p4AAOSwwRRdiOdd&LH_Auction=1
"Oct 5, 2019 BYZANTINE BRONZE CROSS VERY NICE AND INTEREST 1.8gr 28mm",$12.31,"London, United Kingdom",roman.land,https://www.ebay.com/itm/BYZANTINE-BRONZE-CROSS-VERY-NICE-AND-INTEREST-1-8gr-28mm/254368329441?hash=item3b3988aee1%3Ag%3AtZQAAOSwsvVdiPIA&LH_Auction=1
"Oct 5, 2019 INTACT BYZANTINE DECORATED BRONZE SQUARE WEIGHT CIRCA 700 AD 4.3gr 13mm",$3.93,"London, United Kingdom",roman.land,https://www.ebay.com/itm/INTACT-BYZANTINE-DECORATED-BRONZE-SQUARE-WEIGHT-CIRCA-700-AD-4-3gr-13mm/264475389880?hash=item3d93f62fb8%3Ag%3A%7EBIAAOSwCRNdiOw3&LH_Auction=1
"Oct 5, 2019 BYZANTINE BRONZE CROSS  VERY NICE AND INTEREST 2.6gr 25mm",$6.76,"London, United Kingdom",roman.land,https://www.ebay.com/itm/BYZANTINE-BRONZE-CROSS-VERY-NICE-AND-INTEREST-2-6gr-25mm/264475349998?hash=item3d93f593ee%3Ag%3A9psAAOSw8UddiOBi&LH_Auction=1
"Oct 5, 2019 Post Medieval detection lot",$1.00,"Stadskanaal, Netherlands",sylvester.ekaterina,https://www.ebay.com/itm/Post-Medieval-detection-lot/372782309077?hash=item56cb8e9ed5%3Ag%3A9fEAAOSwYjRdikm7&LH_Auction=1
"Oct 5, 2019 Medieval detection lot",$2.81,"Stadskanaal, Netherlands",sylvester.ekaterina,https://www.ebay.com/itm/Medieval-detection-lot/372782307946?hash=item56cb8e9a6a%3Ag%3AMcwAAOSw0w9dikgw&LH_Auction=1
"Oct 5, 2019 STUNNING HUGE EXTREMELY RARE ANCIENT BRONZE BYZANTINE BELL 145 GR.65 MM",$11.68,"PE 140 DF, United Kingdom",ancientearth2006,https://www.ebay.com/itm/STUNNING-HUGE-EXTREMELY-RARE-ANCIENT-BRONZE-BYZANTINE-BELL-145-GR-65-MM/254369490291?hash=item3b399a6573%3Ag%3ACMkAAOSw1LJdi2WX&LH_Auction=1
"Oct 5, 2019 BYZANTINE BRONZE CROSS PENDANT VERY NICE AND INTEREST 2.2gr 23mm",$20.90,"London, United Kingdom",roman.land,https://www.ebay.com/itm/BYZANTINE-BRONZE-CROSS-PENDANT-VERY-NICE-AND-INTEREST-2-2gr-23mm/254367900066?hash=item3b398221a2%3Ag%3A09wAAOSwutNdd5bL&LH_Auction=1
"Oct 4, 2019 An ancient large glass bead jewelry Kievan Rus Vikings 10 AD Super Rare color",$16.50,"Moscow, Russian Federation",antic-mikhail,https://www.ebay.com/itm/An-ancient-large-glass-bead-jewelry-Kievan-Rus-Vikings-10-AD-Super-Rare-color/183968503137?hash=item2ad5609561%3Ag%3AnwwAAOSwJt9dihZ4&LH_Auction=1
"Oct 4, 2019 An ancient large glass bead jewelry Kievan Rus Vikings 10 AD Super Rare color",$13.50,"Moscow, Russian Federation",antic-mikhail,https://www.ebay.com/itm/An-ancient-large-glass-bead-jewelry-Kievan-Rus-Vikings-10-AD-Super-Rare-color/183968503137?hash=item2ad5609561%3Ag%3AnwwAAOSwJt9dihZ4&LH_Auction=1
"Oct 4, 2019 NICE ROMAN PERIOD BRONZE RING  w/ BLUE GLASS STONE ON THE TOP!!!",$24.99,"..................., Norway",aurelius1962,https://www.ebay.com/itm/NICE-ROMAN-PERIOD-BRONZE-RING-w-BLUE-GLASS-STONE-ON-THE-TOP/223683925870?hash=item341499d76e%3Ag%3A7SAAAOSw76BbfKFJ&LH_Auction=1
"Oct 4, 2019 Good Wearable Byzantine Bronze Cross",$14.14,"North Antrim Coast, United Kingdom",blueonceagain,https://www.ebay.com/itm/Good-Wearable-Byzantine-Bronze-Cross/401897459802?hash=item5d92f4905a%3Ag%3AkOEAAOSwDXxdidCF&LH_Auction=1
"Oct 4, 2019 Medieval,Byzantine, Amulet ,intakt",$1.00,"Stadskanaal, Netherlands",sylvester.ekaterina,https://www.ebay.com/itm/Medieval-Byzantine-Amulet-intakt/372780649948?hash=item56cb754ddc%3Ag%3AGWoAAOSwe4hdiMO3&LH_Auction=1
"Oct 4, 2019 Byzantine bone Cross Amulet with bronze inlay , orginal",$28.00,"Stadskanaal, Netherlands",sylvester.ekaterina,https://www.ebay.com/itm/Byzantine-bone-Cross-Amulet-with-bronze-inlay-orginal/352800056044?hash=item522485a2ec%3Ag%3A26IAAOSwQp5diMIv&LH_Auction=1
"Oct 3, 2019 SUPERB ANCIENT BYZANTINE SILVER RELIGIOUS CRUCIFIX CROSS PENDANT SAINT DEPICTION",$43.03,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-BYZANTINE-SILVER-RELIGIOUS-CRUCIFIX-CROSS-PENDANT-SAINT-DEPICTION/153658985998?hash=item23c6ca0e0e%3Ag%3A09IAAOSw08xdjI35&LH_Auction=1
"Oct 3, 2019 BYZANTINE PERIOD BRONZE WEIGHT OR GAMING PIECE",$11.43,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BYZANTINE-PERIOD-BRONZE-WEIGHT-OR-GAMING-PIECE/153659116777?hash=item23c6cc0ce9%3Ag%3Aq4cAAOSwk4ddjK0R&LH_Auction=1
"Oct 3, 2019 SUPERB ANCIENT BYZANTINE BRONZE CRUSADERS CROSS PENDANT WITH INSCRIPTIONS",$16.60,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-BYZANTINE-BRONZE-CRUSADERS-CROSS-PENDANT-WITH-INSCRIPTIONS/153659039478?hash=item23c6cadef6%3Ag%3A9YYAAOSwishdjJyO&LH_Auction=1
"Oct 3, 2019 MUSEUM QUALITY BYZANTINE BARREL SHAPED WEIGHT 27.03 grams",$51.64,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-BARREL-SHAPED-WEIGHT-27-03-grams/202785395042?hash=item2f36f39162%3Ag%3AeIQAAOSwm5ZdR0E5&LH_Auction=1
"Oct 3, 2019 STUNNING BYZANTINE BRONZE ROUND WEIGHT CA 500-700 AD , 17.65gr",$6.22,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/STUNNING-BYZANTINE-BRONZE-ROUND-WEIGHT-CA-500-700-AD-17-65gr/392442249632?hash=item5b5f6181a0%3Ag%3Am9MAAOSwjnJdXB1h&LH_Auction=1
"Oct 3, 2019 MUSEUM QUALITY BYZANTINE BARREL SHAPED WEIGHT 14.89 grams",$34.43,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-BARREL-SHAPED-WEIGHT-14-89-grams/202785392328?hash=item2f36f386c8%3Ag%3AaaQAAOSwIYpdDmtI&LH_Auction=1
"Oct 3, 2019 BYZANTINE ERA NEAR EAST TERRACOTTA GLAZE PAINT CUP CIRCA 1000-1300 AD-INTACT",$43.03,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/BYZANTINE-ERA-NEAR-EAST-TERRACOTTA-GLAZE-PAINT-CUP-CIRCA-1000-1300-AD-INTACT/202785391328?hash=item2f36f382e0%3Ag%3AvzIAAOSwzC5dXBTY&LH_Auction=1
"Oct 3, 2019 ANCIENT ROMAN / BYZANTINE RING WITH 'CROSS'--DETECTOR FIND",$10.45,"Stockton-on-Tees, United Kingdom",johnboy2954,https://www.ebay.com/itm/ANCIENT-ROMAN-BYZANTINE-RING-WITH-CROSS-DETECTOR-FIND/352804359193?hash=item5224c74c19%3Ag%3ABNkAAOSwn5JdjRYM&LH_Auction=1
"Oct 3, 2019 RARE BYZANTINE BRONZE BELT PLATE BUCKLE DECORATED CIRCA 700 AD",$7.99,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/RARE-BYZANTINE-BRONZE-BELT-PLATE-BUCKLE-DECORATED-CIRCA-700-AD/392442210956?hash=item5b5f60ea8c%3Ag%3AgYUAAOSwmrJdRypf&LH_Auction=1
"Oct 3, 2019 LOT OF 5 BYZANTINE BRONZE BARREL WEIGHTS CIRCA 500-700 AD",$35.67,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/LOT-OF-5-BYZANTINE-BRONZE-BARREL-WEIGHTS-CIRCA-500-700-AD/202785339302?hash=item2f36f2b7a6%3Ag%3AlQ4AAOSwhktdPsG8&LH_Auction=1
"Oct 2, 2019 INTACT-Byzantine Bronze Round Shaped Weight Circa 500-700 AD-8.37gr",$12.50,"Larnaca, Cyprus",silverdenar,https://www.ebay.com/itm/INTACT-Byzantine-Bronze-Round-Shaped-Weight-Circa-500-700-AD-8-37gr/113898501099?hash=item1a84e133eb%3Ag%3AfHQAAOSwXmddh59B&LH_Auction=1
"Oct 2, 2019 INTACT-Byzantine Bronze Barrel Shaped Weight Circa 500-700 AD-55.84gr",$24.50,"Larnaca, Cyprus",silverdenar,https://www.ebay.com/itm/INTACT-Byzantine-Bronze-Barrel-Shaped-Weight-Circa-500-700-AD-55-84gr/113898500533?hash=item1a84e131b5%3Ag%3ACaUAAOSwhGBdh58A&LH_Auction=1
"Oct 2, 2019 INTACT-Byzantine Bronze Barrel Shaped Weight Circa 500-700 AD-14.47gr",$16.50,"Larnaca, Cyprus",silverdenar,https://www.ebay.com/itm/INTACT-Byzantine-Bronze-Barrel-Shaped-Weight-Circa-500-700-AD-14-47gr/113898500199?hash=item1a84e13067%3Ag%3AIPEAAOSwVwZdh57V&LH_Auction=1
"Oct 2, 2019 Byzantine Bronze Round Decorated Weight Circa 500-700 AD-13.50gr",$15.50,"Larnaca, Cyprus",silverdenar,https://www.ebay.com/itm/Byzantine-Bronze-Round-Decorated-Weight-Circa-500-700-AD-13-50gr/113898499764?hash=item1a84e12eb4%3Ag%3AQsYAAOSw81Bdh56h&LH_Auction=1
"Oct 2, 2019 1700-1800’s Byzantine Cross Artifact Golgotha European Russian Orthodox Pendant",$7.95,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/1700-1800-s-Byzantine-Cross-Artifact-Golgotha-European-Russian-Orthodox-Pendant/274025246836?hash=item3fcd2d7074%3Ag%3Ag1UAAOSwx8pdZGf9&LH_Auction=1
"Oct 2, 2019 5 Medieval Silver Artifacts Authentic Coin Bead Pendant Cross Old European",$19.95,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/5-Medieval-Silver-Artifacts-Authentic-Coin-Bead-Pendant-Cross-Old-European/274025246874?hash=item3fcd2d709a%3Ag%3AS34AAOSwRs1dTKJw&LH_Auction=1
"Oct 2, 2019 800-1500 AD Medieval Christian Relic Artifact Kieran Rus Authentic European Old",$24.95,"Auburn, Alabama, United States",worleyenterprisesinternationalllc,https://www.ebay.com/itm/800-1500-AD-Medieval-Christian-Relic-Artifact-Kieran-Rus-Authentic-European-Old/274025246888?hash=item3fcd2d70a8%3Ag%3A6VAAAOSwegNdZw-%7E&LH_Auction=1
"Oct 2, 2019 ANTIQUE Bronze ROMAN BYZANTINE Hanging OIL LAMP with Chi Rho XP Symbol with Lamb",$162.50,"Coeur d'Alene, Idaho, United States",gnwtc1976,https://www.ebay.com/itm/ANTIQUE-Bronze-ROMAN-BYZANTINE-Hanging-OIL-LAMP-with-Chi-Rho-XP-Symbol-with-Lamb/113908672491?hash=item1a857c67eb%3Ag%3AjpcAAOSwFs1cPS8%7E&LH_Auction=1
"Oct 2, 2019 LOT OF 40 ANCIENT ROMAN AND BYZANTINE MEDIEVAL BRONZE ARTIFACTS AND FRAGMENTS",$9.99,"EU, France",shtil42-4,https://www.ebay.com/itm/LOT-OF-40-ANCIENT-ROMAN-AND-BYZANTINE-MEDIEVAL-BRONZE-ARTIFACTS-AND-FRAGMENTS/303297736395?hash=item469df42ecb%3Ag%3A1ksAAOSw1XZdcl2c&LH_Auction=1
"Oct 1, 2019 RARE 15th CENTURY RUSSIAN ORTHODOX HAND-CARVED BRONZE CROSS WORDS OF PRAYER RUNE",$34.00,"Moscow, Russian Federation",antic-mikhail,https://www.ebay.com/itm/RARE-15th-CENTURY-RUSSIAN-ORTHODOX-HAND-CARVED-BRONZE-CROSS-WORDS-OF-PRAYER-RUNE/183964782535?hash=item2ad527cfc7%3Ag%3AxGQAAOSwg9RdhfHH&LH_Auction=1
"Oct 1, 2019  RARE 14-15th CENTURY LARGE BRONZE ORTHODOX SWORD-SHAPED ** CRUSADER'S ** CROSS",$37.00,"Moscow, Russian Federation",antic-mikhail,https://www.ebay.com/itm/RARE-14-15th-CENTURY-LARGE-BRONZE-ORTHODOX-SWORD-SHAPED-CRUSADERS-CROSS/183964778250?hash=item2ad527bf0a%3Ag%3AKtYAAOSwictdhfFP&LH_Auction=1
"Oct 1, 2019  SUPERB ANCIENT BYZANTINE RING WITH DECORATED BEZEL. VERY FINE STATE",$8.12,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-BYZANTINE-RING-WITH-DECORATED-BEZEL-VERY-FINE-STATE/153656733544?hash=item23c6a7af68%3Ag%3Ar%7EwAAOSwu-NdcQNy&LH_Auction=1
"Oct 1, 2019 BYZANTINE OR ROMAN BRONZE COIN. UNUSUAL",$7.38,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BYZANTINE-OR-ROMAN-BRONZE-COIN-UNUSUAL/153656704321?hash=item23c6a73d41%3Ag%3A8oAAAOSwqYhdcQe5&LH_Auction=1
"Oct 1, 2019 SUPERB ANCIENT BYZANTINE BRONZE RING WITH DECORATED BEZEL. VERY FINE STATE",$5.16,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-BYZANTINE-BRONZE-RING-WITH-DECORATED-BEZEL-VERY-FINE-STATE/153655629327?hash=item23c696d60f%3Ag%3APc0AAOSwoaNdidFY&LH_Auction=1
"Oct 1, 2019 BEAUTIFUL ANCIENT BYZANTINE SILVER CRUSADERS SEAL RING WITH CROSS MOTIF",$65.15,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-BYZANTINE-SILVER-CRUSADERS-SEAL-RING-WITH-CROSS-MOTIF/153655628977?hash=item23c696d4b1%3Ag%3AhPQAAOSwknpdidEs&LH_Auction=1
"Oct 1, 2019 ANCIENT BYZANTINE SILVER DOUBLE SIDED ENCOLOPION CROSS PENDANT INSCRIPTIONS",$68.85,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-BYZANTINE-SILVER-DOUBLE-SIDED-ENCOLOPION-CROSS-PENDANT-INSCRIPTIONS/153654259509?hash=item23c681ef35%3Ag%3AT%7EUAAOSwnRZdiLQN&LH_Auction=1
"Oct 1, 2019 ANCIENT BYZANTINE SILVER CRUSADERS CROSS PENDANT WITH SAINT DEPICTIONS",$52.87,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-BYZANTINE-SILVER-CRUSADERS-CROSS-PENDANT-WITH-SAINT-DEPICTIONS/153654259039?hash=item23c681ed5f%3Ag%3AaUoAAOSwZQhdiLPr&LH_Auction=1
"Oct 1, 2019 MUSEUM QUALITY BYZANTINE BARREL SHAPED WEIGHT 29.21 grams",$19.67,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-BARREL-SHAPED-WEIGHT-29-21-grams/202783964112?hash=item2f36ddbbd0%3Ag%3AUI4AAOSwzXVdhnj5&LH_Auction=1
"Oct 1, 2019 LATE ROMAN/EARLY BYZANTINE BRONZE EWER JUG VESSEL WINE JUG CIRCA 300-500AD",$71.31,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/LATE-ROMAN-EARLY-BYZANTINE-BRONZE-EWER-JUG-VESSEL-WINE-JUG-CIRCA-300-500AD/153654131489?hash=item23c67ffb21%3Ag%3AXm8AAOSwcJtdiJex&LH_Auction=1
"Oct 1, 2019 ANCIENT BYZANTINE BRONZE BROOCH WITH CROSS MOTIF VERY NICE",$3.69,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-BYZANTINE-BRONZE-BROOCH-WITH-CROSS-MOTIF-VERY-NICE/153655642791?hash=item23c6970aa7%3Ag%3AfLUAAOSwe2ZdidZ9&LH_Auction=1
"Oct 1, 2019 ANCIENT BYZANTINE CRUSADERS CROSS PENDANT WEARABLE VERY NICE",$61.48,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/ANCIENT-BYZANTINE-CRUSADERS-CROSS-PENDANT-WEARABLE-VERY-NICE/153655641909?hash=item23c6970735%3Ag%3AQ6AAAOSwGf5didXk&LH_Auction=1
"Oct 1, 2019 CIRCA 1000-1300 AD BYZANTINE ERA SILVER PENDANT DEPICTING HORSEMAN - WEARABLE",$15.37,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/CIRCA-1000-1300-AD-BYZANTINE-ERA-SILVER-PENDANT-DEPICTING-HORSEMAN-WEARABLE/202783945967?hash=item2f36dd74ef%3Ag%3AyWEAAOSwpQNdhm%7E8&LH_Auction=1
"Oct 1, 2019 Intact-Circa 500-700 AD Byzantine Mammoth B0NE Gaming Dice",$39.35,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/Intact-Circa-500-700-AD-Byzantine-Mammoth-B0NE-Gaming-Dice/392438245223?hash=item5b5f246767%3Ag%3Aty8AAOSwfkNdhm2J&LH_Auction=1
"Oct 1, 2019 ANCIENT ROMAN / BYZANTINE RING WITH 'CROSS'--DETECTOR FIND",$12.30,"Stockton-on-Tees, United Kingdom",johnboy2954,https://www.ebay.com/itm/ANCIENT-ROMAN-BYZANTINE-RING-WITH-CROSS-DETECTOR-FIND/352801638853?hash=item52249dc9c5%3Ag%3AaJUAAOSwFL9dinaB&LH_Auction=1
"Oct 1, 2019 MUSEUM QUALITY BYZANTINE BARREL SHAPED WEIGHT 14.40 grams",$5.15,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-BARREL-SHAPED-WEIGHT-14-40-grams/202783934750?hash=item2f36dd491e%3Ag%3AYxcAAOSww71dhmqE&LH_Auction=1
"Oct 1, 2019 MUSEUM QUALITY BYZANTINE BARREL SHAPED WEIGHT 29.26 grams",$16.48,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/MUSEUM-QUALITY-BYZANTINE-BARREL-SHAPED-WEIGHT-29-26-grams/202783928165?hash=item2f36dd2f65%3Ag%3AotAAAOSw13ldhmdn&LH_Auction=1
"Oct 1, 2019 STUNNING BYZANTINE BRONZE RING DECORATED WITH CROSS CIRCA 700-1000 AD",$14.14,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/STUNNING-BYZANTINE-BRONZE-RING-DECORATED-WITH-CROSS-CIRCA-700-1000-AD/202783926313?hash=item2f36dd2829%3Ag%3AzfYAAOSwjNpdhmZy&LH_Auction=1
"Oct 1, 2019  VERY RARE BYZANTINE B0NE BEADS NECKLACE-CA 500-700 AD - WEARABLE",$12.91,"CYPRUS, Cyprus",ancientground,https://www.ebay.com/itm/VERY-RARE-BYZANTINE-B0NE-BEADS-NECKLACE-CA-500-700-AD-WEARABLE/202783914693?hash=item2f36dcfac5%3Ag%3ALuUAAOSwD75dhmBd&LH_Auction=1
"Oct 1, 2019 ANCIENT LATE ROMAN BYZANTINE IRON SPEARHEAD HUGE 25 INCH 64 CENTIMETER SHARP OLD",$172.50,"Asheville, North Carolina, United States",the.marcel.gibrat.collection,https://www.ebay.com/itm/ANCIENT-LATE-ROMAN-BYZANTINE-IRON-SPEARHEAD-HUGE-25-INCH-64-CENTIMETER-SHARP-OLD/303296198532?hash=item469ddcb784%3Ag%3AtEEAAOSwXSZdifSH&LH_Auction=1
"Sep 30, 2019 ORIGINAL ANTIQUE Early 1900’s. WALL JESUS ICON w/THE LAMPADA JAR!!!",$39.99,"SOFIA,EUROPE UNION, Bulgaria",cornelia6633,https://www.ebay.com/itm/ORIGINAL-ANTIQUE-Early-1900-s-WALL-JESUS-ICON-w-THE-LAMPADA-JAR/274022326895?hash=item3fcd00e26f%3Ag%3A59gAAOSwffBdbYh2&LH_Auction=1
"Sep 30, 2019 Late Byzantine billon cross saint and inscription ПАЛО 12th century AD",$50.00,"EUROPE, Macedonia",stadimi77,https://www.ebay.com/itm/Late-Byzantine-billon-cross-saint-and-inscription-12th-century-AD/202785318151?hash=item2f36f26507%3Ag%3ATYIAAOSwaAtcq4ka&LH_Auction=1
"Sep 30, 2019 BYZANTINE BRONZE CROSS PENDANT",$30.00,"Paris, France",masterpiece*,https://www.ebay.com/itm/BYZANTINE-BRONZE-CROSS-PENDANT/274021725655?hash=item3fccf7b5d7%3Ag%3A2UgAAOSwUvhdiM2j&LH_Auction=1
"Sep 30, 2019 Byzantine bronze ibex",$200.00,"Israel, israel, Israel",eden.antiques,https://www.ebay.com/itm/Byzantine-bronze-ibex/323922193294?hash=item4b6b446b8e%3Ag%3AJ58AAOSwqf1dbNFr&LH_Auction=1
"Sep 29, 2019 CROSS BYZANTINE Bronze Pendant Christian Artifact JESUS CHRIST",$0.99,"EUROPE, Serbia",master-numismatics,https://www.ebay.com/itm/CROSS-BYZANTINE-Bronze-Pendant-Christian-Artifact-JESUS-CHRIST/153653747213?hash=item23c67a1e0d%3Ag%3Af2UAAOSwoZZdiAZT&LH_Auction=1
"Sep 29, 2019 SCARCE ANCIENT BYZANTINE SILVER CROSS PENDANT WITH DEPICTION OF SAINT",$16.60,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SCARCE-ANCIENT-BYZANTINE-SILVER-CROSS-PENDANT-WITH-DEPICTION-OF-SAINT/153650807112?hash=item23c64d4148%3Ag%3AomwAAOSwLJRdhKc6&LH_Auction=1
"Sep 29, 2019 SUPERB ANCIENT BYZANTINE SILVER CRUCIFIX CROSS PENDANT DEPICTION OF CHRIST",$36.89,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/SUPERB-ANCIENT-BYZANTINE-SILVER-CRUCIFIX-CROSS-PENDANT-DEPICTION-OF-CHRIST/153650806761?hash=item23c64d3fe9%3Ag%3AhmkAAOSwT2hdhKcV&LH_Auction=1
"Sep 29, 2019 BEAUTIFUL ANCIENT BYZANTINE CRUSADERS SILVER SEAL RING WITH CHRISTOGRAM SCARCE",$39.35,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-BYZANTINE-CRUSADERS-SILVER-SEAL-RING-WITH-CHRISTOGRAM-SCARCE/153650772033?hash=item23c64cb841%3Ag%3AcYMAAOSwELRdhJ7o&LH_Auction=1
"Sep 29, 2019 BYZANTINE PERIOD BRONZE WEIGHT OR GAMING PIECE WITH RING AND DOT MOTIFS",$3.92,"Didcot, United Kingdom",antiquiti,https://www.ebay.com/itm/BYZANTINE-PERIOD-BRONZE-WEIGHT-OR-GAMING-PIECE-WITH-RING-AND-DOT-MOTIFS/153650770964?hash=item23c64cb414%3Ag%3ACFIAAOSwyO1dhJWi&LH_Auction=1
